ID, RESTAURANTE, PISCINA, PARQUEADERO, WIFI, TV, H24
 14190,1,0,1,1,1,0
 14191,0,0,0,0,1,1
 14192,1,1,0,0,0,1
 14193,1,0,0,0,1,0
 14194,0,1,0,1,0,0
 14195,0,1,1,1,0,1
 14196,1,0,0,1,0,0
 14197,1,1,1,0,0,1
 14198,1,0,0,1,0,1
 14199,0,0,0,1,1,1
 14200,0,1,1,0,0,1
 14201,0,0,1,0,1,1
 14202,1,1,1,1,0,0
 14203,1,1,1,0,0,0
 14204,1,1,0,1,0,0
 14205,1,1,0,1,0,0
 14206,0,1,0,1,1,1
 14207,1,1,1,0,0,0
 14208,1,0,0,1,0,1
 14209,1,1,0,0,1,0
 14210,0,1,1,1,1,0
 14211,0,1,0,1,0,1
 14212,1,0,0,1,0,0
 14213,1,0,0,0,0,0
 14214,0,0,1,0,0,1
 14215,1,1,0,1,1,0
 14216,0,0,0,0,0,0
 14217,0,0,0,1,1,1
 14218,0,1,1,1,0,1
 14219,0,0,1,1,1,1
 14220,1,1,1,1,1,1
 14221,1,1,0,0,1,1
 14222,1,0,1,1,1,0
 14223,0,1,0,1,0,0
 14224,1,1,1,1,1,0
 14225,1,1,0,1,1,0
 14226,1,0,1,1,1,0
 14227,0,0,0,0,0,1
 14228,1,1,0,0,0,1
 14229,1,1,0,0,1,1
 14230,1,1,1,0,0,0
 14231,0,0,1,0,0,1
 14232,1,0,0,1,1,1
 14233,1,1,1,0,1,1
 14234,0,0,1,1,0,0
 14235,1,1,1,0,1,1
 14236,1,0,1,1,1,1
 14237,0,0,0,0,1,0
 14238,1,0,0,1,0,1
 14239,0,0,1,0,1,1
 14240,0,0,1,1,1,1
 14241,0,0,1,0,1,1
 14242,1,1,0,0,0,1
 14243,0,0,1,0,0,1
 14244,0,0,0,0,1,1
 14245,1,0,0,1,1,0
 14246,1,0,1,0,0,0
 14247,1,0,0,0,0,0
 14248,1,0,0,1,1,1
 14249,0,1,0,0,1,1
 14250,0,0,0,1,1,1
 14251,1,1,0,1,0,1
 14252,1,0,0,1,1,1
 14253,0,0,0,0,1,0
 14254,1,0,0,1,1,1
 14255,1,1,0,1,1,0
 14256,0,1,0,1,0,1
 14257,1,0,1,0,1,0
 14258,0,1,1,1,0,0
 14259,0,1,1,1,0,0
 14260,1,0,0,1,1,1
 14261,0,0,0,0,0,1
 14262,0,1,1,0,0,0
 14263,1,0,0,0,1,0
 14264,1,1,0,1,0,1
 14265,0,1,0,1,1,1
 14266,0,1,1,1,1,0
 14267,0,1,1,1,0,1
 14268,1,1,0,1,0,1
 14269,0,1,0,1,0,1
 14270,0,1,0,0,0,1
 14271,1,1,0,0,1,0
 14272,0,1,1,0,1,1
 14273,1,0,1,1,0,0
 14274,0,0,0,1,0,0
 14275,0,1,0,0,0,0
 14276,0,0,1,1,0,0
 14277,1,0,1,1,1,0
 14278,1,0,1,0,0,1
 14279,0,1,0,0,0,0
 14280,0,1,0,1,0,1
 14281,0,0,1,1,0,1
 14282,0,1,1,0,1,1
 14283,0,0,1,1,1,1
 14284,0,0,1,1,0,1
 14285,1,1,0,0,1,0
 14286,0,0,1,1,1,0
 14287,0,1,1,0,0,0
 14288,0,1,1,1,1,0
 14289,1,1,1,1,0,0
 14290,1,1,0,0,1,1
 14291,1,1,0,0,1,1
 14292,1,0,0,1,1,0
 14293,0,0,0,1,0,1
 14294,0,1,0,0,0,1
 14295,1,0,1,0,0,0
 14296,0,1,0,0,0,0
 14297,1,0,0,1,1,1
 14298,1,0,1,1,1,1
 14299,0,1,0,1,0,1
 14300,0,0,1,1,1,1
 14301,1,1,1,1,0,1
 14302,0,0,0,0,1,1
 14303,1,1,0,1,1,0
 14304,0,1,1,0,0,0
 14305,1,1,1,0,1,1
 14306,0,1,0,1,1,1
 14307,1,0,0,0,0,0
 14308,1,1,1,1,0,0
 14309,1,1,0,0,0,1
 14310,1,1,0,0,1,0
 14311,1,0,0,0,1,0
 14312,1,0,1,1,0,0
 14313,0,1,1,1,1,1
 14314,1,1,0,0,0,1
 14315,0,0,0,1,0,0
 14316,1,1,0,1,0,1
 14317,1,1,1,0,0,1
 14318,1,1,1,1,1,0
 14319,1,0,1,0,0,0
 14320,0,0,1,0,0,0
 14321,0,1,1,1,1,0
 14322,0,0,1,1,1,1
 14323,1,1,1,1,0,1
 14324,1,0,1,1,0,1
 14325,1,1,1,0,1,0
 14326,1,1,1,1,1,0
 14327,0,1,0,0,1,1
 14328,0,1,0,0,0,1
 14329,1,0,1,0,1,0
 14330,1,1,0,0,0,0
 14331,0,1,0,0,0,0
 14332,1,1,0,1,1,0
 14333,1,0,1,0,1,0
 14334,1,1,0,0,0,1
 14335,0,0,0,0,1,0
 14336,1,0,0,1,0,0
 14337,0,1,0,0,0,1
 14338,1,1,0,0,1,0
 14339,0,0,0,1,0,1
 14340,1,1,0,0,0,1
 14341,0,0,0,0,0,0
 14342,0,0,1,1,1,1
 14343,0,0,0,1,0,1
 14344,0,1,1,0,1,0
 14345,1,0,0,0,1,1
 14346,1,1,0,0,1,1
 14347,1,1,1,1,1,0
 14348,1,1,0,1,0,1
 14349,0,1,1,1,1,0
 14350,1,1,0,1,1,1
 14351,1,0,0,0,0,0
 14352,1,0,1,0,0,0
 14353,0,1,1,0,1,0
 14354,0,1,1,0,0,1
 14355,1,1,0,0,1,0
 14356,0,0,0,0,1,1
 14357,0,0,0,1,1,1
 14358,1,1,0,0,0,0
 14359,0,0,1,0,1,0
 14360,0,0,0,0,0,1
 14361,1,1,0,0,1,1
 14362,1,0,1,1,1,1
 14363,1,0,1,0,1,1
 14364,1,0,1,0,0,1
 14365,1,0,1,0,0,1
 14366,0,0,0,1,1,1
 14367,1,0,1,1,0,0
 14368,1,1,1,0,1,0
 14369,0,1,0,0,0,0
 14370,0,0,0,1,0,1
 14371,1,0,1,0,0,0
 14372,1,0,0,1,0,0
 14373,0,1,1,1,1,1
 14374,1,0,0,1,1,1
 14375,0,1,1,0,1,1
 14376,1,1,0,0,1,1
 14377,0,0,0,1,0,0
 14378,1,0,1,0,1,0
 14379,1,0,0,0,0,1
 14380,1,0,1,1,1,0
 14381,0,1,0,0,0,0
 14382,1,0,0,1,1,1
 14383,1,0,0,1,1,0
 14384,0,0,0,1,0,1
 14385,0,0,1,1,0,0
 14386,1,1,0,1,0,0
 14387,0,1,0,0,0,1
 14388,1,1,1,0,0,1
 14389,0,0,0,0,0,0
 14390,1,1,0,0,1,0
 14391,1,1,0,0,0,0
 14392,0,0,1,0,0,0
 14393,1,1,0,0,0,0
 14394,1,1,0,1,1,1
 14395,0,1,0,1,1,0
 14396,1,0,1,1,1,1
 14397,1,0,1,1,0,1
 14398,0,0,1,1,1,1
 14399,0,1,0,1,0,1
 14400,0,1,1,1,0,1
 14401,1,1,0,1,1,1
 14402,0,1,1,1,1,0
 14403,0,1,1,1,1,0
 14404,0,1,0,1,0,0
 14405,1,1,0,1,1,0
 14406,0,0,1,0,0,0
 14407,1,0,0,1,1,0
 14408,1,0,0,0,0,1
 14409,0,0,1,0,0,0
 14410,1,0,1,1,1,1
 14411,0,0,0,1,1,0
 14412,0,1,0,1,0,1
 14413,1,0,1,1,0,1
 14414,1,0,1,1,1,0
 14415,1,0,0,0,0,0
 14416,1,0,1,0,0,1
 14417,1,1,0,1,1,0
 14418,1,0,1,0,1,1
 14419,1,1,1,0,0,0
 14420,0,0,1,1,0,1
 14421,1,1,1,1,0,0
 14422,0,0,0,0,1,1
 14423,1,1,1,0,0,0
 14424,1,1,1,1,0,1
 14425,0,0,0,1,0,1
 14426,1,1,0,1,1,1
 14427,1,1,1,0,1,0
 14428,0,0,0,1,1,1
 14429,1,1,1,0,0,0
 14430,1,1,1,1,1,0
 14431,1,1,0,1,0,0
 14432,1,0,0,0,1,1
 14433,0,1,1,1,0,1
 14434,0,0,1,1,1,1
 14435,0,0,0,0,0,1
 14436,0,1,1,0,0,0
 14437,1,0,0,1,0,1
 14438,1,0,1,1,0,1
 14439,0,1,0,1,1,0
 14440,0,0,1,1,0,1
 14441,0,1,0,0,1,1
 14442,0,0,0,0,0,1
 14443,0,1,1,1,1,1
 14444,1,1,0,0,0,0
 14445,1,0,0,1,1,1
 14446,1,0,1,1,1,1
 14447,1,1,1,1,1,0
 14448,0,1,1,0,0,0
 14449,0,0,1,1,0,0
 14450,1,0,0,1,1,0
 14451,1,0,0,0,1,0
 14452,0,1,1,0,1,1
 14453,1,1,1,0,1,1
 14454,1,1,1,0,1,1
 14455,0,1,0,1,0,0
 14456,0,1,0,0,0,1
 14457,1,0,0,0,1,1
 14458,1,1,1,1,1,0
 14459,1,0,0,0,0,0
 14460,0,0,1,0,0,0
 14461,1,1,0,0,0,0
 14462,0,0,0,0,1,0
 14463,0,0,1,0,1,0
 14464,1,1,0,1,1,0
 14465,0,1,0,1,0,1
 14466,1,1,1,0,0,0
 14467,0,0,0,0,0,0
 14468,1,0,1,0,0,1
 14469,0,0,0,1,0,1
 14470,1,1,1,0,0,1
 14471,1,0,0,0,0,0
 14472,1,1,1,0,1,0
 14473,0,0,1,0,0,0
 14474,1,1,0,0,1,0
 14475,0,0,1,1,1,0
 14476,0,1,1,1,0,1
 14477,1,0,1,1,1,0
 14478,1,1,1,0,1,0
 14479,1,0,1,0,1,0
 14480,0,1,0,1,0,0
 14481,0,1,0,0,1,1
 14482,1,0,1,0,0,1
 14483,1,0,1,0,0,0
 14484,0,0,0,0,0,0
 14485,1,1,1,1,1,1
 14486,0,0,1,1,0,1
 14487,0,0,1,0,0,0
 14488,0,1,1,1,1,0
 14489,1,1,0,0,0,0
 14490,0,1,0,0,0,1
 14491,0,0,1,0,1,0
 14492,0,1,1,0,1,0
 14493,0,0,1,1,0,1
 14494,1,0,1,1,0,1
 14495,1,1,0,1,0,0
 14496,1,1,0,1,0,1
 14497,1,1,0,0,0,0
 14498,0,0,1,1,0,0
 14499,1,0,0,1,0,1
 14500,0,0,0,1,0,1
 14501,0,0,0,0,1,0
 14502,1,1,0,1,0,0
 14503,0,0,1,1,1,1
 14504,1,0,1,0,0,1
 14505,0,0,0,1,1,0
 14506,0,1,0,0,0,0
 14507,1,1,1,1,0,0
 14508,1,1,1,1,0,1
 14509,1,1,1,1,1,0
 14510,1,1,1,0,0,1
 14511,1,1,1,1,0,1
 14512,0,0,1,0,0,0
 14513,0,1,0,0,0,1
 14514,1,1,0,0,0,0
 14515,1,1,1,1,1,1
 14516,1,1,1,0,1,0
 14517,0,1,1,1,1,1
 14518,0,0,0,1,0,0
 14519,1,1,1,1,1,1
 14520,0,0,1,1,0,0
 14521,1,1,1,1,1,1
 14522,0,1,1,0,1,0
 14523,1,1,0,1,1,0
 14524,1,1,1,0,0,0
 14525,0,0,0,1,1,1
 14526,0,1,1,1,1,1
 14527,0,1,0,0,1,1
 14528,1,0,0,0,1,1
 14529,1,1,0,0,1,0
 14530,0,0,0,0,0,0
 14531,0,1,1,0,1,1
 14532,1,0,0,0,1,0
 14533,0,1,1,0,1,1
 14534,1,0,0,1,1,1
 14535,1,0,0,1,1,0
 14536,0,1,1,1,1,0
 14537,1,0,1,1,0,0
 14538,1,0,1,0,1,0
 14539,0,1,0,0,0,1
 14540,1,1,1,0,1,1
 14541,0,1,0,0,0,1
 14542,0,0,1,0,0,1
 14543,1,0,1,1,1,0
 14544,0,0,0,1,1,1
 14545,1,1,0,0,1,0
 14546,0,0,1,0,1,1
 14547,1,1,1,1,1,1
 14548,0,0,1,1,0,1
 14549,1,1,0,0,1,0
 14550,0,1,1,1,1,1
 14551,1,0,1,0,1,0
 14552,1,1,1,0,1,1
 14553,1,1,0,0,1,0
 14554,0,0,0,0,0,1
 14555,0,1,1,1,1,1
 14556,0,1,1,0,1,1
 14557,1,1,0,1,0,0
 14558,1,0,1,0,1,1
 14559,1,0,1,1,1,1
 14560,1,1,1,1,1,0
 14561,0,1,0,1,1,1
 14562,1,1,1,0,1,0
 14563,1,0,0,1,1,0
 14564,1,1,0,1,1,1
 14565,0,0,0,0,0,0
 14566,0,0,0,1,0,1
 14567,1,0,1,0,1,1
 14568,1,0,1,0,0,1
 14569,0,0,1,0,1,1
 14570,0,1,0,0,1,1
 14571,0,1,1,1,1,0
 14572,1,0,0,1,1,1
 14573,0,1,1,0,1,0
 14574,0,1,0,0,0,1
 14575,0,1,0,0,0,0
 14576,0,0,0,0,1,1
 14577,0,0,1,0,1,1
 14578,0,1,0,0,1,0
 14579,0,1,0,1,0,1
 14580,1,1,0,1,0,0
 14581,0,1,1,1,0,1
 14582,1,0,0,0,0,1
 14583,0,0,1,0,0,1
 14584,1,0,0,1,0,0
 14585,0,0,1,1,0,1
 14586,1,1,0,1,0,0
 14587,1,1,1,1,1,0
 14588,0,0,0,0,1,0
 14589,0,0,1,0,1,1
 14590,1,0,1,0,1,1
 14591,1,1,0,0,0,0
 14592,0,0,0,1,1,0
 14593,0,1,0,0,1,1
 14594,1,1,1,1,1,0
 14595,0,0,1,1,1,0
 14596,1,0,0,0,1,1
 14597,0,1,1,1,0,0
 14598,0,1,1,1,0,0
 14599,0,0,0,0,1,1
 14600,1,0,1,0,0,1
 14601,0,0,1,0,1,0
 14602,1,0,1,0,1,1
 14603,0,0,0,0,1,1
 14604,1,1,0,1,1,1
 14605,0,0,1,1,1,1
 14606,0,1,1,1,0,0
 14607,1,1,1,0,1,1
 14608,0,0,0,0,0,1
 14609,0,1,0,0,1,1
 14610,0,0,1,0,1,1
 14611,1,1,1,1,0,0
 14612,0,1,1,0,1,1
 14613,1,1,0,0,0,1
 14614,1,0,0,0,1,0
 14615,1,1,1,0,0,0
 14616,0,1,0,1,0,1
 14617,1,0,1,1,0,0
 14618,0,0,0,0,0,1
 14619,1,1,0,0,1,1
 14620,1,1,1,1,0,1
 14621,1,1,1,1,0,1
 14622,0,0,1,0,1,0
 14623,0,1,1,0,0,0
 14624,0,1,1,1,0,1
 14625,0,0,0,0,1,0
 14626,0,0,1,0,0,1
 14627,0,0,1,0,1,1
 14628,1,0,0,0,0,1
 14629,1,0,0,0,0,1
 14630,1,1,0,1,0,1
 14631,1,0,1,1,1,0
 14632,0,1,1,0,0,1
 14633,0,0,1,1,1,0
 14634,1,0,1,0,0,0
 14635,0,0,1,1,1,1
 14636,0,1,1,0,1,1
 14637,1,0,1,0,1,0
 14638,0,0,1,1,0,1
 14639,0,1,1,0,1,0
 14640,1,0,1,1,1,1
 14641,0,1,1,1,1,1
 14642,0,1,0,1,1,1
 14643,0,1,1,0,0,1
 14644,0,1,0,1,0,0
 14645,0,0,0,1,0,0
 14646,0,0,0,0,0,1
 14647,0,1,0,0,1,0
 14648,1,1,1,0,0,0
 14649,0,1,0,1,0,1
 14650,0,1,1,1,1,0
 14651,0,1,0,1,0,0
 14652,1,1,0,1,0,0
 14653,0,1,0,1,1,1
 14654,0,1,1,0,0,1
 14655,1,1,0,1,1,0
 14656,1,0,1,1,0,1
 14657,0,0,0,1,0,1
 14658,1,1,1,0,1,0
 14659,1,1,0,1,0,1
 14660,1,0,0,1,0,0
 14661,0,1,1,1,1,1
 14662,1,0,1,1,1,0
 14663,0,0,0,1,0,0
 14664,0,1,1,0,0,1
 14665,1,1,1,0,1,0
 14666,1,1,0,0,0,0
 14667,1,0,1,0,1,0
 14668,0,0,1,0,0,0
 14669,1,0,1,1,0,0
 14670,1,1,1,0,1,0
 14671,0,1,1,0,0,0
 14672,0,1,1,0,0,1
 14673,0,1,0,0,0,0
 14674,1,0,0,0,1,1
 14675,0,1,1,0,1,1
 14676,1,0,1,1,1,1
 14677,0,0,1,0,1,0
 14678,0,0,1,0,0,0
 14679,0,0,1,1,0,0
 14680,0,1,1,1,0,0
 14681,0,0,1,1,0,1
 14682,0,0,1,1,0,1
 14683,1,1,0,1,1,1
 14684,0,0,0,0,0,1
 14685,1,1,1,1,0,0
 14686,0,1,0,0,1,0
 14687,0,0,0,1,1,1
 14688,0,0,0,1,0,1
 14689,0,1,0,1,0,0
 14690,1,1,0,1,0,0
 14691,0,1,1,1,1,0
 14692,1,1,1,1,0,0
 14693,0,0,0,1,0,1
 14694,0,0,1,0,0,1
 14695,0,1,1,1,1,1
 14696,1,0,0,1,0,0
 14697,0,0,1,0,1,1
 14698,1,1,1,1,0,0
 14699,0,1,0,0,0,0
 14700,1,0,0,0,0,0
 14701,1,1,1,0,0,0
 14702,1,1,1,0,1,1
 14703,1,0,1,0,1,1
 14704,0,1,0,0,1,0
 14705,0,0,0,1,1,0
 14706,0,1,0,1,1,1
 14707,0,1,0,0,0,0
 14708,0,1,1,0,0,1
 14709,0,1,1,0,0,0
 14710,0,0,0,1,0,0
 14711,1,1,1,0,1,1
 14712,0,0,1,0,0,0
 14713,0,1,1,1,0,1
 14714,1,1,1,1,1,0
 14715,1,1,0,0,1,1
 14716,1,1,0,1,1,1
 14717,0,1,1,1,1,1
 14718,0,0,1,0,0,0
 14719,0,1,0,1,0,0
 14720,1,0,1,1,0,0
 14721,1,1,1,0,1,1
 14722,0,1,1,0,0,0
 14723,0,1,0,1,0,1
 14724,1,0,1,0,1,1
 14725,1,0,1,0,0,1
 14726,0,1,0,0,0,0
 14727,0,0,0,0,1,1
 14728,0,0,0,1,0,1
 14729,1,0,0,1,0,0
 14730,1,0,0,1,1,0
 14731,1,0,1,1,1,1
 14732,0,0,0,0,0,1
 14733,1,1,0,1,1,1
 14734,0,1,1,0,0,1
 14735,0,0,1,1,1,0
 14736,0,0,1,0,0,0
 14737,1,1,0,1,0,0
 14738,1,1,0,0,0,1
 14739,1,0,1,1,1,1
 14740,1,0,0,0,1,0
 14741,0,1,0,0,1,0
 14742,0,1,0,0,0,1
 14743,1,0,0,1,1,0
 14744,0,1,0,0,0,0
 14745,0,1,0,0,1,1
 14746,0,0,1,1,1,0
 14747,1,1,0,0,0,1
 14748,0,1,1,0,1,1
 14749,1,0,1,1,1,0
 14750,0,1,1,0,0,0
 14751,1,0,1,0,0,0
 14752,1,0,1,1,0,0
 14753,1,0,0,0,0,0
 14754,0,1,1,1,0,0
 14755,0,0,1,0,0,0
 14756,0,0,1,1,0,1
 14757,0,1,0,0,1,1
 14758,0,0,0,0,0,0
 14759,0,0,1,0,1,0
 14760,0,1,0,0,0,1
 14761,1,1,1,1,1,1
 14762,0,1,1,0,1,1
 14763,1,1,1,1,1,1
 14764,1,1,0,0,1,1
 14765,0,0,0,0,0,0
 14766,0,0,0,0,1,0
 14767,1,0,1,0,1,0
 14768,0,1,1,1,0,0
 14769,0,0,0,0,1,0
 14770,1,1,0,1,1,1
 14771,0,0,1,1,1,1
 14772,0,1,0,1,1,1
 14773,0,1,0,0,1,0
 14774,0,1,0,0,0,0
 14775,1,1,0,0,1,0
 14776,1,0,0,0,0,1
 14777,1,1,0,1,1,0
 14778,0,0,1,0,0,0
 14779,1,1,0,0,0,1
 14780,1,1,1,1,0,0
 14781,1,1,0,0,1,1
 14782,1,1,1,1,1,1
 14783,1,1,0,1,0,0
 14784,1,0,1,1,1,1
 14785,0,0,0,1,1,1
 14786,1,0,0,0,0,1
 14787,1,1,0,0,0,1
 14788,1,1,0,0,1,0
 14789,0,1,1,1,0,0
 14790,0,0,1,0,0,1
 14791,0,0,0,0,0,1
 14792,1,1,1,1,0,0
 14793,1,0,1,1,0,0
 14794,1,1,1,0,0,1
 14795,1,0,0,0,0,0
 14796,0,1,0,1,0,0
 14797,0,1,1,1,0,1
 14798,0,0,0,1,0,0
 14799,0,0,0,0,1,0
 14800,1,1,1,0,1,1
 14801,1,0,0,1,0,0
 14802,0,1,0,0,1,1
 14803,0,1,1,0,0,0
 14804,1,0,1,0,1,1
 14805,1,1,0,1,0,1
 14806,0,0,0,0,0,1
 14807,1,1,1,0,0,1
 14808,1,0,0,0,0,0
 14809,0,0,1,0,1,0
 14810,1,1,0,1,1,1
 14811,1,1,0,0,1,1
 14812,1,0,0,0,0,0
 14813,1,1,1,0,0,0
 14814,0,1,0,1,0,1
 14815,1,1,1,1,0,1
 14816,0,1,0,0,0,0
 14817,0,1,0,0,1,1
 14818,1,0,1,1,0,0
 14819,0,0,1,1,1,1
 14820,0,0,1,0,0,1
 14821,1,0,0,1,1,1
 14822,0,0,0,1,0,1
 14823,1,0,0,0,1,1
 14824,1,0,0,1,1,0
 14825,1,0,0,0,1,1
 14826,1,1,0,0,1,1
 14827,1,0,1,1,1,0
 14828,0,0,1,1,0,0
 14829,1,0,1,0,1,0
 14830,1,0,1,0,1,1
 14831,1,1,0,1,1,0
 14832,0,1,1,0,0,0
 14833,1,0,0,0,0,1
 14834,1,1,1,0,1,1
 14835,0,1,0,1,0,0
 14836,0,0,1,1,1,1
 14837,1,1,1,1,1,1
 14838,0,0,0,0,0,0
 14839,1,1,1,0,1,1
 14840,1,0,1,1,0,0
 14841,1,1,0,0,1,0
 14842,0,0,0,0,0,1
 14843,1,1,0,1,0,1
 14844,1,1,1,1,0,1
 14845,1,0,1,1,0,0
 14846,1,0,1,0,1,0
 14847,1,0,1,0,1,0
 14848,0,1,1,0,0,0
 14849,1,1,1,1,1,0
 14850,1,0,1,1,0,0
 14851,0,0,1,1,0,1
 14852,0,1,1,1,0,1
 14853,1,1,0,0,1,1
 14854,1,0,0,0,1,1
 14855,0,1,0,1,0,1
 14856,0,0,0,0,0,0
 14857,0,0,0,1,1,0
 14858,0,1,1,0,1,1
 14859,1,0,0,0,0,0
 14860,1,0,0,1,0,1
 14861,1,0,0,1,0,0
 14862,1,0,1,1,0,0
 14863,0,1,1,1,1,0
 14864,0,0,1,1,0,1
 14865,1,1,1,1,1,0
 14866,0,1,0,0,1,0
 14867,0,1,1,0,1,0
 14868,0,1,0,0,0,1
 14869,0,1,0,0,1,1
 14870,1,0,1,1,0,1
 14871,1,1,0,0,1,1
 14872,1,0,1,1,0,0
 14873,1,0,0,0,0,1
 14874,1,1,1,1,0,0
 14875,1,0,0,1,0,0
 14876,0,0,0,1,0,1
 14877,0,1,0,0,0,0
 14878,0,1,0,0,1,1
 14879,0,1,1,1,1,0
 14880,0,0,0,1,0,0
 14881,0,0,1,1,1,1
 14882,1,1,0,0,0,1
 14883,1,1,0,0,0,1
 14884,1,1,1,1,1,1
 14885,0,1,0,0,0,1
 14886,0,0,1,0,0,0
 14887,1,0,1,1,0,1
 14888,1,0,0,0,0,0
 14889,0,0,0,0,1,0
 14890,0,0,0,1,1,1
 14891,0,0,1,0,0,1
 14892,1,1,1,1,1,1
 14893,0,1,1,0,0,1
 14894,0,0,0,1,0,1
 14895,1,1,0,1,1,1
 14896,1,0,0,0,1,1
 14897,1,0,1,1,1,1
 14898,0,1,0,0,0,1
 14899,0,0,0,1,0,0
 14900,0,1,0,0,0,0
 14901,0,1,0,0,1,1
 14902,1,0,0,0,1,0
 14903,0,1,1,0,1,1
 14904,0,0,0,0,0,1
 14905,1,0,0,1,0,1
 14906,0,0,1,0,0,1
 14907,1,0,1,1,1,1
 14908,1,0,0,0,0,1
 14909,1,1,0,1,0,0
 14910,1,1,1,1,0,1
 14911,0,0,0,1,0,0
 14912,1,0,0,1,0,1
 14913,1,0,0,0,0,0
 14914,1,0,0,1,1,1
 14915,0,1,1,0,1,0
 14916,0,1,0,1,1,1
 14917,0,1,1,0,1,0
 14918,0,0,0,0,1,1
 14919,0,0,0,1,1,0
 14920,0,1,0,1,0,0
 14921,1,1,1,1,1,0
 14922,0,0,0,1,1,1
 14923,1,0,1,0,0,1
 14924,1,1,1,0,1,0
 14925,0,1,1,1,1,1
 14926,1,0,0,1,1,1
 14927,1,0,1,0,0,0
 14928,1,1,1,1,1,1
 14929,1,1,0,0,1,1
 14930,1,0,0,0,0,1
 14931,0,1,1,0,0,1
 14932,1,0,0,0,0,1
 14933,1,1,1,0,1,0
 14934,1,1,1,1,0,0
 14935,1,1,1,1,0,0
 14936,0,0,1,0,0,1
 14937,0,0,0,0,1,0
 14938,1,1,1,0,1,0
 14939,0,0,1,0,1,1
 14940,1,1,1,0,0,0
 14941,1,0,1,1,0,1
 14942,0,1,0,0,0,1
 14943,0,1,1,1,0,0
 14944,1,0,0,0,0,0
 14945,0,0,1,1,0,0
 14946,1,1,0,0,0,0
 14947,1,0,1,1,0,1
 14948,1,0,0,1,0,0
 14949,1,0,0,0,0,1
 14950,1,0,0,0,0,1
 14951,0,1,1,0,0,1
 14952,0,0,0,0,0,1
 14953,1,0,1,0,1,1
 14954,1,0,0,1,0,1
 14955,1,1,1,1,1,1
 14956,1,1,0,0,1,0
 14957,0,1,1,1,1,1
 14958,1,1,1,0,1,1
 14959,1,1,0,0,0,0
 14960,1,1,1,0,0,0
 14961,0,1,0,0,0,1
 14962,0,0,0,1,1,1
 14963,0,0,0,0,0,0
 14964,1,0,0,1,0,0
 14965,0,1,0,0,1,1
 14966,0,0,1,1,1,0
 14967,1,0,1,0,1,1
 14968,0,1,0,1,0,1
 14969,1,1,0,1,0,1
 14970,1,1,1,1,0,1
 14971,1,0,1,1,1,1
 14972,0,1,1,0,0,1
 14973,0,1,0,1,1,0
 14974,1,1,1,0,1,1
 14975,1,1,1,1,0,0
 14976,0,0,0,0,0,0
 14977,0,0,0,1,0,0
 14978,0,1,1,1,0,1
 14979,0,1,1,1,0,1
 14980,0,1,1,1,1,0
 14981,1,1,1,1,1,0
 14982,1,1,1,1,0,0
 14983,0,1,1,0,0,1
 14984,0,0,0,0,1,1
 14985,0,0,1,1,0,0
 14986,1,1,0,0,0,1
 14987,1,0,0,0,1,1
 14988,0,0,0,1,0,0
 14989,1,0,0,0,0,0
 14990,1,0,0,0,0,0
 14991,0,1,1,0,0,1
 14992,1,0,0,0,1,0
 14993,1,1,1,0,1,0
 14994,0,0,0,0,0,0
 14995,1,0,1,0,0,0
 14996,1,1,1,1,0,1
 14997,1,1,1,0,1,0
 14998,0,1,1,0,0,0
 14999,1,1,1,1,0,0
 15000,0,1,0,1,0,0
 15001,1,0,0,0,1,0
 15002,1,1,0,1,1,1
 15003,1,1,1,1,1,1
 15004,1,0,1,1,0,0
 15005,1,1,0,1,1,0
 15006,1,0,0,0,0,0
 15007,1,0,1,1,1,1
 15008,1,0,1,1,0,1
 15009,1,0,1,1,0,0
 15010,0,0,0,1,0,0
 15011,1,1,0,1,0,1
 15012,0,1,1,1,1,1
 15013,0,1,1,1,0,1
 15014,1,0,1,1,0,1
 15015,0,0,1,1,0,1
 15016,0,1,0,0,1,1
 15017,1,1,0,0,1,1
 15018,1,0,0,1,0,0
 15019,1,1,1,1,0,0
 15020,0,1,0,0,0,1
 15021,1,1,0,0,0,0
 15022,0,0,1,0,1,1
 15023,0,0,1,0,0,1
 15024,0,0,0,0,1,1
 15025,0,1,1,1,1,0
 15026,0,0,1,1,1,0
 15027,0,1,0,0,0,0
 15028,1,1,0,1,0,0
 15029,0,0,1,1,1,0
 15030,1,1,0,0,0,0
 15031,1,0,0,1,0,1
 15032,0,0,1,1,0,1
 15033,0,1,1,1,0,0
 15034,1,1,0,1,1,1
 15035,1,0,1,0,1,0
 15036,0,1,0,1,1,1
 15037,1,0,1,0,1,1
 15038,0,0,0,1,0,0
 15039,0,0,1,0,0,1
 15040,1,0,1,0,1,0
 15041,1,0,0,1,0,0
 15042,0,0,0,0,0,0
 15043,1,1,1,1,1,1
 15044,1,0,1,0,0,1
 15045,0,1,1,0,0,1
 15046,1,1,1,0,0,0
 15047,1,0,0,0,1,0
 15048,1,0,0,0,0,0
 15049,0,0,0,0,1,1
 15050,1,1,0,1,0,0
 15051,0,1,1,0,1,1
 15052,1,0,0,1,1,0
 15053,0,1,0,0,0,1
 15054,1,0,0,0,0,1
 15055,0,1,0,1,1,1
 15056,1,0,0,0,1,0
 15057,1,0,0,0,1,0
 15058,1,0,0,1,0,0
 15059,1,0,0,1,1,0
 15060,1,1,1,1,1,1
 15061,0,1,1,0,0,1
