ID, REGISTROCAMARACOMERCIO, CATEGORIA
 14658,2476,4
 14659,6478,1
 14660,8711,3
 14661,6423,4
 14662,5129,4
 14663,7629,5
 14664,7423,5
 14665,1594,4
 14666,2395,1
 14667,8079,1
 14668,8770,3
 14669,8442,3
 14670,1496,4
 14671,6986,2
 14672,5403,1
 14673,9113,5
 14674,4557,1
 14675,3709,1
 14676,4129,3
 14677,6873,3
 14678,1708,4
 14679,8120,1
 14680,6004,1
 14681,9087,1
 14682,5508,4
 14683,6002,5
 14684,5254,2
 14685,3027,5
 14686,5838,1
 14687,4095,4
 14688,5109,3
 14689,1393,4
 14690,9202,2
 14691,9240,4
 14692,8545,3
 14693,2191,5
 14694,4338,5
 14695,4112,3
 14696,1074,3
 14697,9480,5
 14698,4857,4
 14699,8481,5
 14700,4573,5
 14701,6348,4
 14702,3158,3
 14703,2999,2
 14704,5507,1
 14705,7750,5
 14706,4841,4
 14707,4347,4
 14708,6742,1
 14709,4717,2
 14710,9082,5
 14711,7628,1
 14712,6347,3
 14713,1605,5
 14714,3092,4
 14715,8047,3
 14716,8953,3
 14717,7273,5
 14718,1995,3
 14719,1844,5
 14720,4315,2
 14721,9761,2
 14722,7862,4
 14723,9026,2
 14724,8836,4
 14725,7707,1
 14726,2910,1
 14727,5831,1
 14728,3245,2
 14729,4848,5
 14730,3992,5
 14731,8304,1
 14732,6058,1
 14733,6896,4
 14734,7340,1
 14735,8191,2
 14736,8171,5
 14737,2806,1
 14738,6297,4
 14739,4653,5
 14740,7030,4
 14741,5025,3
 14742,9909,4
 14743,6476,5
 14744,3515,1
 14745,6109,1
 14746,4452,1
 14747,1552,5
 14748,2709,1
 14749,8685,4
 14750,9778,1
 14751,9926,1
 14752,4695,5
 14753,1846,3
 14754,6552,1
 14755,2069,5
 14756,3893,4
 14757,1147,4
 14758,3539,1
 14759,6048,3
 14760,8664,3
 14761,5247,1
 14762,5609,2
 14763,5438,5
 14764,5842,5
 14765,1552,3
 14766,7482,1
 14767,2924,3
 14768,4538,3
 14769,2398,4
 14770,4698,4
 14771,1922,2
 14772,2486,1
 14773,3688,1
 14774,9843,4
 14775,5920,2
 14776,2905,4
 14777,5869,5
 14778,1598,2
 14779,3361,2
 14780,4588,3
 14781,9415,3
 14782,3382,2
 14783,4811,3
 14784,4430,5
 14785,8333,4
 14786,9328,4
 14787,3112,4
 14788,3455,2
 14789,8103,3
 14790,1755,5
 14791,3524,2
 14792,6322,3
 14793,6157,2
 14794,9953,4
 14795,4645,2
 14796,4257,4
 14797,3124,4
 14798,3771,5
 14799,9046,2
 14800,7716,3
 14801,6802,2
 14802,1226,4
 14803,4506,1
 14804,3228,1
 14805,4723,5
 14806,8904,5
 14807,8164,2
 14808,5329,5
 14809,4464,5
 14810,5403,4
 14811,2278,2
 14812,4179,2
 14813,7029,4
 14814,1332,1
 14815,7337,5
 14816,6799,1
 14817,7923,2
 14818,6071,3
 14819,6376,1
 14820,3472,2
 14821,2658,3
 14822,3083,5
 14823,8564,2
 14824,8252,3
 14825,3772,2
 14826,2564,4
 14827,1482,4
 14828,1575,3
 14829,7226,5
 14830,5417,3
 14831,3657,2
 14832,8441,5
 14833,4322,5
 14834,2845,4
 14835,4948,5
 14836,3831,2
 14837,2900,5
 14838,3976,1
 14839,5620,3
 14840,3255,1
 14841,3613,3
 14842,3120,2
 14843,7213,1
 14844,7865,5
 14845,8328,1
 14846,2935,4
 14847,3594,2
 14848,3404,2
 14849,8085,2
 14850,4624,5
 14851,2993,2
 14852,6207,3
 14853,4959,2
 14854,3250,5
 14855,5587,3
 14856,7781,2
 14857,8195,3
 14858,6774,2
 14859,1636,4
 14860,3982,4
 14861,3295,2
 14862,7060,3
 14863,2026,3
 14864,8959,2
 14865,8188,3
 14866,3254,4
 14867,5483,4
 14868,3150,5
 14869,5970,4
 14870,7376,1
 14871,1792,4
 14872,3631,3
 14873,6210,1
 14874,7937,5
 14875,5183,2
 14876,5856,3
 14877,3789,2
 14878,7637,5
 14879,9472,3
 14880,3908,3
 14881,2600,1
 14882,9197,4
 14883,6294,2
 14884,9207,5
 14885,7684,2
 14886,4384,2
 14887,8335,1
 14888,2921,2
 14889,9876,3
 14890,5423,3
 14891,9499,1
 14892,7414,1
 14893,7075,1
 14894,5656,5
 14895,5088,1
 14896,3689,1
 14897,7729,1
 14898,4270,1
 14899,4200,4
 14900,1894,1
 14901,3483,4
 14902,1320,1
 14903,1409,4
 14904,4921,1
 14905,2019,2
 14906,6672,4
 14907,8877,5
 14908,9299,4
 14909,8235,1
 14910,1291,5
 14911,8987,5
 14912,2253,5
 14913,8890,5
 14914,4094,1
 14915,3952,4
 14916,3328,3
 14917,4448,4
 14918,6672,2
 14919,3427,1
 14920,3740,5
 14921,2478,5
 14922,6555,3
 14923,7329,2
 14924,8202,5
 14925,5325,1
 14926,6232,2
 14927,7736,5
 14928,3549,3
 14929,6640,4
 14930,8295,3
 14931,7401,4
 14932,9415,5
 14933,4560,5
 14934,5198,4
 14935,9541,5
 14936,6412,4
 14937,3937,1
 14938,4463,5
 14939,7420,2
 14940,3045,4
 14941,3163,5
 14942,1578,2
 14943,4675,4
 14944,3554,1
 14945,3435,5
 14946,4093,1
 14947,6815,5
 14948,2747,3
 14949,7461,3
 14950,2924,2
 14951,4819,5
 14952,3451,1
 14953,2490,5
 14954,2201,5
 14955,1425,5
 14956,4667,5
 14957,6030,1
 14958,5147,4
 14959,7626,5
 14960,2017,2
 14961,5958,4
 14962,6889,3
 14963,8980,4
 14964,6702,4
 14965,3474,1
 14966,4945,4
 14967,3203,2
 14968,8212,5
 14969,3701,4
 14970,9381,3
 14971,7742,3
 14972,1647,2
 14973,3516,5
 14974,6590,2
 14975,7563,2
 14976,9740,4
 14977,3963,1
 14978,9010,4
 14979,4717,4
 14980,2475,1
 14981,2626,1
 14982,5654,5
 14983,7045,1
 14984,1512,4
 14985,4047,2
 14986,4301,3
 14987,8303,1
 14988,6556,3
 14989,6121,1
 14990,5128,3
 14991,6094,2
 14992,9273,5
 14993,2831,1
 14994,8207,4
 14995,3366,1
 14996,3172,1
 14997,6742,4
 14998,4455,1
 14999,6482,4
 15000,3857,1
 15001,2942,4
 15002,4439,2
 15003,1463,2
 15004,2914,3
 15005,2115,3
 15006,7421,2
 15007,2954,2
 15008,3547,1
 15009,2861,4
 15010,3740,3
 15011,8471,5
 15012,6707,5
 15013,9789,3
 15014,5638,5
 15015,8546,5
 15016,2951,4
 15017,9495,5
 15018,1032,2
 15019,1709,1
 15020,3656,5
 15021,6290,3
 15022,6186,1
 15023,9219,5
 15024,5741,3
 15025,2182,2
 15026,1573,1
 15027,9151,3
 15028,1336,3
 15029,1844,4
 15030,7342,3
 15031,7970,1
 15032,8450,5
 15033,4403,5
 15034,7383,2
 15035,2137,4
 15036,1343,4
 15037,6602,1
 15038,2880,4
 15039,8145,3
 15040,8774,3
 15041,2916,5
 15042,4664,1
 15043,7742,1
 15044,2926,5
 15045,6054,5
 15046,8929,2
 15047,4687,3
 15048,5885,5
 15049,2253,5
 15050,9944,5
 15051,9741,3
 15052,5633,3
 15053,7943,3
 15054,1296,1
 15055,6276,5
 15056,4400,4
 15057,6403,5
 15058,8174,3
 15059,4636,4
 15060,2047,3
 15061,7306,3
 15062,7801,5
 15063,8352,5
 15064,7041,5
 15065,1395,2
 15066,1619,3
 15067,3573,4
 15068,6117,2
 15069,2353,5
 15070,3753,5
 15071,8664,2
 15072,8586,4
 15073,9747,3
 15074,7633,2
 15075,6183,3
 15076,8459,3
 15077,3897,5
 15078,5115,3
 15079,9604,1
 15080,8361,5
 15081,8940,4
 15082,4914,3
 15083,5907,4
 15084,7482,1
 15085,1135,3
 15086,5753,3
 15087,8899,2
 15088,5965,4
 15089,2872,3
 15090,4608,2
 15091,5457,2
 15092,3143,1
 15093,8667,1
 15094,3646,1
 15095,5301,4
 15096,3012,4
 15097,5155,4
 15098,2074,4
 15099,8597,2
 15100,1275,4
 15101,2750,1
 15102,3504,4
 15103,9203,3
 15104,3114,2
 15105,8797,4
 15106,6463,4
 15107,3142,5
 15108,1273,5
 15109,4466,1
 15110,9502,3
 15111,5785,5
 15112,4667,3
 15113,3727,3
 15114,8044,3
 15115,2727,3
 15116,8219,3
 15117,8054,3
 15118,6754,2
 15119,8540,5
 15120,2802,3
 15121,5168,4
 15122,4545,2
 15123,6986,3
 15124,9694,2
 15125,4390,5
 15126,4483,4
 15127,5286,4
 15128,4393,1
 15129,6084,3
 15130,2860,2
 15131,1387,2
 15132,9310,1
 15133,6807,1
 15134,7376,2
 15135,8558,5
 15136,8699,2
 15137,4307,1
 15138,8374,5
 15139,6679,4
 15140,8224,4
 15141,6971,1
 15142,9027,1
 15143,7695,2
 15144,1658,4
 15145,5201,4
 15146,6797,3
 15147,8818,2
 15148,1599,2
 15149,7676,2
 15150,4923,1
 15151,7231,1
 15152,7492,4
 15153,1075,3
 15154,7613,4
 15155,4155,2
 15156,6207,5
 15157,6871,3
 15158,9064,1
 15159,6347,1
 15160,2670,5
 15161,5200,1
 15162,9790,4
 15163,9063,2
 15164,4631,1
 15165,5511,5
 15166,4681,1
 15167,6760,1
 15168,5190,1
 15169,7117,1
 15170,3466,4
 15171,7164,3
 15172,6141,2
 15173,7737,2
 15174,4095,2
 15175,7058,5
 15176,9905,5
 15177,1475,4
 15178,2941,3
 15179,9905,5
 15180,4067,1
 15181,1368,2
 15182,8320,5
 15183,6732,1
 15184,9759,2
 15185,8849,1
 15186,6677,1
 15187,7031,2
 15188,7277,3
 15189,9529,3
 15190,8889,3
 15191,4476,3
 15192,7963,5
 15193,6582,5
 15194,2427,4
 15195,5970,1
 15196,6963,1
 15197,1987,2
 15198,2079,4
 15199,9327,1
 15200,1016,3
 15201,5396,5
 15202,7991,4
 15203,6935,5
 15204,5966,4
 15205,8364,5
 15206,3853,5
 15207,7138,3
 15208,8537,3
 15209,6461,4
 15210,4877,1
 15211,8499,2
 15212,3472,2
 15213,9183,1
 15214,3531,5
 15215,4528,5
 15216,9383,2
 15217,9040,3
 15218,4393,4
 15219,1990,2
 15220,3994,3
 15221,4998,2
 15222,4144,5
 15223,2453,2
 15224,9062,1
 15225,7023,3
 15226,2683,2
 15227,9172,5
 15228,1947,1
 15229,1698,1
 15230,5920,1
 15231,8268,5
 15232,2016,3
 15233,4414,3
 15234,3202,2
 15235,1843,5
 15236,7102,4
 15237,4547,3
 15238,4927,1
 15239,9353,3
 15240,6378,2
 15241,5413,4
 15242,3858,4
 15243,4123,3
 15244,9813,5
 15245,3516,4
 15246,1034,3
 15247,2245,5
 15248,9481,4
 15249,8622,4
 15250,6816,5
 15251,9179,3
 15252,7703,5
 15253,9900,1
 15254,9610,5
 15255,3322,2
 15256,8621,5
 15257,4095,4
 15258,5385,1
 15259,5154,5
 15260,6017,1
 15261,8241,3
 15262,2182,1
 15263,7739,4
 15264,9907,2
 15265,9658,2
 15266,9965,3
 15267,4061,4
 15268,8222,4
 15269,5904,2
 15270,1279,2
 15271,2445,2
 15272,5040,1
 15273,9761,5
 15274,3085,1
 15275,4575,4
 15276,3080,1
 15277,1002,1
 15278,6939,5
 15279,1137,3
 15280,6141,2
 15281,5245,1
 15282,7640,1
 15283,9133,2
 15284,7578,2
 15285,6727,3
 15286,2839,4
 15287,8401,3
 15288,4890,5
 15289,5145,3
 15290,3899,1
 15291,2463,1
 15292,8895,5
 15293,4736,2
 15294,3332,1
 15295,7264,3
 15296,7071,1
 15297,8778,2
 15298,2786,1
 15299,6660,5
 15300,8906,1
 15301,2058,2
 15302,2414,5
 15303,8376,3
 15304,4427,1
 15305,1777,2
 15306,6212,3
 15307,5227,5
 15308,6174,5
 15309,2486,5
 15310,7954,3
 15311,3046,4
 15312,3266,1
 15313,2264,5
 15314,1583,1
 15315,6606,4
 15316,7660,1
 15317,4578,5
 15318,7003,1
 15319,7114,2
 15320,9928,5
 15321,5827,4
 15322,9672,4
 15323,8970,1
 15324,7846,2
 15325,3616,2
 15326,2342,5
 15327,4126,1
 15328,6548,1
 15329,2880,2
 15330,7855,4
 15331,4786,1
 15332,2817,3
 15333,1031,3
 15334,8395,2
 15335,8104,1
 15336,1568,5
 15337,9198,1
 15338,4236,5
 15339,8786,4
 15340,3033,4
 15341,3488,3
 15342,8169,2
 15343,7132,2
 15344,4197,4
 15345,6045,2
 15346,2919,3
 15347,4484,4
 15348,8172,2
 15349,3865,3
 15350,7736,4
 15351,8075,5
 15352,7527,4
 15353,6826,5
 15354,8046,3
 15355,1947,4
 15356,8791,2
 15357,1934,3
 15358,4144,2
 15359,7219,3
 15360,2991,5
 15361,5362,3
 15362,1715,5
 15363,3509,1
 15364,5368,3
 15365,2196,3
 15366,6861,5
 15367,9748,3
 15368,3995,1
 15369,8602,1
 15370,6928,1
 15371,9094,1
 15372,7172,5
 15373,2996,4
 15374,5463,2
 15375,9327,3
 15376,7716,5
 15377,2906,5
 15378,1711,2
 15379,7210,5
 15380,2589,2
 15381,6171,3
 15382,9332,1
 15383,2385,3
 15384,3670,1
 15385,7619,4
 15386,5340,5
 15387,6520,1
 15388,4791,2
 15389,1581,1
 15390,8301,5
 15391,6337,5
 15392,8671,3
 15393,4471,2
 15394,1381,4
 15395,8630,1
 15396,8864,2
 15397,7723,3
 15398,2386,2
 15399,5366,1
 15400,7346,2
 15401,5079,5
 15402,1176,3
 15403,1655,2
 15404,2079,4
 15405,1015,4
 15406,9481,2
 15407,6997,5
 15408,8007,3
 15409,2109,4
 15410,7653,4
 15411,4327,2
 15412,2100,5
 15413,6241,4
 15414,6885,5
 15415,2209,5
 15416,4912,1
 15417,6894,1
 15418,8341,2
 15419,8582,3
 15420,8495,4
 15421,7566,5
 15422,8780,1
 15423,8779,3
 15424,6002,2
 15425,8345,3
 15426,1841,5
 15427,7928,3
 15428,6425,5
 15429,6214,1
 15430,8090,1
 15431,7252,1
 15432,9329,5
 15433,3753,4
 15434,6450,5
 15435,8819,5
 15436,8429,4
 15437,1200,1
 15438,1670,1
 15439,7266,4
 15440,2238,1
 15441,6159,4
 15442,6683,4
 15443,2461,4
 15444,2930,2
 15445,3676,1
 15446,2263,4
 15447,7979,1
 15448,5487,1
 15449,5392,2
 15450,9711,2
 15451,2567,1
 15452,1562,2
 15453,9091,4
 15454,6507,4
 15455,3957,5
 15456,6128,3
 15457,4534,5
 15458,1209,1
 15459,3838,3
 15460,5013,3
 15461,6956,5
 15462,6872,3
 15463,9421,5
 15464,4340,3
 15465,2839,5
 15466,6647,2
 15467,2374,5
 15468,8982,3
 15469,1005,3
 15470,8585,2
 15471,3554,2
 15472,9612,1
 15473,5268,4
 15474,4322,5
 15475,9301,3
 15476,2305,1
 15477,4969,5
 15478,3895,5
 15479,2564,5
 15480,6763,5
 15481,4294,4
 15482,6891,2
 15483,6822,3
 15484,2523,1
 15485,9240,2
 15486,9457,5
 15487,4102,2
 15488,4269,1
 15489,9349,5
 15490,1101,5
 15491,5156,5
 15492,9962,1
 15493,2557,5
 15494,6850,3
 15495,2494,1
 15496,2432,5
 15497,1889,3
 15498,9007,1
 15499,8702,4
 15500,8550,3
 15501,7182,3
 15502,7718,1
 15503,8598,2
 15504,1036,1
 15505,4893,5
 15506,5776,3
 15507,4915,2
 15508,8462,2
 15509,5693,1
 15510,8524,5
 15511,9909,5
 15512,3229,3
 15513,7397,2
 15514,8064,2
 15515,9676,3
 15516,1360,1
 15517,5500,3
 15518,4540,3
 15519,9957,4
 15520,3558,2
 15521,6769,4
 15522,2640,4
 15523,7555,1
 15524,5272,2
 15525,4465,1
 15526,3521,5
 15527,7596,1
 15528,4363,3
 15529,2001,3
 15530,4099,2
 15531,8755,5
 15532,6145,1
 15533,7889,4
 15534,2028,3
 15535,5858,1
 15536,3062,4
 15537,7794,2
 15538,4829,3
 15539,9083,3
 15540,8307,3
 15541,4242,2
 15542,9445,3
 15543,3339,4
 15544,8422,1
 15545,3023,1
 15546,5330,2
 15547,8555,4
 15548,7426,4
 15549,1029,1
 15550,3951,1
 15551,9440,4
 15552,2599,2
 15553,5200,3
 15554,6206,5
 15555,2963,1
 15556,4533,3
 15557,3337,5
 15558,8154,2
 15559,1908,3
 15560,9740,4
 15561,8384,5
 15562,1745,1
 15563,1645,3
 15564,9072,5
 15565,7868,1
 15566,1291,1
 15567,2452,4
 15568,8485,1
 15569,2397,5
 15570,7793,4
 15571,5310,2
 15572,1565,1
 15573,2344,5
 15574,7422,1
 15575,5925,1
 15576,3546,4
 15577,9672,5
 15578,5390,3
 15579,6334,3
 15580,6023,4
 15581,9451,2
 15582,3391,2
 15583,9141,1
 15584,6661,1
 15585,4359,1
 15586,2805,1
 15587,2847,4
 15588,1620,1
 15589,7868,2
 15590,7748,1
 15591,7501,3
 15592,5157,3
 15593,6545,5
 15594,9106,2
 15595,3878,3
 15596,1491,2
 15597,5599,2
 15598,4902,2
 15599,5954,3
 15600,6183,4
 15601,8909,2
 15602,4595,1
 15603,1925,4
 15604,7806,3
 15605,1036,5
 15606,8752,2
 15607,7852,4
 15608,8234,5
 15609,9357,5
 15610,9740,5
 15611,7923,5
 15612,4334,3
 15613,3390,2
 15614,5055,1
 15615,9566,3
 15616,9198,3
 15617,9788,2
 15618,7602,4
 15619,3770,3
 15620,8704,5
 15621,1384,3
 15622,3548,1
 15623,2519,2
 15624,1744,4
 15625,5195,1
 15626,1240,1
 15627,2968,2
 15628,9230,5
 15629,9992,2
 15630,8845,2
 15631,2461,5
 15632,7478,3
 15633,5847,4
 15634,9577,3
 15635,2325,4
 15636,7907,1
 15637,7361,2
 15638,7288,2
 15639,8442,1
 15640,6462,4
 15641,5240,4
 15642,3701,3
 15643,6103,4
 15644,5632,1
 15645,1727,1
 15646,5634,2
 15647,2507,1
 15648,8869,4
 15649,2475,5
 15650,8688,1
 15651,4345,5
 15652,6177,2
 15653,3328,1
 15654,6080,2
 15655,3905,5
 15656,5811,3
 15657,7319,4
 15658,4366,1
 15659,3668,2
 15660,5831,3
 15661,9716,1
 15662,1730,4
 15663,9345,3
 15664,6326,4
 15665,7444,2
 15666,9063,3
 15667,8429,3
 15668,9260,3
 15669,9498,3
 15670,4016,3
 15671,7617,5
 15672,3900,3
 15673,4631,2
 15674,1564,5
 15675,7550,4
 15676,8259,3
 15677,7928,5
 15678,5805,2
 15679,5661,2
 15680,9004,4
 15681,5954,1
 15682,6819,1
 15683,8484,5
 15684,2858,1
 15685,1911,3
 15686,6549,4
 15687,7286,5
 15688,4998,4
 15689,6668,4
 15690,2487,3
 15691,1214,5
 15692,4753,2
 15693,1989,2
 15694,2721,1
 15695,2584,1
 15696,9923,3
 15697,2175,1
 15698,1215,4
 15699,1317,3
 15700,2275,5
 15701,4657,2
 15702,8021,4
 15703,9833,2
 15704,9610,5
 15705,6212,5
 15706,6365,2
 15707,7296,1
 15708,5752,3
 15709,4343,3
 15710,1546,2
 15711,7917,2
 15712,3627,5
 15713,8705,2
 15714,9362,5
 15715,3635,5
 15716,2297,4
 15717,9954,1
 15718,7083,2
 15719,8128,3
 15720,7372,1
 15721,4052,2
 15722,4771,3
 15723,6426,1
 15724,9353,5
 15725,4274,2
 15726,5411,2
 15727,6326,1
 15728,5124,5
 15729,7641,3
 15730,3800,3
 15731,7335,1
 15732,8500,3
 15733,4407,1
 15734,9393,3
 15735,8267,4
 15736,9150,5
 15737,7781,2
 15738,7735,2
 15739,6073,2
 15740,5972,1
 15741,1347,3
 15742,1359,1
 15743,4735,2
 15744,8385,1
 15745,1104,2
 15746,5835,2
 15747,1141,2
 15748,1754,2
 15749,8379,4
 15750,3191,3
 15751,7632,1
 15752,6218,5
 15753,9768,4
 15754,9978,2
 15755,9852,2
 15756,6348,5
 15757,3276,1
 15758,2643,5
 15759,7328,4
 15760,4589,5
 15761,9481,2
 15762,5621,4
 15763,8461,2
 15764,5185,1
 15765,6075,1
 15766,2005,5
 15767,5968,2
 15768,7112,2
 15769,2393,4
 15770,8761,1
 15771,3408,2
 15772,7122,3
 15773,6661,2
 15774,3664,3
 15775,3042,5
 15776,8514,5
 15777,2821,4
 15778,6751,1
 15779,1197,4
 15780,2612,3
 15781,4698,2
 15782,6117,5
 15783,4041,2
 15784,3221,5
 15785,5385,4
 15786,1308,1
 15787,6713,1
 15788,6204,3
 15789,2706,5
 15790,4461,2
 15791,2909,3
 15792,1059,3
 15793,4968,2
 15794,4757,1
 15795,3383,2
 15796,1130,4
 15797,9417,2
 15798,8636,1
 15799,4738,2
 15800,7739,5
 15801,3614,5
 15802,3045,3
 15803,8017,4
 15804,9002,3
 15805,7369,1
 15806,2190,1
 15807,9324,4
 15808,3832,2
 15809,3679,5
 15810,9028,1
 15811,5401,3
 15812,7057,4
 15813,7121,1
 15814,5811,1
 15815,9324,5
 15816,8405,1
 15817,1505,1
 15818,2915,3
 15819,3704,3
 15820,5293,3
 15821,4621,2
 15822,3286,5
 15823,6609,3
 15824,2517,5
 15825,9906,1
 15826,7085,5
 15827,9516,5
 15828,6776,1
 15829,7556,5
 15830,1413,5
 15831,2323,1
 15832,3087,5
 15833,5739,1
 15834,6439,2
 15835,7078,4
 15836,5337,3
 15837,2390,5
 15838,7983,5
 15839,1048,3
 15840,2369,4
 15841,4835,1
 15842,8797,4
 15843,4123,5
 15844,2703,3
 15845,6862,5
 15846,3753,2
 15847,8036,1
 15848,1800,1
 15849,1896,2
 15850,7433,5
 15851,2262,1
 15852,6880,2
 15853,6265,3
 15854,3560,1
 15855,1336,5
 15856,3773,4
 15857,3013,2
 15858,8501,1
 15859,6517,5
 15860,8164,2
 15861,7354,3
 15862,2795,5
 15863,9119,1
 15864,6571,3
 15865,1686,1
 15866,1498,5
 15867,7177,5
 15868,6962,4
 15869,2220,1
 15870,9019,2
 15871,6580,1
 15872,2650,5
 15873,9416,1
 15874,6308,3
 15875,4972,4
 15876,8029,1
 15877,5809,2
 15878,9045,1
 15879,8797,4
 15880,4620,5
 15881,1882,4
 15882,6081,1
 15883,7016,2
 15884,1827,5
 15885,2484,3
 15886,8394,5
 15887,2798,3
 15888,4141,3
 15889,2648,2
 15890,9638,4
 15891,5777,1
 15892,3594,2
 15893,8101,3
 15894,1926,2
 15895,3616,5
 15896,9645,1
 15897,1303,5
 15898,3238,1
 15899,8314,5
 15900,5096,2
 15901,1617,1
 15902,3216,1
 15903,2318,2
 15904,2195,1
 15905,1811,2
 15906,2237,5
 15907,2667,3
 15908,2691,2
 15909,4154,2
 15910,9979,5
 15911,8234,4
 15912,2401,3
 15913,3239,2
 15914,3731,4
 15915,7131,2
 15916,5514,3
 15917,1928,1
 15918,3874,3
 15919,3562,3
 15920,9797,2
 15921,2362,4
 15922,4380,5
 15923,8574,3
 15924,4353,4
 15925,4281,1
 15926,1610,4
 15927,8232,1
 15928,5927,2
 15929,5141,5
 15930,7067,5
 15931,8762,3
 15932,3034,1
 15933,2403,1
 15934,1359,2
 15935,8666,3
 15936,7875,1
 15937,2968,4
 15938,5832,1
 15939,5455,1
 15940,4569,1
 15941,2685,4
 15942,7359,2
 15943,2969,3
 15944,3551,2
 15945,9880,5
 15946,5350,1
 15947,8289,4
 15948,1355,2
 15949,5808,1
 15950,3906,1
 15951,2589,4
 15952,8627,3
 15953,7817,3
 15954,8193,1
 15955,5038,2
 15956,8954,3
 15957,3705,5
 15958,1025,4
 15959,9584,2
 15960,8177,4
 15961,2459,3
 15962,6838,4
 15963,4847,2
 15964,9396,3
 15965,1150,3
 15966,1242,2
 15967,9425,2
 15968,3737,5
 15969,9163,3
 15970,7382,5
 15971,5808,5
 15972,2319,2
 15973,2654,5
 15974,7028,2
 15975,2653,4
 15976,2413,1
 15977,9536,5
 15978,6488,1
 15979,9237,4
 15980,6524,3
 15981,3252,1
 15982,6888,4
 15983,4312,2
 15984,6967,3
 15985,5679,3
 15986,7937,3
 15987,2529,4
 15988,4884,2
 15989,1215,4
 15990,2163,5
 15991,7030,5
 15992,1233,5
 15993,6840,1
 15994,5234,4
 15995,6855,3
 15996,8285,3
 15997,1247,5
 15998,4226,3
 15999,2319,2
 16000,2716,1
 16001,4037,5
 16002,1587,5
 16003,5248,5
 16004,9840,4
 16005,5169,1
 16006,8138,4
 16007,2241,2
 16008,1165,5
 16009,9604,1
 16010,6942,5
 16011,2852,5
 16012,5719,3
 16013,5446,3
 16014,2891,1
 16015,8317,2
 16016,1305,3
 16017,2092,2
 16018,4438,4
 16019,5198,5
 16020,4251,3
 16021,1196,1
 16022,7973,2
 16023,5661,2
 16024,3384,4
 16025,4104,2
 16026,4983,1
 16027,2613,2
 16028,1062,3
 16029,4345,3
 16030,4563,4
 16031,4629,2
 16032,3160,4
 16033,8856,3
 16034,7833,4
 16035,4618,3
 16036,9670,3
 16037,8667,1
 16038,8735,4
 16039,9711,5
 16040,9114,1
 16041,2838,2
 16042,1203,5
 16043,9486,1
 16044,1366,3
 16045,4303,2
 16046,1214,5
 16047,8695,1
 16048,5320,2
 16049,3032,4
 16050,4605,2
 16051,7548,2
 16052,9171,1
 16053,4198,4
 16054,8473,2
 16055,3229,5
 16056,5968,2
 16057,2108,2
 16058,6771,5
 16059,5909,5
 16060,3541,4
 16061,9524,3
 16062,6322,3
 16063,2998,1
 16064,7454,4
 16065,7444,3
 16066,6557,5
 16067,6203,1
 16068,5784,2
 16069,8737,1
 16070,3411,4
 16071,2542,1
 16072,3716,2
 16073,6834,1
 16074,8382,3
 16075,1566,2
 16076,9615,2
 16077,5028,2
 16078,8494,5
 16079,8429,3
 16080,4109,5
 16081,6747,1
 16082,2622,3
 16083,9252,3
 16084,7638,3
 16085,4894,2
 16086,1532,2
 16087,1828,5
 16088,7757,2
 16089,9825,4
 16090,3642,1
 16091,3066,2
 16092,1883,5
 16093,1895,3
 16094,9813,4
 16095,6375,4
 16096,8709,4
 16097,5178,5
 16098,8840,1
 16099,8168,3
 16100,9975,5
 16101,2762,2
 16102,2986,3
 16103,5026,3
 16104,8536,1
 16105,2607,3
 16106,2851,3
 16107,2294,3
 16108,3415,3
 16109,9922,3
 16110,9970,3
 16111,6528,1
 16112,1289,5
 16113,8984,2
 16114,1442,4
 16115,2186,4
 16116,8849,2
 16117,9240,3
 16118,5383,1
 16119,9768,4
 16120,9167,4
 16121,9359,1
 16122,5330,4
 16123,6416,2
 16124,9706,1
 16125,8390,2
 16126,9295,4
 16127,6179,4
 16128,7509,5
 16129,7262,5
 16130,3116,4
 16131,9515,5
 16132,1197,5
 16133,6749,3
 16134,7140,1
 16135,4519,3
 16136,5181,1
 16137,3028,2
 16138,7616,4
 16139,7894,2
 16140,5287,2
 16141,2327,3
 16142,7473,2
 16143,8143,1
 16144,6770,4
 16145,1505,2
 16146,2787,2
 16147,2367,2
 16148,9585,5
 16149,5943,1
 16150,7772,1
 16151,7060,1
 16152,8527,5
 16153,1157,3
 16154,8515,3
 16155,7842,1
 16156,3503,1
 16157,5748,4
 16158,1476,3
 16159,4549,5
 16160,5307,1
 16161,1115,5
 16162,5408,3
 16163,5638,1
 16164,9057,1
 16165,3225,1
 16166,7260,2
 16167,9317,3
 16168,4677,2
 16169,9991,3
 16170,9029,3
 16171,5773,3
 16172,8299,3
 16173,1572,3
 16174,1687,2
 16175,5161,5
 16176,3057,3
 16177,8713,3
 16178,8016,2
 16179,9296,1
 16180,3031,4
 16181,3319,3
 16182,3990,5
 16183,5495,5
 16184,9207,5
 16185,2974,5
 16186,7597,5
 16187,5474,3
 16188,2372,5
 16189,8886,2
 16190,7657,1
 16191,4095,3
 16192,4628,2
 16193,4011,3
 16194,3582,3
 16195,8256,4
 16196,7698,1
 16197,3202,4
 16198,6523,2
 16199,8274,5
 16200,2049,5
 16201,1866,5
 16202,3520,5
 16203,2945,4
 16204,9265,3
 16205,5220,1
 16206,4707,3
 16207,3080,1
 16208,7204,3
 16209,8217,4
