NUMERO,INDIVIDUAL,DURACION,MENAJE
7023,0,140,1
7024,1,58,1
7025,0,48,0
7026,0,115,1
7027,0,135,0
7028,0,92,1
7029,1,165,0
7030,0,145,1
7031,0,95,1
7032,0,105,0
7033,1,73,1
7034,0,24,1
7035,0,68,1
7036,1,63,0
7037,1,117,1
7038,0,125,0
7039,1,99,0
7040,0,148,0
7041,1,93,1
7042,1,180,1
7043,1,21,1
7044,1,143,0
7045,1,19,1
7046,0,174,0
7047,1,147,0
7048,0,5,0
7049,0,168,1
7050,1,144,1
7051,0,41,0
7052,0,64,0
7053,1,11,0
7054,1,53,1
7055,1,140,0
7056,0,3,1
7057,1,140,1
7058,0,22,0
7059,0,13,0
7060,1,175,1
7061,1,46,1
7062,1,56,1
7063,0,82,1
7064,0,69,1
7065,0,131,1
7066,0,78,0
7067,1,41,0
7068,0,31,1
7069,0,99,0
7070,1,149,0
7071,0,99,1
7072,0,48,1
7073,1,162,1
7074,0,131,0
7075,1,136,0
7076,0,134,0
7077,0,38,0
7078,0,30,1
7079,0,116,1
7080,0,5,1
7081,0,167,1
7082,0,68,1
7083,1,165,0
7084,0,151,0
7085,1,39,0
7086,0,32,0
7087,1,47,0
7088,1,37,0
7089,1,29,0
7090,0,31,0
7091,0,146,0
7092,0,7,1
7093,0,46,1
7094,1,113,1
7095,0,28,0
7096,1,32,1
7097,1,20,1
7098,1,86,1
7099,1,178,1
7100,0,164,1
7101,1,147,0
7102,0,137,0
7103,1,25,1
7104,0,94,0
7105,1,177,0
7106,1,4,0
7107,0,86,1
7108,0,64,1
7109,1,31,0
7110,0,59,1
7111,0,88,0
7112,0,169,0
7113,1,47,0
7114,1,17,0
7115,1,94,0
7116,0,1,1
7117,0,2,0
7118,1,127,0
7119,0,124,1
7120,1,104,1
7121,0,157,0
7122,1,12,1
7123,1,73,1
7124,0,38,0
7125,0,90,1
7126,0,160,1
7127,0,20,1
7128,0,139,1
7129,1,157,0
7130,0,111,1
7131,0,54,0
7132,0,147,1
7133,0,68,1
7134,0,24,0
7135,1,156,1
7136,1,24,1
7137,0,176,0
7138,0,95,0
7139,0,41,1
7140,1,177,1
7141,1,159,0
7142,0,58,0
7143,1,102,1
7144,0,87,1
7145,1,41,1
7146,1,150,0
7147,0,11,1
7148,1,162,0
7149,0,77,1
7150,0,107,1
7151,1,94,0
7152,1,113,1
7153,0,70,0
7154,0,102,0
7155,0,156,0
7156,1,84,0
7157,0,127,1
7158,0,178,0
7159,0,56,1
7160,0,63,0
7161,0,58,1
7162,1,108,1
7163,1,59,1
7164,0,91,1
7165,0,55,0
7166,0,127,0
7167,1,140,0
7168,1,121,1
7169,0,137,1
7170,0,175,1
7171,1,31,0
7172,1,72,0
7173,1,165,1
7174,1,79,0
7175,1,152,0
7176,1,160,1
7177,0,121,0
7178,1,85,1
7179,0,16,1
7180,1,102,1
7181,1,42,1
7182,1,155,1
7183,0,148,1
7184,0,149,1
7185,0,30,0
7186,1,144,1
7187,0,144,0
7188,1,118,1
7189,1,156,0
7190,0,56,1
7191,1,170,0
7192,0,15,0
7193,1,55,1
7194,1,59,1
7195,0,72,0
7196,1,140,0
7197,1,88,0
7198,1,44,0
7199,1,41,0
7200,1,139,1
7201,0,20,1
7202,1,47,1
7203,0,33,0
7204,1,146,0
7205,1,65,0
7206,0,57,0
7207,0,94,1
7208,0,15,0
7209,1,80,1
7210,1,30,0
7211,1,171,0
7212,0,51,1
7213,1,146,0
7214,1,119,1
7215,0,44,1
7216,0,131,0
7217,0,35,0
7218,1,31,1
7219,1,98,0
7220,0,7,0
7221,1,63,0
7222,0,36,0
7223,0,165,1
7224,1,107,0
7225,0,24,0
7226,1,23,0
7227,1,120,1
7228,1,92,1
7229,1,6,0
7230,1,5,1
7231,0,173,0
7232,1,25,1
7233,1,74,1
7234,0,83,1
7235,1,152,1
7236,1,70,1
7237,1,109,0
7238,0,76,0
7239,1,81,1
7240,0,164,0
7241,1,38,0
7242,1,97,0
7243,1,107,0
7244,0,72,1
7245,1,96,1
7246,1,96,0
7247,1,77,1
7248,0,52,0
7249,1,154,0
7250,0,65,0
7251,1,74,0
7252,1,76,0
7253,1,148,1
7254,0,9,1
7255,0,142,0
7256,0,176,0
7257,1,82,0
7258,0,144,0
7259,1,130,1
7260,1,105,1
7261,1,85,0
7262,1,64,0
7263,0,63,0
7264,0,150,0
7265,0,128,1
7266,0,9,0
7267,1,95,1
7268,0,116,1
7269,1,105,1
7270,0,131,0
7271,1,15,1
7272,1,106,0
7273,0,72,0
7274,0,15,1
7275,0,173,0
7276,0,45,1
7277,1,110,0
7278,0,143,0
7279,1,125,1
7280,0,119,1
7281,0,179,0
7282,1,167,1
7283,0,149,1
7284,1,153,0
7285,1,45,0
7286,0,50,1
7287,0,160,0
7288,0,129,1
7289,0,178,0
7290,1,51,0
7291,0,101,1
7292,1,74,0
7293,0,42,0
7294,0,136,0
7295,1,97,0
7296,1,166,1
7297,0,59,1
7298,1,55,1
7299,0,30,0
7300,1,15,0
7301,1,45,0
7302,0,68,1
7303,1,180,0
7304,1,44,0
7305,0,98,0
7306,0,159,0
7307,1,38,1
7308,0,133,0
7309,0,108,0
7310,0,5,0
7311,1,52,0
7312,0,88,0
7313,1,67,1
7314,0,74,0
7315,0,123,1
7316,1,13,1
7317,0,125,0
7318,0,60,0
7319,0,84,1
7320,0,19,1
7321,1,76,1
7322,0,93,0
7323,0,97,0
7324,1,22,1
7325,1,100,0
7326,1,45,1
7327,0,37,0
7328,1,42,0
7329,1,82,1
7330,1,6,0
7331,0,66,0
7332,0,50,1
7333,0,44,0
7334,1,104,0
7335,1,76,1
7336,0,116,1
7337,0,12,1
7338,1,23,0
7339,0,9,0
7340,0,167,1
7341,1,130,0
7342,1,48,0
7343,0,143,1
7344,0,138,1
7345,1,124,0
7346,0,64,0
7347,0,40,0
7348,0,90,1
7349,0,145,0
7350,0,121,0
7351,0,136,1
7352,1,51,1
7353,0,44,0
7354,0,167,0
7355,0,57,1
7356,1,157,1
7357,0,44,0
7358,0,131,0
7359,1,71,1
7360,0,166,0
7361,1,1,0
7362,0,107,0
7363,1,79,1
7364,0,165,1
7365,0,48,1
7366,0,50,1
7367,1,81,1
7368,0,158,1
7369,1,100,0
7370,0,23,1
7371,1,95,0
7372,0,97,1
7373,1,80,0
7374,0,45,0
7375,1,75,1
7376,1,82,0
7377,1,71,1
7378,0,110,1
7379,1,19,1
7380,0,127,0
7381,0,9,0
7382,1,151,0
7383,1,123,1
7384,1,170,0
7385,0,55,0
7386,0,131,0
7387,0,150,1
7388,0,81,0
7389,1,141,1
7390,0,170,1
7391,1,154,0
7392,0,162,0
7393,0,82,1
7394,0,94,0
7395,1,123,0
7396,1,115,1
7397,0,104,0
7398,0,140,1
7399,1,13,1
7400,1,4,1
7401,1,138,1
7402,1,166,1
7403,0,59,0
7404,0,60,0
7405,1,98,0
7406,0,114,1
7407,1,74,0
7408,1,166,0
7409,1,85,0
7410,0,27,1
7411,1,56,1
7412,0,40,0
7413,0,32,1
7414,1,161,0
7415,1,55,0
7416,1,13,1
7417,0,152,1
7418,0,43,1
7419,1,107,1
7420,0,120,0
7421,1,116,0
7422,1,61,0
7423,0,114,0
7424,1,21,1
7425,1,16,0
7426,0,106,1
7427,0,30,0
7428,0,128,0
7429,0,111,1
7430,0,69,1
7431,0,115,1
7432,0,1,0
7433,0,16,1
7434,0,6,1
7435,0,71,1
7436,1,50,1
7437,0,163,1
7438,1,58,1
7439,0,113,1
7440,0,105,0
7441,1,7,0
7442,0,28,0
7443,1,43,1
7444,0,31,1
7445,1,169,1
7446,0,155,1
7447,1,154,1
7448,1,28,0
7449,0,85,1
7450,1,36,1
7451,0,159,0
7452,1,20,0
7453,0,100,0
7454,1,144,0
7455,0,108,1
7456,0,102,1
7457,0,93,1
7458,0,93,1
7459,0,75,1
7460,1,18,1
7461,0,72,0
7462,1,33,1
7463,0,118,0
7464,0,44,1
7465,0,76,1
7466,1,174,0
7467,0,102,1
7468,1,137,1
7469,0,56,0
7470,1,50,1
7471,1,163,1
7472,0,100,0
7473,1,145,0
7474,0,72,1
7475,1,34,1
7476,1,156,1
7477,0,49,1
7478,1,149,1
7479,1,80,0
7480,1,148,1
7481,1,166,0
7482,1,55,0
7483,0,33,0
7484,0,159,0
7485,1,170,1
7486,1,139,1
7487,0,1,0
7488,0,159,1
7489,0,91,1
7490,1,111,0
7491,1,73,0
7492,0,33,1
7493,1,22,0
7494,1,152,1
7495,0,39,0
7496,0,48,1
7497,0,84,0
7498,0,143,1
7499,0,106,0
7500,1,48,0
7501,0,10,0
7502,1,132,1
7503,1,150,1
7504,0,96,0
7505,1,42,1
7506,0,12,0
7507,0,33,1
7508,0,25,0
7509,0,165,1
7510,0,17,0
7511,0,143,0
7512,1,37,0
7513,1,143,1
7514,0,175,0
7515,0,53,0
7516,1,64,0
7517,0,71,0
7518,1,118,0
7519,1,62,1
7520,1,29,0
7521,1,36,1
7522,0,178,1
7523,1,139,1
7524,1,129,0
7525,0,166,0
7526,1,138,1
7527,0,147,0
7528,1,178,0
7529,1,11,1
7530,0,139,1
7531,0,60,0
7532,1,58,1
7533,0,96,1
7534,1,92,0
7535,0,120,1
7536,0,117,0
7537,0,56,1
7538,1,119,0
7539,0,106,1
7540,1,2,1
7541,1,35,0
7542,1,178,0
7543,0,133,1
7544,0,150,0
7545,0,50,0
7546,0,105,1
7547,1,117,1
7548,1,149,1
7549,0,79,0
7550,1,63,0
7551,1,43,1
7552,0,170,1
7553,0,110,0
7554,0,129,1
7555,1,61,1
7556,1,161,1
7557,0,121,1
7558,0,35,1
7559,0,168,1
7560,1,27,1
7561,0,25,0
7562,0,1,1
7563,0,167,0
7564,0,20,1
7565,0,133,0
7566,0,118,0
7567,1,16,1
7568,0,141,1
7569,0,3,0
7570,0,175,0
7571,0,84,1
7572,1,35,1
7573,0,84,1
7574,1,112,1
7575,1,80,0
7576,1,124,0
7577,0,22,0
7578,0,111,1
7579,1,17,1
7580,1,67,1
7581,0,6,0
7582,0,21,0
7583,1,34,1
7584,0,47,1
7585,1,159,1
7586,1,110,1
7587,0,13,0
7588,0,8,1
7589,1,165,1
7590,0,104,1
7591,1,62,0
7592,1,166,0
7593,0,180,0
7594,0,151,1
7595,0,29,1
7596,0,113,1
7597,0,27,0
7598,1,43,1
7599,0,166,1
7600,1,118,0
7601,1,33,1
7602,0,136,1
7603,0,112,0
7604,0,116,0
7605,0,16,0
7606,1,55,1
7607,0,140,1
7608,1,84,0
7609,0,177,0
7610,1,159,0
7611,0,118,1
7612,1,173,0
7613,1,164,1
7614,1,141,1
7615,1,174,0
7616,1,41,1
7617,0,64,0
7618,0,8,1
7619,1,102,0
7620,0,115,0
7621,1,106,1
7622,0,168,0
7623,1,1,0
7624,0,15,0
7625,1,75,1
7626,0,160,0
7627,1,166,0
7628,0,94,1
7629,0,100,1
7630,0,39,1
7631,1,20,0
7632,0,153,1
7633,1,34,1
7634,1,98,1
7635,1,94,0
7636,1,97,1
7637,1,159,0
7638,1,125,1
7639,1,114,0
7640,0,1,0
7641,1,51,0
7642,1,177,0
7643,0,74,1
7644,0,116,1
7645,1,35,1
7646,0,45,1
7647,0,111,1
7648,0,135,0
7649,0,79,1
7650,0,42,0
7651,0,76,1
7652,1,82,1
7653,0,27,1
7654,0,42,1
7655,0,31,0
7656,1,57,1
7657,0,170,0
7658,1,18,0
7659,1,3,0
7660,1,124,0
7661,0,156,1
7662,1,164,1
7663,0,14,0
7664,1,134,1
7665,0,123,0
7666,1,103,0
7667,0,11,0
7668,0,35,1
7669,1,137,1
7670,1,141,1
7671,0,75,1
7672,1,117,1
7673,1,25,0
7674,1,124,1
7675,1,68,1
7676,1,151,1
7677,0,169,1
7678,1,106,1
7679,0,128,0
7680,0,178,0
7681,1,13,1
7682,1,32,1
7683,0,70,0
7684,1,70,1
7685,0,99,1
7686,0,121,1
7687,0,119,0
7688,0,18,0
7689,1,26,1
7690,0,134,1
7691,0,32,0
7692,1,16,0
7693,1,178,0
7694,0,165,1
7695,0,31,0
7696,0,88,1
7697,0,20,0
7698,0,72,0
7699,0,46,0
7700,0,52,0
7701,0,166,0
7702,0,7,1
7703,0,76,0
7704,0,16,1
7705,1,126,0
7706,0,148,1
7707,1,46,0
7708,0,46,1
7709,0,69,0
7710,1,115,1
7711,0,144,1
7712,0,81,0
7713,0,9,0
7714,0,109,1
7715,0,29,0
7716,1,164,0
7717,1,55,1
7718,0,120,0
7719,0,57,0
7720,0,12,0
7721,1,170,1
7722,0,27,1
7723,0,19,0
7724,0,95,0
7725,1,83,1
7726,0,180,1
7727,1,63,0
7728,1,149,1
7729,0,116,1
7730,1,35,1
7731,1,86,1
7732,1,150,1
7733,1,75,0
7734,0,174,1
7735,0,135,1
7736,1,61,1
7737,0,46,1
7738,0,31,0
7739,0,127,0
7740,0,12,0
7741,0,140,1
7742,1,33,1
7743,1,117,0
7744,1,124,0
7745,0,152,1
7746,0,163,1
7747,1,12,1
7748,0,28,1
7749,1,8,1
7750,0,51,1
7751,0,97,0
7752,0,100,1
7753,1,61,1
7754,1,176,1
7755,1,162,1
7756,1,146,0
7757,1,166,0
7758,0,150,0
7759,0,60,1
7760,0,31,1
7761,0,172,1
7762,0,127,1
7763,0,117,1
7764,1,44,1
7765,1,49,0
7766,0,55,1
7767,0,73,0
7768,0,29,1
7769,0,5,0
7770,0,130,1
7771,0,156,0
7772,1,97,1
7773,0,162,0
7774,1,168,1
7775,0,45,1
7776,0,171,0
7777,0,20,1
7778,1,136,1
7779,1,166,1
7780,1,89,0
7781,1,14,1
7782,0,159,0
7783,0,82,0
7784,0,94,0
7785,0,57,1
7786,0,102,1
7787,1,40,0
7788,0,46,1
7789,1,68,1
7790,1,42,0
7791,1,104,1
7792,0,176,1
7793,1,115,0
7794,1,45,1
7795,1,56,0
7796,0,123,1
7797,1,30,1
7798,0,103,1
7799,1,145,0
7800,1,98,0
7801,0,39,0
7802,1,174,0
7803,1,104,0
7804,0,159,0
7805,0,155,1
7806,1,180,1
7807,0,33,1
7808,0,14,1
7809,1,150,0
7810,1,12,0
7811,0,166,0
7812,1,165,0
7813,0,155,1
7814,1,84,1
7815,0,102,0
7816,0,174,0
7817,0,16,1
7818,1,116,1
7819,1,57,0
7820,1,159,1
7821,0,63,0
7822,1,34,0
7823,0,43,1
7824,0,98,0
7825,1,46,1
7826,0,24,0
7827,0,25,1
7828,0,101,0
7829,0,50,0
7830,1,101,0
7831,0,132,0
7832,1,138,0
7833,1,5,1
7834,1,143,0
7835,1,3,0
7836,1,49,0
7837,0,119,0
7838,1,93,0
7839,0,103,1
7840,0,78,0
7841,0,64,1
7842,0,28,1
7843,0,173,1
7844,0,136,0
7845,0,26,1
7846,0,152,1
7847,0,141,1
7848,1,91,1
7849,1,58,1
7850,0,32,0
7851,0,62,1
7852,0,90,1
7853,1,164,1
7854,1,89,0
7855,1,91,1
7856,1,93,1
7857,1,132,0
7858,0,80,1
7859,1,169,0
7860,1,95,1
7861,1,121,1
7862,1,59,1
7863,0,82,1
7864,1,131,1
7865,0,94,0
7866,0,71,1
7867,0,71,0
7868,1,73,0
7869,1,50,1
7870,0,161,0
7871,1,172,0
7872,1,58,0
7873,1,104,1
7874,0,18,0
7875,1,27,1
7876,0,143,0
7877,0,176,0
7878,1,66,0
7879,1,30,0
7880,0,110,1
7881,0,15,1
7882,0,28,1
7883,1,140,0
7884,0,114,1
7885,1,9,0
7886,0,38,1
7887,1,61,1
7888,1,160,0
7889,1,59,0
7890,1,14,1
7891,1,61,0
7892,1,149,1
7893,1,146,0
7894,0,163,0
7895,1,102,1
7896,1,114,0
7897,0,4,1
7898,0,7,1
7899,0,175,1
7900,1,131,0
7901,0,161,0
7902,1,82,0
7903,1,109,0
7904,1,165,1
7905,1,121,0
7906,1,35,0
7907,1,92,0
7908,1,13,1
7909,1,98,1
7910,1,132,0
7911,0,103,0
7912,1,64,0
7913,0,45,1
7914,1,118,1
7915,1,21,1
7916,0,33,1
7917,0,57,0
7918,1,121,1
7919,0,109,1
7920,0,151,0
7921,0,24,0
7922,0,7,0
7923,0,149,1
7924,1,79,1
7925,0,171,0
7926,1,6,0
7927,0,164,1
7928,0,97,0
7929,0,15,0
7930,0,87,1
7931,0,46,0
7932,0,152,0
7933,0,156,1
7934,1,54,0
7935,1,125,1
7936,0,10,1
7937,1,66,1
7938,0,112,1
7939,1,6,0
7940,1,81,1
7941,0,155,1
7942,0,163,0
7943,1,102,1
7944,1,139,0
7945,1,131,1
7946,0,21,1
7947,0,29,1
7948,0,24,0
7949,1,110,0
7950,1,95,1
7951,1,157,0
7952,1,66,1
7953,0,70,1
7954,0,154,1
7955,1,30,1
7956,1,124,1
7957,0,80,1
7958,0,179,1
7959,0,22,0
7960,0,43,1
7961,1,69,0
7962,0,111,0
7963,1,146,1
7964,0,10,0
7965,0,173,0
7966,0,155,0
7967,0,122,0
7968,0,83,1
7969,1,6,1
7970,1,155,1
7971,0,18,1
7972,1,19,0
7973,0,67,1
7974,1,143,0
7975,1,135,0
7976,1,104,1
7977,0,22,0
7978,0,159,1
7979,0,6,0
7980,0,56,1
7981,1,174,1
7982,1,115,0
7983,0,56,0
7984,1,123,1
7985,1,114,0
7986,1,152,1
7987,1,105,0
7988,1,138,0
7989,0,94,1
7990,1,79,1
7991,0,151,1
7992,1,132,0
7993,1,21,1
7994,1,117,0
7995,1,43,0
7996,1,151,0
7997,1,42,1
7998,0,172,1
7999,1,112,1
8000,1,82,0
8001,0,134,1
8002,1,84,0
8003,0,27,1
8004,0,5,1
8005,1,180,1
8006,1,155,0
8007,0,166,1
8008,1,21,0
8009,0,170,0
8010,0,41,1
8011,0,21,0
8012,1,79,0
8013,1,9,1
8014,0,28,0
8015,1,52,1
8016,1,135,1
8017,0,135,0
8018,1,133,0
8019,0,170,0
8020,1,14,0
8021,1,57,1
8022,0,57,0
8023,0,12,1
8024,1,133,0
8025,1,41,1
8026,1,26,0
8027,0,68,0
8028,1,76,0
8029,0,138,0
8030,0,107,0
8031,0,73,0
8032,0,130,0
8033,1,165,1
8034,0,109,0
8035,0,27,1
8036,1,67,0
8037,0,80,1
8038,1,69,0
8039,1,153,1
8040,1,137,0
8041,1,85,0
8042,1,6,0
8043,1,96,0
8044,0,71,1
8045,0,150,0
8046,0,104,1
8047,1,73,1
8048,1,23,0
8049,1,144,1
8050,0,20,1
8051,0,94,0
8052,1,178,0
8053,1,52,0
8054,1,36,0
8055,1,142,1
8056,1,150,0
8057,1,120,0
8058,0,106,0
8059,1,67,0
8060,1,66,1
8061,1,57,0
8062,0,169,0
8063,0,122,0
8064,0,112,0
8065,0,68,1
8066,0,127,0
8067,0,162,0
8068,0,90,0
8069,0,177,0
8070,1,1,1
8071,0,113,0
8072,1,19,0
8073,0,73,1
8074,0,179,0
8075,1,147,1
8076,0,68,1
8077,0,10,1
8078,1,69,1
8079,0,53,0
8080,0,91,0
8081,0,60,0
8082,0,167,0
8083,0,138,0
8084,1,162,0
8085,0,162,0
8086,0,54,1
8087,0,13,0
8088,0,104,0
8089,0,119,1
8090,1,73,1
8091,1,68,1
8092,0,133,1
8093,1,30,0
8094,0,128,0
8095,0,93,1
8096,1,68,1
8097,0,67,1
8098,0,125,1
8099,1,4,0
8100,1,22,1
8101,0,119,1
8102,0,139,1
8103,0,73,1
8104,1,7,0
8105,1,99,0
8106,1,29,1
8107,0,80,1
8108,1,62,0
8109,0,4,1
8110,0,54,0
8111,1,79,1
8112,1,27,1
8113,0,62,0
8114,0,177,1
8115,1,25,1
8116,0,158,1
8117,0,113,1
8118,0,104,0
8119,0,37,0
8120,1,132,1
8121,0,117,1
8122,0,35,1
8123,0,124,0
8124,0,127,1
8125,0,60,0
8126,1,102,0
8127,0,58,0
8128,1,50,0
8129,1,92,0
8130,1,172,1
8131,0,2,0
8132,1,162,1
8133,1,146,0
8134,0,139,0
8135,0,167,0
8136,1,162,1
8137,0,148,1
8138,0,177,1
8139,0,52,0
8140,1,74,0
8141,0,159,0
8142,1,52,1
8143,1,162,1
8144,0,81,1
8145,0,58,0
8146,1,4,1
8147,1,7,0
8148,1,43,1
8149,1,137,1
8150,1,47,0
8151,0,49,1
8152,1,176,1
8153,1,90,1
8154,1,21,0
8155,1,165,1
8156,1,8,0
8157,1,156,1
8158,0,70,1
8159,0,25,1
8160,1,150,0
8161,0,69,0
8162,0,178,0
8163,0,5,0
8164,0,64,0
8165,1,127,0
8166,0,153,1
8167,1,138,0
8168,1,129,0
8169,0,38,1
8170,0,124,1
8171,1,75,0
8172,0,65,0
8173,1,91,1
8174,0,43,0
8175,0,88,1
8176,0,118,1
8177,1,144,0
8178,1,43,1
8179,1,58,1
8180,1,93,0
8181,0,83,1
8182,1,171,1
8183,1,170,0
8184,0,117,0
8185,0,150,0
8186,1,61,1
8187,1,24,1
8188,0,179,0
8189,0,101,1
8190,1,105,1
8191,1,40,0
8192,1,153,0
8193,0,78,1
8194,1,1,0
8195,1,144,0
8196,1,171,0
8197,1,53,0
8198,0,76,0
8199,0,42,0
8200,1,133,1
8201,0,78,0
8202,0,82,0
8203,1,67,1
8204,0,17,0
8205,1,167,1
8206,0,54,1
8207,0,46,1
8208,0,136,0
8209,1,3,1
8210,0,154,0
8211,0,18,1
8212,1,117,1
8213,1,96,1
8214,1,110,0
8215,1,84,1
8216,0,64,0
8217,0,17,0
8218,0,157,1
8219,1,102,0
8220,0,83,0
8221,1,27,0
8222,0,76,0
8223,0,160,1
8224,0,96,0
8225,1,47,1
8226,0,57,0
8227,0,64,1
8228,1,174,1
8229,0,56,1
8230,1,90,0
8231,0,126,0
8232,1,69,0
8233,1,118,0
8234,1,158,0
8235,0,97,1
8236,0,29,1
8237,0,38,1
8238,0,44,1
8239,0,134,1
8240,0,43,1
8241,1,70,1
8242,0,155,1
8243,0,79,1
8244,0,45,0
8245,1,75,0
8246,0,125,1
8247,1,8,1
8248,0,94,0
8249,1,175,1
8250,0,105,1
8251,0,98,1
8252,1,141,1
8253,1,113,0
8254,0,131,0
8255,1,130,1
8256,1,40,1
8257,1,34,0
8258,0,129,0
8259,0,4,0
8260,0,142,1
8261,0,112,1
8262,1,84,0
8263,0,116,1
8264,1,27,0
8265,1,17,1
8266,1,77,1
8267,0,177,0
8268,1,25,0
8269,0,156,1
8270,1,139,1
8271,0,13,0
8272,1,107,1
8273,1,62,0
8274,0,142,1
8275,1,47,1
8276,1,180,0
8277,1,114,1
8278,0,173,1
8279,0,156,0
8280,1,142,1
8281,0,164,0
8282,0,13,1
8283,0,76,1
8284,0,163,1
8285,1,148,0
8286,0,50,1
8287,1,39,1
8288,0,132,0
8289,1,114,1
8290,0,103,0
8291,1,25,1
8292,1,42,1
8293,0,51,1
8294,0,179,1
8295,1,132,1
8296,0,75,1
8297,1,79,1
8298,0,176,0
8299,0,63,1
8300,0,144,1
8301,0,129,0
8302,1,22,0
8303,0,17,0
8304,1,153,0
8305,1,70,1
8306,0,138,0
8307,0,106,1
8308,1,104,1
8309,0,100,0
8310,0,123,0
8311,0,175,0
8312,0,85,1
8313,0,145,0
8314,0,137,1
8315,1,12,1
8316,1,114,1
8317,0,127,1
8318,1,122,1
8319,0,57,0
8320,0,18,1
8321,0,45,0
8322,1,115,1
8323,0,73,1
8324,1,27,1
8325,0,89,0
8326,0,150,0
8327,0,31,1
8328,1,101,0
8329,1,147,1
8330,1,180,1
8331,1,117,0
8332,0,104,1
8333,0,39,1
8334,1,82,1
8335,1,99,1
8336,1,95,0
8337,1,59,1
8338,1,173,1
8339,1,169,1
8340,0,95,0
8341,1,154,1
8342,1,111,0
8343,1,3,1
8344,1,173,0
8345,0,20,0
8346,1,135,1
8347,1,135,1
8348,1,157,1
8349,1,40,1
8350,1,27,1
8351,1,156,0
8352,0,127,1
8353,1,34,1
8354,1,141,1
8355,0,49,1
8356,0,169,0
8357,0,134,1
8358,1,29,0
8359,0,7,1
8360,1,137,1
8361,1,133,0
8362,1,61,0
8363,1,180,1
8364,0,175,1
8365,0,29,1
8366,1,23,1
8367,0,28,1
8368,1,115,0
8369,0,19,1
8370,1,77,1
8371,1,101,0
8372,1,147,1
8373,0,95,0
8374,1,150,1
8375,0,14,1
8376,1,19,1
8377,0,180,0
8378,1,160,1
8379,1,155,0
8380,1,104,0
8381,0,30,0
8382,1,5,1
8383,1,96,0
8384,0,1,1
8385,0,81,1
8386,1,128,1
8387,1,80,1
8388,1,154,1
8389,1,144,1
8390,0,110,1
8391,0,160,1
8392,0,165,0
8393,0,32,0
8394,1,145,0
8395,0,33,1
8396,1,13,1
8397,0,122,1
8398,1,141,1
8399,0,2,0
8400,0,50,0
8401,0,171,0
8402,0,66,1
8403,1,44,0
8404,1,145,1
8405,0,56,0
8406,0,75,1
8407,0,3,0
8408,1,34,1
8409,1,34,1
8410,0,17,0
8411,1,115,1
8412,0,10,0
8413,1,112,1
8414,0,161,1
8415,1,177,1
8416,0,107,0
8417,1,64,0
8418,1,16,0
8419,1,76,0
8420,0,164,0
8421,0,112,1
8422,1,166,1
8423,1,156,1
8424,1,141,1
8425,0,81,1
8426,0,27,0
8427,0,26,1
8428,1,92,1
8429,1,119,1
8430,0,94,1
8431,1,146,0
8432,1,33,1
8433,0,65,1
8434,1,149,1
8435,1,3,1
8436,0,35,1
8437,0,29,1
8438,1,2,1
8439,1,110,0
8440,1,77,1
8441,0,131,1
8442,1,78,1
8443,1,63,1
8444,1,136,0
8445,1,157,0
8446,0,46,1
8447,1,7,1
8448,0,53,1
8449,1,119,0
8450,1,10,0
8451,0,46,0
8452,1,37,1
8453,0,84,1
8454,0,129,0
8455,0,163,0
8456,1,117,1
8457,0,156,1
8458,0,44,0
8459,1,176,0
8460,1,128,0
8461,1,102,1
8462,1,56,0
8463,0,67,0
8464,0,107,1
8465,1,116,1
8466,0,108,0
8467,0,25,1
8468,0,49,0
8469,1,84,1
8470,1,169,1
8471,1,80,0
8472,0,84,0
8473,1,74,0
8474,0,86,0
8475,1,15,0
8476,0,168,1
8477,0,56,1
8478,1,50,0
8479,1,162,0
8480,0,79,1
8481,1,95,0
8482,0,175,1
8483,0,68,0
8484,1,138,0
8485,0,152,1
8486,1,72,0
8487,0,24,0
8488,0,110,0
8489,1,16,1
8490,1,52,0
8491,0,51,1
8492,0,56,1
8493,1,40,1
8494,0,58,0
8495,0,89,1
8496,0,57,0
8497,1,71,1
8498,0,140,1
8499,0,48,0
8500,0,62,1
8501,0,176,0
8502,0,34,1
8503,0,24,0
8504,1,1,1
8505,0,152,1
8506,1,175,1
8507,0,8,1
8508,0,152,1
8509,1,124,1
8510,0,167,1
8511,1,72,0
8512,1,4,1
8513,1,135,1
8514,1,104,1
8515,1,150,0
8516,0,13,1
8517,1,97,1
8518,1,68,1
8519,0,24,0
8520,1,69,0
8521,1,165,1
8522,0,16,1
8523,1,128,0
8524,1,6,0
8525,0,63,0
8526,1,118,0
8527,0,34,0
8528,1,25,0
8529,0,120,0
8530,1,41,1
8531,1,168,1
8532,0,100,0
8533,1,90,0
8534,0,65,0
8535,1,2,0
8536,0,50,0
8537,1,180,1
8538,0,128,0
8539,0,25,0
8540,0,168,1
8541,1,131,0
8542,0,142,0
8543,0,176,1
8544,1,56,0
8545,1,84,0
8546,1,120,1
8547,0,88,1
8548,0,65,1
8549,1,25,1
8550,1,143,0
8551,0,108,0
8552,0,108,1
8553,1,145,1
8554,0,172,0
8555,0,130,0
8556,0,142,1
8557,0,51,0
8558,0,135,0
8559,1,92,0
8560,1,55,0
8561,1,49,1
8562,1,74,1
8563,1,180,1
8564,1,144,1
8565,0,38,1
8566,1,14,1
8567,0,86,1
8568,0,22,1
8569,0,98,1
8570,0,131,1
8571,0,2,1
8572,0,120,1
8573,0,80,1
8574,1,167,1
