DIRECCION,COSTO,SEGURO,NUMEROHABITACIONES,MENAJE
 18013 South Bermuda St.,508811,C15636E4-5879-4D53-A672-332823EBE226,5,1
 7388 North Indonesia Ave.,719487,00E29619-7544-41F3-ACED-76784D33E4E4,4,1
 75864 East Monaco Blvd.,524680,D30E866C-92F7-4EB0-99D9-1C669A54E507,2,0
 55494  Taiwan, Province of China Ct.,237663,755BE5F8-57DE-4415-8DF3-0D060D8CB266,3,0
 16466 North Burundi Ave.,242605,29C88900-5FA1-4D6B-9696-04F39B8B2942,1,1
 54946 North Costa Rica Ln.,396500,B1CCBB17-9A50-46E6-BCB5-13BB1CDA2054,2,0
 98619 South Denver Ln.,247876,39978C84-9648-4CC9-91D7-AA716B5A9D90,4,0
 67418 West French Southern Territories St.,733235,F0A532E5-40D9-4FFA-AE15-7ACAE280109E,3,0
 56726 North Poland Blvd.,759994,1BB34F26-9506-45BD-9713-405017CAD155,1,1
 49356 East Fullerton Ave.,795936,D9101F09-4280-4C82-B4F9-022BD4993830,1,1
 34538 South Suriname Way,436700,32DA255C-C871-4926-8496-D2581770EAF7,1,0
 15918  Lockport Way,324053,7491FF4D-8275-4A47-8B7C-5050A04F7B6A,5,0
 22443 South Birmingham Ln.,687878,712EB756-EB27-4580-93D1-72CE544EB973,5,0
 11149 South Liechtenstein Blvd.,438100,E4B8A4B3-71D7-4F69-B63F-26117CD0C454,5,0
 62634 South Azerbaijan Ln.,853757,202CA38A-EB47-4C07-B3E4-E1BA005A3D77,5,0
 25086  Somalia Ave.,892032,7143168A-3E17-4156-9114-F58B4B328B2B,4,1
 97789 East Albany Blvd.,839117,93CC5E91-1C27-4196-9F63-4B4DF397EB7F,2,0
 58413  Lesotho Ln.,568637,CB224069-A1C0-44D6-8EB5-6132F8462938,4,1
 20867 West Cape Verde Ln.,561166,C3FB7035-91C6-4624-A8B2-06E8012928E3,3,0
 12334 East Guadeloupe Way,314133,7CD31D76-1998-4E5A-8096-58300AE508EA,4,1
 74616 South Galesburg Ln.,190590,43C2A193-522D-4BD0-9C12-AA3683013826,4,1
 43841 North Spain Blvd.,767578,07640945-3A3F-4445-A069-A61B28845D4A,3,1
 89996 North Andorra St.,212728,A1423E85-48F3-40A9-A556-8EE0C427953C,3,1
 3430 East Wallis and Futuna Ct.,162546,FAAE7C0B-8936-4575-87BC-A364F26FEAD8,4,1
 71160 West Svalbard and Jan Mayen Blvd.,895409,A21A4EA8-C216-4397-87EA-0963367013F3,3,1
 20073 North Malta Way,602762,14C81197-8E13-46A4-BEDD-15A894AB2FB5,3,0
 75946  Christmas Island Way,658335,39C31D47-759B-4A2E-9DE5-824ECE2AE3A7,2,1
 41648 North Belgium Ct.,553650,0E3FA623-603F-4390-BB35-EB108A6BB5F2,4,1
 86027 South Iceland Way,456887,6828C512-1AC6-4E09-90F9-B1C83652AF1E,4,1
 43351 North Greenland Ave.,613950,712609CB-7840-4410-B874-B51AB6455E3E,4,0
 86722 North Niger Ct.,174443,13A6CCFF-3C3E-4A61-9DE4-D34121B4CF79,1,0
 70742 West Switzerland Ave.,667470,65CBB517-37C7-4F0C-9624-588383F92DA5,1,0
 33989 West Grenada St.,94321,6A9BF465-E084-4670-809D-BD2D9126D8C6,5,1
 14464  Belize Ct.,458210,C7B8984B-2041-40A3-8506-8B72DA737ACB,5,0
 34411 South Spain Ln.,793545,6890714F-0AC7-40B2-9B29-6B3F8FCD3D92,4,0
 18372  Italy Way,571428,A1D5C0CF-F4C8-4E0F-B076-D3134C92EE72,2,0
 35571 West Bhutan St.,202426,D630E261-4771-4295-AF09-B7EA79B15889,5,0
 50521 East Bangladesh Way,471837,A6246EC2-C335-46A4-8C3A-E7B6B6A74A72,5,0
 34488 West Georgia Ave.,676006,C35C2833-3A75-4A55-B65C-6D7E774E4C2A,2,0
 4136 East Slovakia Ave.,555406,BA977C27-6129-46FF-B8F1-0DB4AE78DB76,5,0
 75729 North Gettysburg Ct.,475534,6C8D992F-1497-4935-AC35-82D5E33A5B5C,3,1
 63643 West China Way,667472,0299E551-7D5D-46A4-8B8F-7F336A281493,1,1
 32566 North Saint Kitts and Nevis Blvd.,675231,1B1C6660-FD0D-4904-AA58-9B91BF62CF65,4,1
 66998 East Annapolis Ln.,630111,AAAF470F-A61C-459D-98F1-3963E2BC3575,1,1
 77179 East Bay City St.,174821,8A8AB354-672C-4E2B-9B68-4B4404A52606,3,0
 52288 North Albania Ct.,156901,A1E36073-270E-4DEE-820A-A99A3155082D,4,0
 58704 West Slovenia Way,525241,3896DD21-5E4B-4ADE-AFB6-B6EA51AD641C,4,1
 83572 West Turkmenistan St.,187607,04C15E6E-D1B3-4316-8810-DCF3BF7F7064,5,0
 86988 West Iran, Islamic Republic of Way,748995,0C5E400D-5819-4BE3-AEB4-6798B3DE97B0,2,0
 45160  United Kingdom Ave.,654810,88ED8BE3-F931-43E8-9503-619225591ACD,3,0
 43600 South Samoa Ln.,774351,F2BF5208-1B68-48E1-AF6C-FDFACC4EBA2F,1,1
 42392  Chad Ct.,317768,0B20B6EA-FC87-4E35-BBB8-FD34058C63F7,1,1
 97579 West Tanzania, United Republic of Ct.,516216,AC48AC93-6D69-4344-AE0A-7E7D9536489F,4,0
 92530 North Swaziland St.,198087,17AB11D1-8A90-4CAE-A269-A6726D24B5C6,3,0
 55785 West Holy See Vatican City State Way,692337,09E6FF61-2B8E-4A7E-BBE9-E94B978C807C,5,1
 45275 West Edmond Ln.,599421,3E42D99F-9ABF-44C3-9F60-0C377D0B4546,1,1
 89811  Slovakia St.,100378,0A01CAC1-CA84-40F2-8635-97719392FF0E,3,0
 52132 North Armenia St.,593484,66A2C71B-5864-40E7-8D8E-53E6996F44AB,4,1
 86805  Russian Federation St.,146321,8847699C-1D5B-4B14-856C-52B108955491,5,0
 26998 West Latvia Ct.,262675,ED5E8E1B-F43A-42E1-89FE-D029E1A7F117,1,1
 95247 North Hickory Ln.,898227,B4286F03-8531-47D3-AD76-7E9C63F9925E,2,1
 54483  Colombia Ct.,192946,D9F28797-89DF-4E14-B87B-E5875B629FD7,1,1
 35604 South Pakistan Ln.,364103,0A096F18-0548-44FD-9229-7C6A0811005E,3,0
 64278 South Brazil Ct.,219753,502B0FD5-3681-458D-AC72-1639719FDD51,1,0
 50904 South Myanmar Blvd.,723678,EFC832F8-CB24-4DF7-9AA9-3D41B273A5CA,5,1
 6079 South Czech Republic Ave.,626800,D5B6C2F2-26AC-4F23-B5D3-0950D24B523A,1,1
 38283 East Greensburg Blvd.,252531,F5EDBC48-ABD6-4CA2-8A91-DB330E826999,3,0
 26150 North Iceland St.,504594,02948CFB-EF66-4229-91E6-735D666EF6E4,1,0
 94131 West Cuba Ave.,180026,F9B9CE71-553F-40BF-8BA4-95D080B84AD0,1,0
 11325 East Benin Way,838878,C3E58CF1-B706-4CF1-ADE6-415086D4880D,5,1
 63618 North Timor-leste St.,134166,AF9FF470-EE1D-4A9B-90CE-C83F636842A3,1,0
 63213 East Solomon Islands Blvd.,420098,3D954419-DCDC-49C2-9D1F-8D3AE3529B74,4,0
 55197  Northern Mariana Islands Ln.,666232,FCF1F061-CD76-48E0-A32D-D305F64D72D7,2,0
 20401  Sweden St.,818192,6471A83E-D152-492B-B5F3-5EE83FE2C060,2,0
 2586  Estonia St.,807928,59F00267-FDCF-47E8-9F82-BD50968DB7FF,2,1
 49402 South Dallas Ave.,195739,8AE9EE65-FCD5-4022-8A3C-25E3E69C6B52,1,1
 74413  Olean Blvd.,247265,86813D77-66AC-4778-BD4A-6D7C8C8D9659,3,0
 91526 North United Arab Emirates Blvd.,318301,1EDC71C6-9719-4D13-AD33-70B518356704,3,1
 44705 East Peru Ln.,180898,6F507507-04C3-4A46-876C-B29AAABC9727,3,0
 66365  Djibouti Ct.,251279,2765C611-D301-4352-96EA-BDD7236E8B1D,3,1
 12268 East Malawi Ln.,285865,C244352E-6E53-4174-B0D7-D7D8DA3985EA,4,1
 35587 South Latvia Ct.,651461,1AE80E1A-D93F-4251-9AAF-FAACDACE3429,2,0
 42099 North Burkina Faso Blvd.,241120,9A0F795A-FAAE-44B4-9CA1-2B15DD807980,1,1
 13813 East Dover Way,507181,5D860244-6924-4E11-AA47-611EEC5B1BC6,2,1
 13783  Aruba Ct.,361242,E86C30ED-E2F8-4016-9FAC-65BFBD95EC3F,5,1
 26517 South Moldova Blvd.,270590,4D1A8ADC-BF40-4498-BDDD-BD2BE8B5A6C0,3,0
 91339 East Indonesia Ct.,619253,8462B5EE-8247-41BE-83D2-BE6BFBB65FF0,4,1
 9291 West Barbados Ct.,315116,C32C4FCC-E916-4678-88C4-DFF063DE7B3B,1,0
 97526 North Hornell Blvd.,744636,C0A7FABF-AE0B-4C6E-9DB4-6DB3DD80DB85,5,1
 32582 West Chile Way,188841,5D9A99BF-494B-48A9-83DA-93647E1EDBEF,2,1
 64200 North Cairo Way,756124,C56AD759-5EC7-400E-8C2E-608B0E208F4A,3,1
 57776 East United Kingdom Ln.,827175,2B3AC7FC-6FF0-4C38-AAFC-0486850E2B46,4,1
 1727 South Trinidad and Tobago Way,393460,57EE20B5-C137-4BAF-A3C9-68BC8D4370A5,4,1
 56642 East Thailand Ct.,693993,3CBD7BF6-B4F7-48B3-844F-265A59AC2FAA,1,1
 56972 North Orlando Way,818538,30EFCB81-6DF9-44A9-9806-9ED00E18B0BD,2,1
 47750 North North Platte Ln.,652684,73FE807C-F08C-4CB4-A60C-8442BEAD292A,3,1
 98415 South Lithuania Way,298121,1F8E7018-D584-4E80-A1C9-848C73B27FA3,5,1
 88463 South Chile St.,566662,C210FEB7-D630-419E-82D8-047EA2824EFD,2,0
 22368 South Guinea-bissau St.,208108,0B3A8C28-C489-481D-8978-78C9F7215F79,5,1
 67149 West French Southern Territories Ln.,484659,CB5CBD68-740E-40CC-83DE-1189DA9FDBE6,2,0
 70906 South Benin Ave.,717062,331BA29E-4873-4A83-A406-60A5CFD7086A,3,1
 15639 East Bahrain St.,533274,2A41CB70-6BE5-4150-AB82-9F980A9FB854,2,0
 26025 East Cohoes St.,561088,35AC6F0F-67E3-4D57-9B49-64FE9C5B1241,5,0
 78185 West United Kingdom Ln.,561156,DB400CB9-791A-4DD6-8206-3A55DEAEC1FC,5,1
 53624 South Albania Blvd.,778718,E64318F1-757C-44D5-85D1-41C639156225,5,1
 24583  Chandler Way,419099,FA5A5EF2-C978-4C7A-A6E7-7AAC38634021,1,1
 69099  Barbados Ave.,248478,FEB38B99-8FFE-4AA5-B949-717FEF711B4A,4,1
 49448  Guam Ct.,399046,19B00F13-5DFB-4747-977E-AFF206901332,5,0
 67862  Sudan Ln.,441241,4ABFED03-0E72-4F87-8504-2D6F324CECAD,3,0
 15847 East Glen Cove Ct.,587472,213743C1-E5C7-4A4E-90D3-05F6B68667D6,2,0
 87854 West Tokelau Ave.,504899,3BC58922-32BA-477F-BF58-2D2C5649B459,4,1
 21925 West Eden Prairie Ave.,698860,D2013ED2-B1CD-4554-820D-EDD0E286E60E,2,0
 29123 North Dominican Republic Ave.,512793,247E7EF9-EE64-464A-A633-C311515A8E81,2,1
 92580  Argentina Way,743244,72C111EC-112C-4A86-9531-1FFE125CE103,4,0
 54440 North Switzerland Ave.,567496,7F50F949-E69D-471F-B42A-ACDBEF7678D6,5,0
 10020  Maldives St.,747168,B1BACEC6-D9C4-48DF-AE74-A596A7DFE39D,2,0
 29004 West Georgia St.,124705,1E0F49DD-13CF-4077-B4A3-0EF7F6DD8BF8,1,0
 90700 East Brooklyn Park Ln.,791093,976F9DFB-B24B-46F0-B4AC-1254993345FE,1,0
 98021  Kazakhstan Blvd.,507458,13F0ADED-8EE5-4C89-91FE-F2E70CFE0501,2,1
 67330 North Saint Vincent and The Grenadines Way,844311,FFCF149F-48C4-4333-822A-4AF88D7D5039,1,1
 462 South Crown Point Ln.,876043,60DCDB21-A69D-49D8-9901-822F27226F30,4,1
 14362 North Cape Girardeau St.,792642,2DA8E1EB-E3C8-4B1D-8663-F35EA5009AD5,5,1
 17701  Anguilla St.,588840,08C7EEB9-0D7E-4315-AE86-E4D720A7483E,5,1
 23242 South Trinidad and Tobago Ct.,598994,4F3322A9-83D9-4D4D-8C5E-6D8ED26044B4,1,1
 94702 South Spain Blvd.,469239,7AEE95A8-1A5A-4F3C-8CFC-F18729B4D723,3,1
 15006 South Covina Ct.,578029,596454AD-E208-48F5-9CB5-037C0F4717BE,3,1
 37 South Glens Falls Ave.,206167,3B125852-C198-409C-BF62-9E9EED4CC6C1,2,0
 44204 West Gambia Way,701458,5481EA97-74DC-4741-98A5-021E82F8FA7A,4,0
 83659  Bangor Ln.,795712,AE0D5DEE-96B4-4CD6-8EA3-078CA802239B,1,1
 24283 West Ukraine Ave.,741645,EBFEDA2B-9D2F-4451-9EF6-53B0693AEEB6,2,1
 68313 South Albania Blvd.,776304,5A1AB788-92FA-4C59-BE62-D5D130B6BD06,3,1
 57381 West Cook Islands Ave.,96213,4FEB7519-C002-4570-B1F3-AC3E839EB44A,2,1
 88438 East Lexington Ct.,141179,35CD66C0-4225-4C6F-893D-890538BE8255,1,1
 33420  Elmira Ln.,421393,68F409A3-F7DB-4F87-94F6-6325E9F1C2DE,5,1
 50299 West Hidden Hills Ln.,660415,99CB6D90-8AE1-4CAE-998D-0A29A5E2819B,2,1
 69493 East Aruba Ln.,145973,99CD47BA-2FC2-4957-A59C-0B38C54FC1EB,4,1
 11825  Danbury Ct.,453169,7BD04745-C98D-420B-B48E-060B8F5C05D0,5,0
 75600 South Belize St.,119226,34598E85-B88A-4A9E-A195-4DB0244D9853,4,1
 97863 West Anguilla Ct.,546770,5E8B87FF-C670-493A-B556-C777E9AA4865,5,1
 72713  Bayamon Way,193042,BA267D65-D215-4062-9E73-C88251B0CBD7,4,1
 60555 West Hungary Ave.,352864,2A556DA8-4C87-496C-907F-1AAFEECE07CD,4,0
 16627 South College Station Ave.,568477,33B1C5E4-906B-4B95-B4E7-5B73B2C1446C,5,0
 26637 West Norwich Ct.,657774,8B46DA40-EA02-4E93-8AB6-6BAF7701550C,1,1
 95305 West Maywood Way,126321,FDC2D856-C584-4B6A-8635-16B3204E6B5F,1,1
 45495 West Venezuela Ln.,736050,E02805E8-7494-4624-BDB8-9EE9865EAD38,3,0
 48289 East Elkhart Blvd.,371870,17102895-DC9D-4E2D-A27A-7D80019D4590,4,0
 40196 South Hartford Way,870889,8DC988D6-0695-44E6-A86E-9F959A235B6C,1,0
 86722 North Fort Dodge Ln.,697362,F0658E7B-25ED-47B5-8295-F0E587AA224D,1,1
 38305 East Glen Cove Ave.,185085,D6FD9187-A25C-402B-99EC-44333E6539CB,1,0
 16550 West Christmas Island Blvd.,626157,15E7D37D-5CEC-4AC1-922F-6E58E509E2E0,5,1
 29679 West Reunion Ave.,264078,17B14C0F-A5BE-45E2-8442-DC118A743274,3,1
 58165 East Central African Republic Ct.,866981,314D63C6-0759-4544-8709-ED4FE33AB46B,3,0
 86719 West Chile Blvd.,457936,F7CE90B7-7F9D-4CD9-8083-7FE0C7BFFB98,5,0
 51142 West Albania Blvd.,664394,567DB019-3DA4-4893-82A3-A15EFBA45968,2,1
 94936 North Claremont Way,529968,2A41BD0F-C2A8-4034-8DEA-173A0678E4AA,5,1
 6141  Laconia Blvd.,663165,E1FE733F-04CE-4910-87C1-E2079E11A9D8,3,1
 77923  Antarctica St.,174004,B34D2784-83BB-4B68-B1C8-C1F08B060C3F,4,0
 89034 North Cleveland Blvd.,509100,AEF6A5DF-2F97-4921-B290-9D8C418143A0,5,0
 8191 East Angola Blvd.,389678,F4C20E8A-9357-4D32-9CFB-5329D82E6236,1,1
 16948 West Andorra St.,261112,076472F9-14EA-4F07-AC55-C7924F34520C,4,0
 68588 South Alpharetta Ln.,574628,7B5384C1-743D-445D-898A-4A793E01568D,3,0
 2963 South Benin Way,345406,DE41E289-F2DF-4113-9E94-11D16CFE9B1D,2,1
 68444 North Agat St.,688473,5D74E1A7-7D03-4385-BB9D-114CDBFE5AAE,5,1
 78762 South Sao Tome and Principe St.,669802,E40D4E70-036E-4FBE-B15D-266AA3B0CA84,1,0
 38125 East Mexico Ct.,98907,6DAF78EE-5C95-4CB7-BE98-023636782B49,4,1
 38381  Sweden Ct.,347340,50EF5376-E12C-4F1F-8FF2-FEE559B77A76,3,1
 20825 West Cook Islands Ct.,515698,7C456AF8-95AE-43E3-9D71-8757A9E322E6,3,1
 97553 East Costa Rica Ave.,279991,9B0EF68C-9463-48FC-BBB3-B1937EE704A5,4,0
 70724 West Fiji Ln.,516659,E8F362A3-607B-463C-8E79-585E48F0BDB2,2,1
 10277 East Belize Ct.,232770,F5F20014-F5F1-45C5-9E80-057A6C4B8458,5,1
 80650  Bosnia and Herzegovina Blvd.,361003,DD5A7EA8-9449-4CB4-AD32-488B4FCCF2C8,2,0
 55857 North Antigua and Barbuda Blvd.,569579,67096121-E4D8-4B33-9BA1-B1FBF0E3A48D,3,1
 75780 East Lebanon Ct.,164339,0F0B98A6-59F6-4B4B-9BDC-DFDC1F5E40C2,5,1
 15371 North Daly City Ct.,651327,6AC1D95D-7401-42ED-81E0-86D9BE5F623F,2,1
 40934  Burundi Way,896503,936EE6B2-5436-4A95-9E90-C02E9A6EA392,2,1
 7722  Comoros Blvd.,860606,92750852-304F-4B9D-A568-E0580934C6C2,1,0
 22821 West Haverhill Way,301810,8CA181F4-3960-43C7-9AB4-271BA3F952A9,4,0
 33430  Maldives Blvd.,206469,F2130A3A-8919-4093-95E3-5E3F413548BE,4,0
 98546 West Carrollton Ct.,599029,0EBEFB23-B100-43B9-B241-DD2ECDF3D803,2,1
 29670 West Angola St.,455007,8D2E3382-2DE4-4C93-A54A-CB7E6569BB33,2,1
 70436 South Newburyport Blvd.,813676,0F49B1FA-3B09-454C-8320-9F6BC9CA7155,4,0
 85803 South Canada Way,97498,E89B9A53-B55E-4C94-85F9-AD0CEAF18D33,3,0
 58014 North Henderson Ln.,103135,62B9B3CF-44BF-4CE7-92C6-C7C4DD795532,2,0
 81077 East Oman Ave.,268481,A0EFA383-4781-49F4-A4E6-4826FEC68EE4,5,0
 20685 East Eau Claire Ct.,443396,643788A0-9E4F-4429-93A3-2E88ACFB9F7F,4,1
 66843 East Algeria Ln.,331220,F158254B-E1EF-4868-B537-195ED6C90633,2,0
 29914  Guinea Blvd.,804790,8BA4B29D-BAB8-4768-9E63-3F3CC015733C,4,1
 17575 South Guadeloupe Way,333208,6D5E7F2A-9372-400C-A292-018323926E2B,3,0
 7445 North Anguilla Blvd.,444200,8EA44EB5-8DD7-4EC4-9D47-530E5CCA6816,5,0
 34253  Cedar Falls Ave.,232640,F748259F-5E3B-4ED5-8656-F910911B9933,4,1
 27362 East Chicopee Ct.,763728,A309F4D0-AFA4-4DED-A49B-3938945025BD,4,0
 36114 West Mayotte Way,790159,8836E95E-8F8C-4427-B2AA-54728B05DBDC,1,1
 31967  Croatia Ct.,709796,56121AB3-BB9E-427F-BE96-A33956FD8717,1,0
 86915 West Honolulu Ct.,589124,D2F5584C-4EE7-472B-A1E2-EBAE3922E59D,5,0
 42794 North Frisco Ave.,303455,4714ACCB-8147-4C09-AD28-B235D2258434,5,1
 76322 South Covina St.,604254,D2CB58CB-9C72-4D2B-9A23-8439BC714DC8,5,0
 80968 East Zambia Blvd.,394486,F2EF8A0C-D454-4266-ADE2-D94C5D51718E,4,1
 18498  Australia Ave.,730144,7FD168E7-FE8B-4CEC-AC27-E690CE49A157,3,0
 34709  Iran, Islamic Republic of Ct.,806141,F8462641-B494-4365-835F-4E7BFCA298E9,5,0
 73763 East Ogdensburg Ave.,697784,507133D9-0D0D-4CC7-B156-5FFE7953496F,4,1
 53930 North Saudi Arabia St.,448670,472A5740-ED48-4651-93EA-3D252FC67D8C,3,1
 65833 South Costa Rica Blvd.,226788,319C1A7D-D60D-491F-818D-31AF3071D974,5,0
 34268 West Maldives Ct.,190105,C8507B6F-844B-403A-8BCE-03370ED7F261,4,1
 39629 West Bell Gardens Way,643223,0CB924F0-E8FE-4175-A028-39F679B9FFB9,5,1
 84449 East Belgium Blvd.,862529,F617507D-F656-4E87-A1F3-4256649EB7F0,3,0
 1502 West Bakersfield St.,319069,28208886-575A-4091-BFF6-068480AF8939,5,0
 78072 South Centennial Ln.,567602,CAF0A024-1E1C-498B-BD1B-E16BD896E512,5,1
 76415 North Hastings Ct.,118515,11BEF54C-1C6C-4B40-8173-A9078621A390,2,0
 19333  Azusa Blvd.,481740,9B062F80-A52B-451A-81F8-15BCEB1BDFCD,2,0
 29198 East Azerbaijan St.,755774,1D965A12-C852-4C99-8576-0B6221EBDBB7,1,0
 79151 South Barbados Ave.,295604,69F05539-B282-4731-9A51-3EE6F0E357BE,2,1
 19745 North Angola Ln.,736180,3EDCF53D-78D4-462E-B1F4-F658D2B73890,4,0
 8523 East Turks and Caicos Islands Way,675201,B875235B-D3DD-48F2-B43A-5E7DF4F8EB99,5,0
 42630 West Qatar Way,293971,FF225894-FFD5-45EE-A756-6910D9CFEEEB,1,0
 34384 East Burundi St.,730284,53CEF6D9-18E6-45B9-97C2-CEA0F2BF0BE0,3,0
 97720 North Lynwood Ct.,432633,8AA55283-CF58-4F15-B5E3-B7FA3637ED16,5,1
 28049 South Korea, Republic of Ave.,848494,7A976706-2392-414B-B469-4A57E1FB16D3,1,0
 8410 North Agat Ln.,163409,B5224DD0-4108-44FA-85E9-2333E9D68DC3,5,0
 55113 East Chile Blvd.,318286,7CC83D24-F5EA-42EC-99F6-F76CF6909649,5,0
 43439 West Lithuania Ln.,841784,8DA08B92-3D68-43EE-9FFF-7D0B0AAB5A55,4,0
 65828 North Diamond Bar Ct.,201616,1D68F90D-9AC0-4DB9-A2CF-B5BA677AD230,5,0
 66908  Bahamas Ave.,829179,3F1E5C60-C472-4036-82D1-23459F1E8FB4,3,1
 3861 East Bulgaria Ct.,169273,F7532266-4F29-405C-ADA7-DAD34270C52E,2,1
 92332 West Uganda Way,799759,6EA2864A-F6F8-47DB-B43B-ABDF798C959C,3,1
 6806  Burkina Faso Way,153094,4B95B678-FC3F-40C5-8794-E8EAA1F2B6B1,5,0
 8056 South Belize Ct.,156729,27A6B8BF-0552-421D-8519-243BEDDAEA6D,1,0
 30669 West Olean St.,404680,5F00AB9A-2250-4A1B-B7E8-ADE50A9234A0,5,1
 11914 East Czech Republic Way,146579,168264EE-D1D9-4ED1-BBAE-F192762AE8DF,2,1
 87871 South Burundi Ln.,713141,452F246F-4707-4D45-8A47-EFC285133996,3,1
 22970 South Albania Ave.,181867,97413027-1ECD-4FB4-93FF-BD8561B7677D,4,0
 87192 North Central African Republic Ct.,564173,A06B49D2-8C3E-4007-ACF6-017FB61799C4,3,1
 1684  Belize Blvd.,361851,30495660-2415-4104-9C78-5F8FFD826EE3,4,0
 13749 South Bolivia Ln.,780987,DC2388A9-F692-4E5C-B8A0-FB7146A64B1D,5,1
 86679 West Haiti Ave.,585323,A33E0F16-ABB9-4F27-B373-838E41ACE1BC,1,0
 19547 West Trinidad and Tobago St.,686682,D683711F-7CDD-47C2-80C5-961E727BE5D2,4,0
 69930 West Broken Arrow St.,157112,B2FA7FC3-5DB5-41A3-967E-3C5B2027D099,2,1
 1538  Corona Way,356834,4031651C-EEAF-49EF-AE54-7A845C0CB5BF,2,1
 38445 West Luxembourg Ave.,870841,0B1E35FC-6A26-4F1E-A7EE-B8E4A4E0FCA5,4,0
 74004  Chad St.,385191,6E6C6A09-AF72-48CE-9F49-73B103514E63,3,0
 58059 West Albany Ln.,616409,CD8E43A9-8F8E-40FD-9960-E6174F62B8EA,4,1
 63217 West Uganda Ct.,490131,97E71BAA-20AD-47F5-91BC-E617035DB37C,2,1
 99559 South Czech Republic Ln.,514918,3A0FAC1D-A33F-4EA0-ACD6-ECB55C72BF2F,4,0
 74569  Arcadia Ct.,810708,2EA6E03F-7AA9-4C09-ABD6-99139071D5DB,2,0
 50126 North Paramount Ct.,594652,5C69EE8F-0727-42FF-8651-A66DEE74A1D0,4,1
 63855 East Central African Republic Ln.,453028,16AAC51F-186C-480F-ABC5-3A806A6989FF,1,0
 23135 East Turks and Caicos Islands Ln.,515379,F71EC1FD-7075-4670-9BD4-09F4FBB96A16,4,1
 57279 North Biloxi Way,580474,2F734A1C-6035-466A-A2D1-A6F05D65D200,2,0
 45916 West Burkina Faso Ave.,826298,0D1B9257-6572-4ABB-BBEF-F3E7C98D58E5,3,1
 38049  Melrose Ct.,133388,7AA4E971-2FA1-4B7D-B9BA-0394629249B0,3,0
 10429 East Monterey Park Ct.,814661,D3BF8265-F6E7-4EA8-8430-3F57410CAFCC,5,1
 98619 North Falkland Islands Malvinas Blvd.,739719,246B2FB5-D0B0-46EC-8759-4F8B5C5129C9,5,0
 78178  Grand Island Ave.,628956,71AC0873-915A-49EE-9D8D-79B88D6CA796,3,1
 20288 North Morgantown Ave.,573046,A39349A6-76F1-4A73-89F9-213F3953CFE2,3,0
 96240 South Jordan Way,90872,8583CCBC-40D8-4F5A-B760-E5443DEC3A6F,3,1
 97151  Virgin Islands, U.S. Ct.,854584,33A6338C-FAA9-4CB8-8E41-AC841AB175BC,3,1
 86423 North Turkmenistan Blvd.,221770,15BF38A0-FF54-440E-98CA-F68244EFD740,5,1
 10092 West Albania St.,748996,3F0FA481-4CA2-4745-A69B-0AABB578EAE6,5,0
 66069 North China Ct.,838928,D02C756A-9C19-4EB8-A519-533401E20385,4,0
 43439 East Alhambra Blvd.,835314,0B226541-0A3C-4DA8-BA4E-9670CBBD3FF6,4,1
 15208 North Pomona Ave.,788292,A652B8BF-1C1A-4638-A38F-69F4980DD688,3,0
 29210 South Honduras Ct.,666498,DC4757AD-6865-4737-A439-B690ACD00411,1,1
 35486 South Bosnia and Herzegovina Way,895501,10F60549-AC6E-4A0F-9B50-2E17DB3DC739,4,1
 55509 South Cook Islands Ave.,734261,19CF4B7E-1F06-449C-9C5A-A50D922407D2,1,0
 26824  Saint Pierre and Miquelon Way,273783,57EB3C8B-95EB-4A88-B737-A23DB5EDBECC,5,0
 20901 North El Segundo Ct.,392267,4A72753E-416B-4299-91CF-AB5B27B1E746,5,1
 99080 North Palau Blvd.,721221,5BEDDB8A-91A9-4758-96B5-78E70168FEA8,4,1
 1618 East Opelousas Ct.,701197,FB86EAD7-25AA-44EB-83CA-0E665DD324C6,5,0
 13731 East Reunion Way,181037,4B54A612-8B4D-4A78-8569-FF1A6077A595,1,0
 37692 East Battle Creek Way,408826,AF8AF6DC-BE93-4208-9564-B3596BD5972E,4,0
 59731 East Netherlands Antilles Ave.,868342,3A977536-A8A0-4FD5-AE83-2D131B56CF32,3,0
 39388 North Hungary Ln.,421798,278291CB-4816-43A8-B3BF-FCDDBD929A83,1,0
 26271 North Newburyport St.,374374,54526DC8-B0F5-4EE7-93D2-8217977D3248,1,1
 48594 North Davenport Blvd.,194314,5D91515E-4470-498C-B0A0-0C250168575D,3,1
 58517 North Barbados Ln.,754527,A42F7A39-F2BF-4C8F-B930-30B5DE982E91,2,1
 34684 West Fall River Ave.,336354,EE99C49E-47B6-4A80-A915-2BDBE851B347,3,1
 65856 South Angola Blvd.,618782,B6BE3532-A41A-4D22-BD5A-3CCED5784DB5,1,0
 1103  Gardner Blvd.,268988,619CA546-B4BB-47D7-A412-373FFADC0750,3,0
 94905  Antarctica St.,695630,5B8626F5-0B71-4754-9B4B-4234DD73115A,5,1
 85000  Algeria Blvd.,387286,F5E8EDD3-ABEE-4873-AE19-A3EA28542C41,5,1
 87894 North Bosnia and Herzegovina St.,487524,7C59CE19-62D4-4F81-BCEB-DE5A2E09A1D3,1,0
 34831 West Anguilla St.,166268,51819762-991C-4492-95A6-9A0028A55B3F,5,0
 90086 North Andorra Way,411494,DB44BDBD-2FBF-4918-B640-B52F28CA2E0E,5,1
