NUMERO, CONTRATO, PRECIONUMERO, ESAMOBLADO
 8995,8995,3088891,1
 8996,8996,5415147,1
 8997,8997,5054325,1
 8998,8998,361988,0
 8999,8999,2732117,1
 9000,9000,209437,1
 9001,9001,5081588,0
 9002,9002,5149301,1
 9003,9003,6061535,0
 9004,9004,160935,0
 9005,9005,1423998,0
 9006,9006,2862089,1
 9007,9007,2898203,1
 9008,9008,2028380,1
 9009,9009,3899793,1
 9010,9010,1165963,0
 9011,9011,6838076,0
 9012,9012,1920704,1
 9013,9013,3491049,0
 9014,9014,6880273,0
 9015,9015,1081930,0
 9016,9016,5928976,0
 9017,9017,3035275,1
 9018,9018,2055603,1
 9019,9019,3563640,0
 9020,9020,3775500,1
 9021,9021,6612100,0
 9022,9022,6494110,1
 9023,9023,3856743,0
 9024,9024,5231202,1
 9025,9025,544516,1
 9026,9026,3968652,1
 9027,9027,2210647,1
 9028,9028,5252748,0
 9029,9029,4068312,0
 9030,9030,1684889,1
 9031,9031,4908384,1
 9032,9032,6995658,1
 9033,9033,529603,1
 9034,9034,3473917,1
 9035,9035,2047350,0
 9036,9036,5237216,1
 9037,9037,4392748,1
 9038,9038,1840847,1
 9039,9039,6000229,0
 9040,9040,3903994,0
 9041,9041,2802286,0
 9042,9042,2176492,0
 9043,9043,2661196,1
 9044,9044,443597,1
 9045,9045,6589686,1
 9046,9046,6222421,0
 9047,9047,4880281,1
 9048,9048,6011662,1
 9049,9049,3175441,0
 9050,9050,6356900,1
 9051,9051,5200882,1
 9052,9052,4926973,0
 9053,9053,1091035,1
 9054,9054,3744962,0
 9055,9055,6419692,0
 9056,9056,6707968,1
 9057,9057,1975525,1
 9058,9058,2867961,1
 9059,9059,2951960,0
 9060,9060,6596682,1
 9061,9061,4634339,0
 9062,9062,3209032,0
 9063,9063,5575389,1
 9064,9064,2343527,0
 9065,9065,1201764,0
 9066,9066,2256865,0
 9067,9067,6736945,0
 9068,9068,5607187,1
 9069,9069,5608564,0
 9070,9070,4550411,0
 9071,9071,6478541,1
 9072,9072,2074453,0
 9073,9073,6130730,1
 9074,9074,516239,0
 9075,9075,4379741,1
 9076,9076,3379373,0
 9077,9077,548595,0
 9078,9078,1016320,0
 9079,9079,6681080,1
 9080,9080,6466890,1
 9081,9081,2062769,0
 9082,9082,2907145,1
 9083,9083,5868280,1
 9084,9084,3721080,0
 9085,9085,3104734,1
 9086,9086,969008,1
 9087,9087,2912008,1
 9088,9088,936005,1
 9089,9089,3938613,1
 9090,9090,2584298,0
 9091,9091,3827133,0
 9092,9092,3251538,1
 9093,9093,4699053,1
 9094,9094,1399495,1
 9095,9095,5310240,0
 9096,9096,2666893,1
 9097,9097,6303199,0
 9098,9098,711295,0
 9099,9099,2105534,1
 9100,9100,6779569,1
 9101,9101,4599906,0
 9102,9102,5716900,0
 9103,9103,3149494,1
 9104,9104,2117930,1
 9105,9105,6441185,0
 9106,9106,6569776,0
 9107,9107,3887444,1
 9108,9108,6461115,1
 9109,9109,230710,1
 9110,9110,2303751,0
 9111,9111,2773125,0
 9112,9112,3678878,1
 9113,9113,3175854,0
 9114,9114,2454904,1
 9115,9115,5660972,0
 9116,9116,1671531,1
 9117,9117,4331712,0
 9118,9118,2784212,0
 9119,9119,2049123,0
 9120,9120,4501116,0
 9121,9121,1786157,1
 9122,9122,2586544,0
 9123,9123,3057229,0
 9124,9124,2309102,1
 9125,9125,6324919,0
 9126,9126,5852610,0
 9127,9127,6446984,1
 9128,9128,5754475,0
 9129,9129,3695282,0
 9130,9130,1696426,1
 9131,9131,1650614,1
 9132,9132,3943531,1
 9133,9133,1050210,0
 9134,9134,2651609,1
 9135,9135,6077116,0
 9136,9136,5358945,1
 9137,9137,6628130,0
 9138,9138,5297987,1
 9139,9139,3034851,1
 9140,9140,1502035,1
 9141,9141,4352273,1
 9142,9142,3389953,1
 9143,9143,4447525,1
 9144,9144,5349960,1
 9145,9145,3741047,0
 9146,9146,3288613,0
 9147,9147,3217007,1
 9148,9148,2314506,0
 9149,9149,5981735,1
 9150,9150,1287785,1
 9151,9151,413239,0
 9152,9152,1382569,0
 9153,9153,6665417,1
 9154,9154,2561054,1
 9155,9155,794773,0
 9156,9156,324284,0
 9157,9157,6459335,0
 9158,9158,299618,1
 9159,9159,1260885,0
 9160,9160,156175,0
 9161,9161,303975,0
 9162,9162,2241039,1
 9163,9163,3245532,0
 9164,9164,5387014,0
 9165,9165,5629576,0
 9166,9166,3428805,1
 9167,9167,2491656,0
 9168,9168,4466266,1
 9169,9169,4578465,1
 9170,9170,4865334,0
 9171,9171,1684532,0
 9172,9172,5091640,1
 9173,9173,6571062,0
 9174,9174,4925953,1
 9175,9175,304670,1
 9176,9176,3231707,1
 9177,9177,3591303,1
 9178,9178,1838697,1
 9179,9179,6593313,0
 9180,9180,877892,0
 9181,9181,1493795,1
 9182,9182,3258287,0
 9183,9183,6452719,0
 9184,9184,3632927,0
 9185,9185,1689047,0
 9186,9186,6693782,0
 9187,9187,5533960,0
 9188,9188,2310392,1
 9189,9189,2240821,1
 9190,9190,588211,1
 9191,9191,356103,0
 9192,9192,943662,1
 9193,9193,1157554,1
 9194,9194,4751751,1
 9195,9195,6317251,1
 9196,9196,295305,0
 9197,9197,1393505,0
 9198,9198,4103837,0
 9199,9199,3656021,0
 9200,9200,4890465,1
 9201,9201,907749,1
 9202,9202,4100179,0
 9203,9203,203174,0
 9204,9204,2422521,1
 9205,9205,4176303,0
 9206,9206,5548706,0
 9207,9207,1174713,1
 9208,9208,3253544,0
 9209,9209,6947830,0
 9210,9210,1307329,0
 9211,9211,5042968,1
 9212,9212,6380147,1
 9213,9213,1952943,1
 9214,9214,4486759,1
 9215,9215,1851290,0
 9216,9216,6003488,0
 9217,9217,5129134,0
 9218,9218,5787748,1
 9219,9219,6664333,0
 9220,9220,3060270,0
 9221,9221,3149862,1
 9222,9222,4142145,1
 9223,9223,4706381,1
 9224,9224,163737,0
 9225,9225,6705159,1
 9226,9226,3149743,0
 9227,9227,1054826,0
 9228,9228,2818701,1
 9229,9229,1187124,1
 9230,9230,2676118,0
 9231,9231,6422146,0
 9232,9232,3863090,0
 9233,9233,1003274,0
 9234,9234,1956150,0
 9235,9235,215112,0
 9236,9236,4094367,0
 9237,9237,1770585,0
 9238,9238,5351861,0
 9239,9239,2254025,1
 9240,9240,5886613,0
 9241,9241,2784159,0
 9242,9242,5741313,1
 9243,9243,2907120,1
 9244,9244,6561754,0
 9245,9245,305538,1
 9246,9246,3203298,0
 9247,9247,1527361,0
 9248,9248,3083042,1
 9249,9249,1421496,1
 9250,9250,1242588,1
 9251,9251,3479480,1
 9252,9252,6135107,0
 9253,9253,6217609,1
 9254,9254,781600,0
 9255,9255,3593848,1
 9256,9256,4433331,0
 9257,9257,2140498,0
 9258,9258,6676073,0
 9259,9259,6190927,1
 9260,9260,6499778,0
 9261,9261,989729,1
 9262,9262,575915,1
 9263,9263,4453763,0
 9264,9264,4218655,1
 9265,9265,6119111,1
 9266,9266,1035659,1
 9267,9267,3694557,0
 9268,9268,2778764,0
 9269,9269,6458101,1
 9270,9270,5447507,1
 9271,9271,6683781,0
 9272,9272,6711829,1
 9273,9273,2538794,0
 9274,9274,3162062,1
 9275,9275,5404578,0
 9276,9276,2858351,0
 9277,9277,1052819,0
 9278,9278,6966047,1
 9279,9279,203725,1
 9280,9280,5065371,1
 9281,9281,663882,0
 9282,9282,3372780,1
 9283,9283,4701092,0
 9284,9284,4572513,1
 9285,9285,4830977,1
 9286,9286,6161580,0
 9287,9287,6652729,0
 9288,9288,567951,1
 9289,9289,6100246,0
 9290,9290,3317276,0
 9291,9291,6078999,1
 9292,9292,4722574,0
 9293,9293,4448320,1
 9294,9294,5374368,0
 9295,9295,5761456,0
 9296,9296,6220677,0
 9297,9297,3687922,1
 9298,9298,4565481,0
 9299,9299,3548595,1
 9300,9300,6064355,1
 9301,9301,1772365,0
 9302,9302,846315,1
 9303,9303,4023633,1
 9304,9304,1084623,0
 9305,9305,4261396,0
 9306,9306,6792171,1
 9307,9307,5247956,0
 9308,9308,2348810,1
 9309,9309,2011191,0
 9310,9310,3994794,0
 9311,9311,912044,0
 9312,9312,2225785,0
 9313,9313,6014890,0
 9314,9314,6572836,1
 9315,9315,4721656,1
 9316,9316,6534588,0
 9317,9317,4021316,1
 9318,9318,1108058,0
 9319,9319,6957696,0
 9320,9320,4977226,0
 9321,9321,4908170,1
 9322,9322,4007465,0
 9323,9323,3443453,1
 9324,9324,2601609,0
 9325,9325,6537999,0
 9326,9326,4996979,1
 9327,9327,3949252,1
 9328,9328,5224498,0
 9329,9329,2435859,0
 9330,9330,6532588,0
 9331,9331,6195454,1
 9332,9332,4350976,0
 9333,9333,2562827,1
 9334,9334,3767351,1
 9335,9335,6224806,0
 9336,9336,4822995,0
 9337,9337,1354619,0
 9338,9338,6718347,1
 9339,9339,6912050,0
 9340,9340,114232,1
 9341,9341,2577874,0
 9342,9342,5588441,0
 9343,9343,4313901,1
 9344,9344,517208,0
 9345,9345,4787678,0
 9346,9346,4786212,1
 9347,9347,6087624,1
 9348,9348,4214039,0
 9349,9349,5792635,1
 9350,9350,5071526,1
 9351,9351,2653374,1
 9352,9352,441156,0
 9353,9353,4123358,0
 9354,9354,4747464,0
 9355,9355,2637524,1
 9356,9356,2538188,1
 9357,9357,2334232,0
 9358,9358,2679380,1
 9359,9359,1518299,0
 9360,9360,1170237,1
 9361,9361,5490082,1
 9362,9362,6915676,1
 9363,9363,3388041,1
 9364,9364,2520967,1
 9365,9365,2602111,1
 9366,9366,4515882,0
 9367,9367,334691,1
 9368,9368,4302302,0
 9369,9369,2670384,0
 9370,9370,1513075,1
 9371,9371,5399633,0
 9372,9372,2179755,0
 9373,9373,2642533,1
 9374,9374,5452437,1
 9375,9375,4299655,0
 9376,9376,575080,1
 9377,9377,1751970,0
 9378,9378,5167405,0
 9379,9379,4480559,1
 9380,9380,5284126,1
 9381,9381,1818168,0
 9382,9382,2890688,0
 9383,9383,3534833,1
 9384,9384,3894839,0
 9385,9385,6945832,1
 9386,9386,1692899,0
 9387,9387,5121230,1
 9388,9388,251423,0
 9389,9389,1303928,0
 9390,9390,4365846,1
 9391,9391,1108468,1
 9392,9392,2524714,1
 9393,9393,4567808,1
 9394,9394,2523969,1
 9395,9395,1767833,1
 9396,9396,5270208,0
 9397,9397,5601238,0
 9398,9398,5704343,0
 9399,9399,6764370,1
 9400,9400,383110,1
 9401,9401,4663034,1
 9402,9402,5180557,1
 9403,9403,4565578,1
 9404,9404,3925127,1
 9405,9405,6652013,0
 9406,9406,6240058,0
 9407,9407,4337909,1
 9408,9408,4435520,0
 9409,9409,707218,1
 9410,9410,6051465,1
 9411,9411,3641533,1
 9412,9412,2357128,1
 9413,9413,3365110,1
 9414,9414,4328797,0
 9415,9415,1554786,0
 9416,9416,678469,1
 9417,9417,5978951,0
 9418,9418,6919337,1
 9419,9419,3469568,0
 9420,9420,4052072,1
 9421,9421,6838151,0
 9422,9422,6672472,0
 9423,9423,5335116,0
 9424,9424,2002463,0
 9425,9425,5978053,1
 9426,9426,417277,0
 9427,9427,6944256,0
 9428,9428,3172214,1
 9429,9429,4278370,0
 9430,9430,2987773,1
 9431,9431,6721290,0
 9432,9432,1856959,0
 9433,9433,5939300,1
 9434,9434,3918987,0
 9435,9435,5030173,0
 9436,9436,3731975,0
 9437,9437,5120053,0
 9438,9438,5554296,0
 9439,9439,1948654,0
 9440,9440,3489907,1
 9441,9441,3057469,1
 9442,9442,4877589,0
 9443,9443,2040662,0
 9444,9444,1541155,0
 9445,9445,229136,0
 9446,9446,2945127,0
 9447,9447,2748757,0
 9448,9448,3625835,1
 9449,9449,4590287,1
 9450,9450,1916931,0
 9451,9451,6806338,1
 9452,9452,5657616,1
 9453,9453,1321755,1
 9454,9454,6094245,0
 9455,9455,2969522,1
 9456,9456,523073,0
 9457,9457,6275599,0
 9458,9458,2916763,0
 9459,9459,4518692,1
 9460,9460,6648416,1
 9461,9461,1265609,1
 9462,9462,1217257,0
 9463,9463,5109127,1
 9464,9464,2773341,0
 9465,9465,1633882,1
 9466,9466,2002977,1
 9467,9467,6324785,0
 9468,9468,690728,1
 9469,9469,1529826,0
 9470,9470,6062859,1
 9471,9471,5535918,0
 9472,9472,6363643,0
 9473,9473,1304233,0
 9474,9474,994211,1
 9475,9475,2991382,1
 9476,9476,2704493,0
 9477,9477,1672946,1
 9478,9478,5693305,0
 9479,9479,4925011,1
 9480,9480,3029124,0
 9481,9481,4202550,1
 9482,9482,1397007,0
 9483,9483,3167413,0
 9484,9484,972317,0
 9485,9485,6281206,0
 9486,9486,4938005,1
 9487,9487,4315752,1
 9488,9488,1124662,0
 9489,9489,4916908,0
 9490,9490,2211493,0
 9491,9491,5689657,1
 9492,9492,1488965,0
 9493,9493,4904207,0
 9494,9494,2726504,0
 9495,9495,1843499,1
 9496,9496,3090509,1
 9497,9497,3462052,0
 9498,9498,430478,0
 9499,9499,4277048,1
 9500,9500,2867778,0
 9501,9501,3447786,0
 9502,9502,6572065,1
 9503,9503,3657538,1
 9504,9504,5595826,0
 9505,9505,4025675,0
 9506,9506,6966478,1
 9507,9507,4429534,1
 9508,9508,4029587,1
 9509,9509,4659871,0
 9510,9510,2666305,1
 9511,9511,4682580,1
 9512,9512,1869451,1
 9513,9513,751767,0
 9514,9514,6824018,0
 9515,9515,2583271,1
 9516,9516,4982853,0
 9517,9517,1222709,1
 9518,9518,3928152,0
 9519,9519,6928856,0
 9520,9520,4015024,0
 9521,9521,504810,1
 9522,9522,2415157,0
 9523,9523,6504658,1
 9524,9524,2210290,1
 9525,9525,5981870,1
 9526,9526,4474201,1
 9527,9527,2156817,1
 9528,9528,187240,0
 9529,9529,6469846,0
 9530,9530,3515577,0
 9531,9531,1135275,1
 9532,9532,4140408,0
 9533,9533,6269531,1
 9534,9534,3662002,1
 9535,9535,1630882,1
 9536,9536,6657932,0
 9537,9537,2451731,1
 9538,9538,2097860,0
 9539,9539,4226168,1
 9540,9540,2429521,0
 9541,9541,5163595,1
 9542,9542,6804130,1
 9543,9543,1484763,1
 9544,9544,5500586,0
 9545,9545,3131802,1
 9546,9546,1226541,0
 9547,9547,4447169,0
 9548,9548,882271,1
 9549,9549,3124356,1
 9550,9550,1584931,0
 9551,9551,1072938,1
 9552,9552,2647518,0
 9553,9553,3246831,0
 9554,9554,6316591,0
 9555,9555,2727796,1
 9556,9556,1158741,0
 9557,9557,4322171,1
 9558,9558,722133,1
 9559,9559,3240071,0
 9560,9560,1320433,1
 9561,9561,420387,0
 9562,9562,1347633,1
 9563,9563,4915141,1
 9564,9564,5322467,0
 9565,9565,2754070,0
 9566,9566,2551053,1
 9567,9567,1630875,1
 9568,9568,5391125,0
 9569,9569,1975825,0
 9570,9570,2038956,0
 9571,9571,4340333,0
 9572,9572,1791395,1
 9573,9573,957653,0
 9574,9574,3437307,1
 9575,9575,4917100,1
 9576,9576,2180367,0
 9577,9577,5025596,1
 9578,9578,5371257,1
 9579,9579,4012810,1
 9580,9580,5414003,0
 9581,9581,2914662,1
 9582,9582,4817476,0
 9583,9583,5809338,0
 9584,9584,3542528,0
 9585,9585,5141390,1
 9586,9586,5331299,0
 9587,9587,2660722,0
 9588,9588,6608476,1
 9589,9589,3210440,1
 9590,9590,4113197,0
 9591,9591,3699385,1
 9592,9592,4905982,0
 9593,9593,640936,1
 9594,9594,6066332,0
 9595,9595,3805438,0
 9596,9596,3481207,1
 9597,9597,1332696,0
 9598,9598,1828826,0
 9599,9599,781479,0
 9600,9600,5763112,1
 9601,9601,3377744,0
 9602,9602,6575924,1
 9603,9603,5022324,1
 9604,9604,5894277,0
 9605,9605,2267770,0
 9606,9606,3267302,0
 9607,9607,3823895,0
 9608,9608,2258728,0
 9609,9609,1501772,1
 9610,9610,5076319,0
 9611,9611,3788101,1
 9612,9612,134772,0
 9613,9613,4510476,0
 9614,9614,5849323,1
 9615,9615,4851844,1
 9616,9616,4662683,0
 9617,9617,4970704,0
 9618,9618,2046721,1
 9619,9619,2668731,0
 9620,9620,3465150,1
 9621,9621,3301702,0
 9622,9622,5278393,1
 9623,9623,2887356,0
 9624,9624,3063913,1
 9625,9625,3433618,1
 9626,9626,3987054,0
 9627,9627,5716329,0
 9628,9628,5620379,0
 9629,9629,2953305,0
 9630,9630,3383006,1
 9631,9631,2232425,0
 9632,9632,6785621,0
 9633,9633,1332774,1
 9634,9634,3011234,0
 9635,9635,4348536,0
 9636,9636,1454181,0
 9637,9637,3982196,0
 9638,9638,3509672,0
 9639,9639,202302,0
 9640,9640,6506088,0
 9641,9641,4584993,1
 9642,9642,6076296,1
 9643,9643,2840070,1
 9644,9644,995071,1
 9645,9645,5422845,0
 9646,9646,2574644,0
 9647,9647,5934129,1
 9648,9648,5776041,1
 9649,9649,1512113,0
 9650,9650,2547370,1
 9651,9651,6647774,1
 9652,9652,5278155,0
 9653,9653,966414,0
 9654,9654,4048823,1
 9655,9655,622329,1
 9656,9656,4270414,0
 9657,9657,374610,0
 9658,9658,1252280,1
 9659,9659,6223671,0
 9660,9660,403102,0
 9661,9661,6268782,0
 9662,9662,4437732,1
 9663,9663,1001747,0
 9664,9664,3589649,1
 9665,9665,4647102,1
 9666,9666,1456263,1
 9667,9667,3085280,0
 9668,9668,5252256,0
 9669,9669,901334,0
 9670,9670,1575166,1
 9671,9671,6327648,1
 9672,9672,3377883,0
 9673,9673,259114,0
 9674,9674,4521224,1
 9675,9675,4892975,0
 9676,9676,4879341,0
 9677,9677,4121593,0
 9678,9678,678699,1
 9679,9679,3041300,0
 9680,9680,3000459,1
 9681,9681,3107905,0
 9682,9682,2895539,1
 9683,9683,2827895,0
 9684,9684,6652622,0
 9685,9685,1773851,0
 9686,9686,498120,0
 9687,9687,1951264,1
 9688,9688,3141709,0
 9689,9689,6634267,0
 9690,9690,3601754,0
 9691,9691,1537372,0
 9692,9692,5821882,1
 9693,9693,4330600,1
 9694,9694,1368183,0
 9695,9695,4539153,1
 9696,9696,5647179,1
 9697,9697,5660463,0
 9698,9698,1958959,1
 9699,9699,3495182,1
 9700,9700,1301238,1
 9701,9701,1441813,1
 9702,9702,736140,0
 9703,9703,3902204,1
 9704,9704,4004230,1
 9705,9705,717461,1
 9706,9706,6139362,1
 9707,9707,4983024,0
 9708,9708,5787388,0
 9709,9709,2575002,0
 9710,9710,3960202,0
 9711,9711,1134956,0
 9712,9712,1469067,1
 9713,9713,6764253,1
 9714,9714,6982222,0
 9715,9715,6551939,0
 9716,9716,6469892,1
 9717,9717,1679815,0
 9718,9718,2223899,0
 9719,9719,4125557,1
 9720,9720,6927399,0
 9721,9721,2918850,0
 9722,9722,6593218,0
 9723,9723,4365395,0
 9724,9724,1459522,0
 9725,9725,6495811,0
 9726,9726,6372236,1
 9727,9727,4051797,1
 9728,9728,5328410,0
 9729,9729,4038101,0
 9730,9730,196597,0
 9731,9731,1982536,0
 9732,9732,3857397,1
 9733,9733,6616692,1
 9734,9734,469893,0
 9735,9735,2206310,1
 9736,9736,4138780,0
 9737,9737,3041737,1
 9738,9738,5536079,1
 9739,9739,962429,1
 9740,9740,2331604,1
 9741,9741,2747821,0
 9742,9742,3041660,0
 9743,9743,529947,1
 9744,9744,6989393,1
 9745,9745,1317897,0
 9746,9746,6399149,1
 9747,9747,6998762,0
 9748,9748,3060955,1
 9749,9749,4300522,1
 9750,9750,4042223,0
 9751,9751,5605278,1
 9752,9752,5578734,0
 9753,9753,1771558,0
 9754,9754,1146629,1
 9755,9755,2621638,1
 9756,9756,6865034,1
 9757,9757,1159783,0
 9758,9758,1135495,0
 9759,9759,3265865,0
 9760,9760,5793526,0
 9761,9761,2011751,0
 9762,9762,2231082,1
 9763,9763,6989317,1
 9764,9764,1592225,1
 9765,9765,5317967,1
 9766,9766,4908868,1
 9767,9767,4931305,1
 9768,9768,3984398,1
 9769,9769,4960221,0
 9770,9770,5790949,0
 9771,9771,5689038,1
 9772,9772,5026560,0
 9773,9773,6689697,0
 9774,9774,4554981,0
 9775,9775,4611504,0
 9776,9776,4568980,1
 9777,9777,2778917,1
 9778,9778,5416671,0
 9779,9779,4510929,0
 9780,9780,6561994,0
 9781,9781,2063511,0
 9782,9782,5053820,0
 9783,9783,6698218,1
 9784,9784,2798971,1
 9785,9785,4415179,1
 9786,9786,4006865,1
 9787,9787,2839800,1
 9788,9788,3827885,0
 9789,9789,2186393,0
 9790,9790,2701190,0
 9791,9791,266347,0
 9792,9792,4474840,0
 9793,9793,174015,0
 9794,9794,2874906,1
 9795,9795,2277866,0
 9796,9796,4799595,0
 9797,9797,2599622,1
 9798,9798,6219866,1
 9799,9799,1841572,1
 9800,9800,1848190,0
 9801,9801,4266612,1
 9802,9802,6557456,1
 9803,9803,4383925,0
 9804,9804,3767637,1
 9805,9805,819893,0
 9806,9806,2537225,0
 9807,9807,1497819,0
 9808,9808,5835714,1
 9809,9809,977607,1
 9810,9810,6934258,0
 9811,9811,6903004,1
 9812,9812,2677858,0
 9813,9813,551021,0
 9814,9814,6186385,0
 9815,9815,3200924,0
 9816,9816,3035215,1
 9817,9817,4706992,0
 9818,9818,4789633,1
 9819,9819,4714902,1
 9820,9820,2229802,1
 9821,9821,1567321,1
 9822,9822,3542184,1
 9823,9823,5335925,1
 9824,9824,3123122,0
 9825,9825,5445471,0
 9826,9826,6353520,0
 9827,9827,2896692,1
 9828,9828,5696344,0
 9829,9829,2262398,1
 9830,9830,322024,1
 9831,9831,1928282,0
 9832,9832,5144041,0
 9833,9833,4420603,1
 9834,9834,1358640,0
 9835,9835,1723067,1
 9836,9836,6424670,1
 9837,9837,4160138,1
 9838,9838,2340864,1
 9839,9839,3733549,0
 9840,9840,4672540,0
 9841,9841,5350739,0
 9842,9842,921504,1
 9843,9843,6734874,0
 9844,9844,5168496,0
 9845,9845,688416,0
 9846,9846,1612181,1
 9847,9847,99727,0
 9848,9848,3434474,0
 9849,9849,1255882,0
 9850,9850,561543,1
 9851,9851,5598593,0
 9852,9852,5636536,1
 9853,9853,202861,0
 9854,9854,5827078,1
 9855,9855,5791844,0
 9856,9856,4699584,0
 9857,9857,1859630,0
 9858,9858,6360125,0
 9859,9859,6773102,1
 9860,9860,6807962,1
 9861,9861,604916,1
 9862,9862,3039229,0
 9863,9863,5878959,1
 9864,9864,1510969,1
 9865,9865,1081137,0
 9866,9866,963177,1
 9867,9867,2500190,0
 9868,9868,4782540,1
 9869,9869,573286,1
 9870,9870,407388,1
 9871,9871,2923114,1
 9872,9872,509908,1
 9873,9873,3002421,0
 9874,9874,107495,0
 9875,9875,3005634,0
 9876,9876,2181859,0
 9877,9877,6394604,0
 9878,9878,5643260,1
 9879,9879,5751466,1
 9880,9880,1309637,0
 9881,9881,2233799,1
 9882,9882,6833584,1
 9883,9883,1077422,0
 9884,9884,6041565,1
 9885,9885,5419521,1
 9886,9886,4324280,1
 9887,9887,3243494,0
 9888,9888,2569980,0
 9889,9889,6230004,0
 9890,9890,3229843,1
 9891,9891,3717251,1
 9892,9892,3380057,1
 9893,9893,2682463,0
 9894,9894,4393250,1
 9895,9895,1019897,0
 9896,9896,529388,0
 9897,9897,2551884,0
 9898,9898,6012834,1
 9899,9899,5071116,0
 9900,9900,5459657,1
 9901,9901,5170441,0
 9902,9902,2372361,0
 9903,9903,6423252,1
 9904,9904,184506,1
 9905,9905,4283592,1
 9906,9906,278999,1
 9907,9907,1551905,0
 9908,9908,4565204,0
 9909,9909,3555873,1
 9910,9910,6847817,0
 9911,9911,4571164,1
 9912,9912,6761152,0
 9913,9913,3779829,1
 9914,9914,3867089,0
 9915,9915,4931069,1
 9916,9916,3364942,1
 9917,9917,5767784,1
 9918,9918,6663170,0
 9919,9919,600730,0
 9920,9920,1048144,1
 9921,9921,2330497,0
 9922,9922,5002517,0
 9923,9923,3303240,0
 9924,9924,6207159,1
 9925,9925,4938391,1
 9926,9926,6001268,0
 9927,9927,440571,1
 9928,9928,3555621,1
 9929,9929,1569163,1
 9930,9930,4207377,0
 9931,9931,330787,0
 9932,9932,1017693,0
 9933,9933,3806391,1
 9934,9934,6146233,1
 9935,9935,1887843,0
 9936,9936,4107049,1
 9937,9937,1572797,0
 9938,9938,4206320,0
 9939,9939,4379951,0
 9940,9940,3225492,0
 9941,9941,5939900,1
 9942,9942,2127230,0
 9943,9943,5116043,1
 9944,9944,4841113,1
 9945,9945,3197574,1
 9946,9946,1352163,1
 9947,9947,5494537,0
 9948,9948,512697,0
 9949,9949,3220200,1
 9950,9950,5830814,0
 9951,9951,4461227,0
 9952,9952,1636393,0
 9953,9953,2309261,0
 9954,9954,5313289,0
 9955,9955,5127381,1
 9956,9956,1148682,0
 9957,9957,1050571,0
 9958,9958,1441763,1
 9959,9959,5583782,1
 9960,9960,2683185,1
 9961,9961,195065,0
 9962,9962,495890,1
 9963,9963,6277386,0
 9964,9964,1862805,0
 9965,9965,5045642,1
 9966,9966,5001474,1
 9967,9967,1705663,0
 9968,9968,4342985,1
 9969,9969,2145517,1
 9970,9970,2869976,1
 9971,9971,2946841,0
 9972,9972,3226998,1
 9973,9973,5803565,0
 9974,9974,6671992,0
 9975,9975,5280829,0
 9976,9976,6769428,1
 9977,9977,4367146,1
 9978,9978,4056365,1
 9979,9979,2135816,1
 9980,9980,4839238,1
 9981,9981,6432651,1
 9982,9982,998592,0
 9983,9983,2059376,0
 9984,9984,3995093,1
 9985,9985,5556467,1
 9986,9986,1123011,1
 9987,9987,3902617,1
 9988,9988,2416015,0
 9989,9989,6038637,0
 9990,9990,6465309,1
 9991,9991,3855215,0
 9992,9992,6477414,0
 9993,9993,579206,0
 9994,9994,6518971,0
 9995,9995,2775127,0
 9996,9996,4644870,0
 9997,9997,1702636,1
 9998,9998,2285486,1
 9999,9999,3631933,0
 10000,10000,214523,0
 10001,10001,1662784,1
 10002,10002,2478899,0
 10003,10003,2096963,0
 10004,10004,3790182,1
 10005,10005,473884,1
 10006,10006,5577603,0
 10007,10007,6430154,0
 10008,10008,3255297,0
 10009,10009,1474540,1
 10010,10010,798578,1
 10011,10011,2934654,1
 10012,10012,2468736,1
 10013,10013,90473,1
 10014,10014,2033261,0
 10015,10015,2922052,1
 10016,10016,4832241,0
 10017,10017,6621631,0
 10018,10018,5429602,0
 10019,10019,3321494,0
 10020,10020,2855930,1
 10021,10021,1809561,1
 10022,10022,112691,0
 10023,10023,2549482,1
 10024,10024,4074422,1
 10025,10025,1458563,0
 10026,10026,4939293,0
 10027,10027,1663285,0
 10028,10028,6528641,0
 10029,10029,1663991,1
 10030,10030,4141245,0
 10031,10031,256564,0
 10032,10032,996609,0
 10033,10033,3473677,1
 10034,10034,2355290,0
 10035,10035,6141475,0
 10036,10036,656522,0
 10037,10037,1577081,0
 10038,10038,1804734,0
 10039,10039,1960164,0
 10040,10040,4661531,0
 10041,10041,4510229,1
 10042,10042,3911837,1
 10043,10043,218664,0
 10044,10044,6417672,1
 10045,10045,2292212,0
 10046,10046,5510089,1
 10047,10047,5621706,0
 10048,10048,2567645,0
 10049,10049,2627634,0
 10050,10050,6171723,1
 10051,10051,1323871,0
 10052,10052,2341671,0
 10053,10053,5264465,1
 10054,10054,1842756,1
 10055,10055,4386596,1
 10056,10056,2185784,1
 10057,10057,1904097,1
 10058,10058,5084222,1
 10059,10059,844663,1
 10060,10060,5293056,0
 10061,10061,3216995,0
 10062,10062,1694192,1
 10063,10063,733279,0
 10064,10064,2519264,1
 10065,10065,5937807,1
 10066,10066,761262,0
 10067,10067,635600,0
 10068,10068,443487,1
 10069,10069,502939,1
 10070,10070,4421053,0
 10071,10071,4703976,1
 10072,10072,1072754,1
 10073,10073,1309085,0
 10074,10074,441920,0
 10075,10075,4589710,0
 10076,10076,6989992,1
 10077,10077,5450305,0
