ID, BANIERA, YACUZZI, SALA, COCINETA
 4494,1,0,1,1
 4495,1,0,0,1
 4496,0,1,0,1
 4497,1,1,0,0
 4498,0,1,1,1
 4499,0,0,1,0
 4500,1,1,0,0
 4501,0,1,1,1
 4502,0,1,0,0
 4503,1,1,1,0
 4504,1,1,1,0
 4505,1,0,0,0
 4506,0,1,1,1
 4507,1,0,0,1
 4508,1,0,1,1
 4509,0,1,1,0
 4510,0,1,0,1
 4511,1,1,0,0
 4512,0,1,1,0
 4513,1,1,0,0
 4514,1,1,1,0
 4515,0,1,1,0
 4516,0,1,0,1
 4517,0,1,0,0
 4518,0,0,0,1
 4519,1,0,0,1
 4520,0,1,0,1
 4521,0,1,1,1
 4522,1,1,1,0
 4523,0,0,1,1
 4524,1,1,1,0
 4525,1,0,1,0
 4526,1,1,1,1
 4527,1,0,1,1
 4528,0,1,0,0
 4529,1,1,1,1
 4530,0,1,0,1
 4531,1,1,0,1
 4532,0,1,1,1
 4533,0,0,1,0
 4534,1,1,1,0
 4535,1,0,0,0
 4536,1,1,1,1
 4537,0,1,1,0
 4538,1,1,1,0
 4539,0,1,1,0
 4540,1,0,1,1
 4541,1,1,0,0
 4542,0,0,0,1
 4543,0,0,0,0
 4544,1,0,0,0
 4545,0,1,0,0
 4546,0,0,1,0
 4547,0,0,1,0
 4548,0,0,0,0
 4549,1,1,1,0
 4550,0,1,0,1
 4551,0,0,0,1
 4552,1,1,0,1
 4553,1,1,1,1
 4554,1,1,0,1
 4555,1,0,1,0
 4556,1,0,1,0
 4557,0,1,0,0
 4558,0,0,0,1
 4559,0,0,1,1
 4560,0,0,0,0
 4561,0,1,1,0
 4562,0,1,0,0
 4563,1,1,1,0
 4564,0,1,0,0
 4565,0,1,1,0
 4566,1,1,0,0
 4567,1,0,1,1
 4568,1,1,0,0
 4569,0,0,1,0
 4570,1,1,1,1
 4571,0,0,1,0
 4572,0,0,0,1
 4573,1,0,0,1
 4574,0,1,1,1
 4575,0,0,1,0
 4576,1,0,0,1
 4577,1,0,1,1
 4578,1,0,1,0
 4579,0,1,0,1
 4580,1,1,0,0
 4581,0,1,1,1
 4582,1,1,1,1
 4583,1,1,0,1
 4584,0,1,0,1
 4585,1,0,1,0
 4586,0,1,1,0
 4587,0,0,0,1
 4588,1,0,1,1
 4589,1,0,1,0
 4590,0,0,1,0
 4591,1,0,1,0
 4592,0,1,1,1
 4593,1,1,0,1
 4594,0,1,1,0
 4595,0,0,0,1
 4596,0,1,0,1
 4597,1,1,1,0
 4598,0,1,0,0
 4599,0,0,0,0
 4600,1,0,1,0
 4601,1,0,0,1
 4602,1,0,0,0
 4603,0,1,1,1
 4604,1,0,0,1
 4605,1,0,1,1
 4606,0,1,0,1
 4607,1,0,0,0
 4608,1,1,1,1
 4609,1,1,0,0
 4610,0,1,1,0
 4611,1,0,0,1
 4612,1,1,1,1
 4613,1,0,1,1
 4614,1,1,1,0
 4615,1,0,0,0
 4616,0,1,1,0
 4617,0,1,0,0
 4618,1,0,1,1
 4619,1,1,0,1
 4620,1,0,0,0
 4621,0,0,1,0
 4622,0,0,0,0
 4623,0,1,0,0
 4624,1,0,1,0
 4625,1,0,0,0
 4626,1,0,0,1
 4627,1,0,1,0
 4628,1,1,0,0
 4629,1,1,0,0
 4630,1,1,1,0
 4631,0,0,0,0
 4632,1,1,0,1
 4633,0,0,1,0
 4634,1,1,0,1
 4635,0,1,0,0
 4636,0,0,0,1
 4637,0,1,0,1
 4638,0,0,1,0
 4639,1,0,0,1
 4640,0,0,0,0
 4641,0,0,0,1
 4642,1,1,0,0
 4643,0,1,1,1
 4644,1,1,0,1
 4645,0,0,0,0
 4646,0,0,0,0
 4647,1,1,1,0
 4648,1,1,1,1
 4649,1,0,1,0
 4650,1,0,1,0
 4651,0,1,1,1
 4652,0,1,1,0
 4653,1,1,0,1
 4654,1,1,0,1
 4655,0,0,1,0
 4656,0,0,1,1
 4657,0,1,0,1
 4658,1,1,0,0
 4659,0,0,0,0
 4660,0,1,0,0
 4661,0,1,0,1
 4662,1,1,0,0
 4663,1,0,0,0
 4664,0,1,1,0
 4665,1,0,1,0
 4666,0,1,1,0
 4667,1,1,1,1
 4668,0,0,1,0
 4669,0,1,0,0
 4670,0,1,1,1
 4671,0,0,0,0
 4672,1,0,1,0
 4673,1,1,1,1
 4674,1,0,0,1
 4675,1,0,1,0
 4676,0,0,1,0
 4677,0,0,1,0
 4678,0,1,0,0
 4679,0,0,0,0
 4680,1,1,1,1
 4681,1,1,0,0
 4682,0,0,1,0
 4683,0,0,1,0
 4684,1,1,0,0
 4685,1,0,0,1
 4686,1,1,1,0
 4687,1,0,1,1
 4688,1,1,1,1
 4689,0,0,1,0
 4690,0,0,0,0
 4691,0,0,0,1
 4692,0,1,1,0
 4693,1,0,0,0
 4694,1,1,0,1
 4695,1,0,1,1
 4696,1,0,0,1
 4697,1,1,0,1
 4698,0,0,0,1
 4699,0,0,0,0
 4700,1,1,0,0
 4701,1,0,0,0
 4702,0,0,0,1
 4703,0,0,0,0
 4704,0,0,1,1
 4705,1,0,0,1
 4706,0,1,0,0
 4707,0,0,1,1
 4708,0,1,0,0
 4709,0,0,0,1
 4710,0,1,1,0
 4711,1,1,0,1
 4712,1,0,1,1
 4713,1,1,0,1
 4714,0,1,1,1
 4715,0,1,0,0
 4716,0,1,1,0
 4717,0,0,1,1
 4718,0,1,0,0
 4719,1,0,0,0
 4720,0,0,0,0
 4721,0,0,0,1
 4722,0,0,0,1
 4723,1,1,0,1
 4724,0,1,1,0
 4725,1,1,1,0
 4726,0,0,1,1
 4727,0,0,1,0
 4728,0,1,1,1
 4729,0,1,0,0
 4730,1,1,1,0
 4731,1,0,0,0
 4732,1,1,1,0
 4733,1,0,1,1
 4734,1,0,0,0
 4735,0,0,1,1
 4736,0,0,0,1
 4737,0,0,1,0
 4738,0,0,0,0
 4739,0,0,1,1
 4740,1,1,1,1
 4741,0,1,1,1
 4742,0,0,0,0
 4743,0,0,1,0
 4744,0,0,0,0
 4745,0,1,0,0
 4746,1,0,1,1
 4747,0,1,0,0
 4748,0,0,0,1
 4749,0,1,1,1
 4750,0,1,0,0
 4751,1,0,0,0
 4752,1,0,1,0
 4753,0,1,0,1
 4754,0,1,1,0
 4755,0,1,1,1
 4756,0,1,1,0
 4757,0,0,1,1
 4758,0,0,1,1
 4759,0,0,1,0
 4760,1,0,0,0
 4761,0,1,1,1
 4762,1,0,0,0
 4763,0,0,1,0
 4764,1,0,1,0
 4765,0,1,0,1
 4766,0,1,0,1
 4767,0,1,0,0
 4768,1,0,1,0
 4769,1,0,1,1
 4770,1,0,1,0
 4771,1,1,0,1
 4772,1,1,0,1
 4773,1,0,1,0
 4774,0,1,0,0
 4775,0,0,0,1
 4776,0,1,0,1
 4777,0,1,1,0
 4778,0,1,0,1
 4779,0,1,0,1
 4780,1,1,1,1
 4781,0,0,0,1
 4782,0,1,0,0
 4783,0,1,1,1
 4784,1,0,1,0
 4785,0,1,1,1
 4786,0,1,1,0
 4787,1,0,0,1
 4788,1,1,1,1
 4789,1,1,1,0
 4790,0,0,1,0
 4791,1,0,1,1
 4792,1,0,0,0
 4793,0,0,1,1
 4794,0,1,0,0
 4795,0,1,1,1
 4796,0,1,0,0
 4797,1,0,1,1
 4798,0,0,1,1
 4799,1,1,1,0
 4800,1,1,0,1
 4801,0,1,0,0
 4802,0,0,0,0
 4803,0,1,0,0
 4804,1,0,0,1
 4805,1,1,0,1
 4806,1,0,1,0
 4807,1,0,1,0
 4808,0,1,1,0
 4809,1,1,1,0
 4810,0,0,1,1
 4811,0,0,1,0
 4812,0,1,0,1
 4813,1,1,1,0
 4814,1,0,1,0
 4815,1,1,0,0
 4816,0,0,1,1
 4817,1,1,0,1
 4818,0,1,1,0
 4819,0,1,1,1
 4820,0,1,1,0
 4821,0,0,1,1
 4822,1,1,0,1
 4823,0,1,1,0
 4824,1,1,1,0
 4825,0,1,0,0
 4826,1,0,1,1
 4827,0,0,1,0
 4828,0,0,0,1
 4829,1,0,1,0
 4830,0,0,1,0
 4831,1,0,1,1
 4832,0,0,0,1
 4833,1,0,0,1
 4834,0,0,1,0
 4835,1,0,1,0
 4836,0,1,1,1
 4837,0,0,0,1
 4838,1,1,1,0
 4839,0,1,1,1
 4840,1,0,0,1
 4841,0,1,0,0
 4842,0,0,0,1
 4843,0,1,0,0
 4844,0,1,0,1
 4845,1,0,1,0
 4846,0,1,1,1
 4847,1,0,0,0
 4848,0,0,1,0
 4849,1,1,1,1
 4850,0,0,0,0
 4851,0,1,0,0
 4852,0,1,1,0
 4853,1,0,1,1
 4854,0,1,1,1
 4855,1,1,1,0
 4856,0,1,0,0
 4857,1,1,1,1
 4858,1,1,1,0
 4859,0,0,0,1
 4860,1,1,0,0
 4861,0,0,1,1
 4862,1,1,1,1
 4863,1,1,0,1
 4864,1,1,1,0
 4865,0,0,0,0
 4866,1,0,0,0
 4867,1,0,0,1
 4868,1,0,1,1
 4869,0,1,0,0
 4870,0,0,0,0
 4871,0,1,0,0
 4872,0,0,0,1
 4873,0,0,1,0
 4874,1,0,1,1
 4875,1,0,0,0
 4876,0,0,0,1
 4877,0,0,0,1
 4878,0,0,1,0
 4879,0,1,1,1
 4880,1,0,0,0
 4881,0,0,0,0
 4882,0,1,0,0
 4883,1,0,0,1
 4884,0,0,1,1
 4885,0,1,0,1
 4886,0,0,0,0
 4887,1,1,1,1
 4888,0,1,1,0
 4889,1,1,1,1
 4890,1,1,1,0
 4891,1,0,0,0
 4892,0,0,1,1
 4893,0,0,1,0
 4894,1,0,0,1
 4895,1,1,1,1
 4896,1,0,1,0
 4897,0,1,0,0
 4898,0,1,0,0
 4899,0,1,1,0
 4900,0,0,1,1
 4901,1,1,1,0
 4902,0,0,0,1
 4903,1,0,0,0
 4904,0,0,0,1
 4905,0,1,1,1
 4906,0,0,0,1
 4907,0,0,1,0
 4908,1,1,1,1
 4909,0,1,1,1
 4910,1,0,1,1
 4911,0,1,0,1
 4912,0,0,0,0
 4913,0,0,1,1
 4914,1,1,0,1
 4915,1,0,1,1
 4916,0,1,1,0
 4917,1,0,1,1
 4918,0,1,1,0
 4919,1,0,1,0
 4920,1,0,1,1
 4921,1,0,0,0
 4922,1,1,0,0
 4923,0,1,0,0
 4924,0,0,1,1
 4925,1,1,0,0
 4926,1,1,0,1
 4927,1,0,1,0
 4928,1,1,1,0
 4929,1,0,1,1
 4930,1,0,1,0
 4931,0,0,0,1
 4932,0,0,0,0
 4933,0,0,0,1
 4934,0,0,1,0
 4935,1,0,0,0
 4936,0,1,1,1
 4937,0,0,0,1
 4938,1,0,1,0
 4939,1,1,1,1
 4940,1,0,0,1
 4941,0,0,0,0
 4942,0,0,0,1
 4943,0,1,1,1
 4944,1,0,1,0
 4945,1,0,1,0
 4946,1,1,1,0
 4947,0,1,1,0
 4948,1,0,1,1
 4949,1,1,0,0
 4950,1,0,1,1
 4951,1,0,0,1
 4952,0,1,1,0
 4953,0,1,1,0
 4954,0,0,0,1
 4955,0,0,1,0
 4956,0,1,0,0
 4957,0,1,1,0
 4958,0,1,1,1
 4959,1,0,1,0
 4960,0,1,1,0
 4961,0,0,1,0
 4962,0,1,1,1
 4963,1,0,1,1
 4964,0,0,1,1
 4965,1,0,0,1
 4966,0,0,0,1
 4967,1,0,0,0
 4968,0,0,0,1
 4969,0,1,0,1
 4970,0,0,0,0
 4971,1,0,1,0
 4972,1,0,0,1
 4973,0,1,0,0
 4974,1,1,1,1
 4975,0,1,0,0
 4976,1,0,0,0
 4977,0,1,0,1
 4978,1,1,1,1
 4979,0,0,1,1
 4980,0,0,0,1
 4981,1,0,1,1
 4982,1,0,0,0
 4983,0,0,1,0
 4984,0,1,0,0
 4985,0,1,0,1
 4986,0,1,0,0
 4987,1,0,1,0
 4988,0,0,1,0
 4989,1,1,1,0
 4990,0,1,1,1
 4991,0,1,0,0
 4992,0,1,1,0
 4993,1,1,0,0
 4994,0,1,0,1
 4995,0,1,0,0
 4996,0,1,0,1
 4997,1,1,0,1
 4998,1,0,1,0
 4999,0,1,1,0
 5000,0,0,1,1
 5001,1,1,1,0
 5002,0,1,0,1
 5003,1,0,1,1
 5004,1,0,0,0
 5005,1,1,0,0
 5006,0,1,0,1
 5007,1,1,0,0
 5008,0,0,0,1
 5009,0,0,1,0
 5010,0,0,0,0
 5011,1,1,0,0
 5012,1,0,1,0
 5013,0,1,1,0
 5014,1,0,0,1
 5015,1,1,1,0
 5016,0,0,0,1
 5017,0,1,0,0
 5018,1,1,0,0
 5019,1,0,1,1
 5020,1,1,1,0
 5021,1,0,0,0
 5022,0,1,1,1
 5023,1,0,0,1
 5024,1,1,0,0
 5025,1,1,0,0
 5026,0,0,0,0
 5027,1,1,0,0
 5028,1,0,1,1
 5029,1,1,1,0
 5030,1,1,0,1
 5031,1,1,0,0
 5032,1,0,0,0
 5033,1,1,1,0
 5034,1,0,1,0
 5035,1,0,0,1
 5036,0,0,0,1
 5037,1,0,0,0
 5038,0,1,0,1
 5039,1,1,0,1
 5040,1,0,0,0
 5041,1,1,0,0
 5042,1,0,0,0
 5043,0,1,1,1
 5044,1,0,0,1
 5045,0,0,0,0
 5046,0,1,0,1
 5047,1,1,0,0
 5048,1,0,0,1
 5049,0,0,1,1
 5050,1,0,0,0
 5051,1,0,0,0
 5052,0,0,1,0
 5053,0,1,0,1
 5054,0,0,1,0
 5055,0,1,0,1
 5056,0,0,1,1
 5057,1,1,1,0
 5058,0,0,1,1
 5059,0,0,0,1
 5060,0,1,1,1
 5061,0,0,0,1
 5062,1,0,0,0
 5063,1,0,1,0
 5064,0,0,1,1
 5065,0,1,1,1
 5066,1,1,1,1
 5067,1,1,0,0
 5068,0,1,0,1
 5069,1,1,1,1
 5070,1,0,0,0
 5071,0,0,0,1
 5072,0,0,1,0
 5073,1,1,1,0
 5074,1,0,1,0
 5075,0,0,1,1
 5076,1,1,0,1
 5077,1,0,1,0
 5078,0,0,0,0
 5079,1,0,1,0
 5080,0,0,0,0
 5081,1,1,1,1
 5082,0,0,0,0
 5083,1,0,1,0
 5084,1,0,1,0
 5085,0,1,0,0
 5086,0,0,1,1
 5087,0,1,1,0
 5088,0,1,1,1
 5089,1,1,1,1
 5090,1,1,1,0
 5091,1,1,1,1
 5092,1,0,0,0
 5093,1,0,1,0
 5094,1,0,0,0
 5095,0,0,1,1
 5096,1,0,1,0
 5097,1,1,0,1
 5098,0,0,1,1
 5099,1,0,0,0
 5100,1,1,0,0
 5101,1,0,0,1
 5102,0,0,1,0
 5103,0,0,0,1
 5104,0,0,1,1
 5105,0,0,0,0
 5106,0,1,0,1
 5107,0,1,1,1
 5108,1,0,1,1
 5109,1,1,0,0
 5110,1,0,1,0
 5111,0,0,0,0
 5112,0,1,0,1
 5113,0,1,0,0
 5114,0,0,1,0
 5115,0,1,0,0
 5116,0,0,0,0
 5117,1,1,0,0
 5118,0,1,0,0
 5119,1,1,0,1
 5120,0,0,1,1
 5121,0,1,1,0
 5122,0,1,0,1
 5123,1,0,1,1
 5124,0,1,1,1
 5125,1,0,1,1
 5126,0,0,1,0
 5127,1,1,1,0
 5128,1,1,0,0
 5129,1,0,0,0
 5130,1,0,0,0
 5131,0,1,1,0
 5132,1,0,0,0
 5133,1,0,0,1
 5134,0,0,1,0
 5135,0,0,0,1
 5136,0,1,0,1
 5137,1,0,1,1
 5138,0,0,0,0
 5139,0,0,1,0
 5140,1,1,0,1
 5141,1,0,0,0
 5142,0,0,0,0
 5143,0,0,0,1
 5144,1,0,1,0
 5145,1,0,1,0
 5146,0,1,1,0
 5147,0,0,0,0
 5148,0,1,0,0
 5149,0,0,1,1
 5150,0,1,1,0
 5151,0,1,1,1
 5152,1,0,0,1
 5153,1,1,1,1
 5154,1,1,1,0
 5155,0,1,1,0
 5156,1,1,1,1
 5157,1,0,0,0
 5158,1,1,0,0
 5159,1,0,1,1
 5160,0,1,1,0
 5161,1,0,0,0
 5162,0,0,1,1
 5163,1,1,0,1
 5164,0,1,1,0
 5165,1,1,0,1
 5166,0,1,0,1
 5167,0,1,1,0
 5168,1,0,0,0
 5169,1,1,1,0
 5170,1,1,1,1
 5171,0,1,0,0
 5172,0,0,1,1
 5173,0,0,1,0
 5174,1,0,1,1
 5175,0,0,1,1
 5176,1,0,0,1
 5177,1,1,1,0
 5178,1,0,1,1
 5179,1,1,1,1
 5180,1,0,0,1
 5181,0,0,0,0
 5182,0,0,1,1
 5183,1,0,0,1
 5184,0,1,1,1
 5185,1,1,1,0
 5186,0,0,0,1
 5187,1,0,1,1
 5188,1,1,1,0
 5189,0,1,0,0
 5190,1,0,0,0
 5191,0,0,0,0
 5192,0,0,1,0
 5193,0,1,0,0
 5194,0,0,1,1
 5195,1,0,1,1
 5196,1,0,1,0
 5197,0,0,0,0
 5198,0,1,1,1
 5199,0,1,0,0
 5200,1,0,0,1
 5201,0,0,0,1
 5202,0,0,0,1
 5203,0,1,0,0
 5204,0,1,1,1
 5205,1,1,1,1
 5206,1,0,1,0
 5207,1,0,0,1
 5208,0,1,0,0
 5209,1,1,1,1
 5210,1,0,0,1
 5211,0,0,0,0
 5212,0,1,1,0
 5213,0,0,0,1
 5214,1,1,0,0
 5215,1,1,1,0
 5216,1,1,1,1
 5217,1,0,0,0
 5218,0,0,1,0
 5219,1,1,1,1
 5220,1,0,0,1
 5221,0,1,0,1
 5222,0,0,0,1
 5223,0,0,1,0
 5224,0,0,1,0
 5225,0,1,1,1
 5226,0,1,0,0
 5227,1,0,0,1
 5228,0,0,0,1
 5229,1,0,0,0
 5230,0,0,0,0
 5231,1,0,1,1
 5232,1,1,0,1
 5233,0,1,0,1
 5234,1,0,1,1
 5235,0,1,0,1
 5236,0,1,0,1
 5237,0,0,0,0
 5238,1,1,0,0
 5239,1,1,0,1
 5240,1,0,0,0
 5241,1,0,1,0
 5242,1,1,0,0
 5243,0,0,1,1
 5244,1,1,1,0
 5245,0,0,1,1
 5246,1,1,0,0
 5247,0,1,1,1
 5248,0,1,0,0
 5249,1,1,0,0
 5250,1,0,0,0
 5251,1,1,0,0
 5252,1,0,1,1
 5253,0,0,0,0
 5254,1,0,1,0
 5255,0,1,1,1
 5256,0,0,1,0
 5257,1,1,1,1
 5258,1,1,0,0
 5259,0,0,1,0
 5260,1,1,1,1
 5261,0,1,1,1
 5262,0,1,0,0
 5263,1,1,0,1
 5264,1,0,1,1
 5265,0,0,1,1
 5266,1,0,0,0
 5267,1,1,1,1
 5268,1,1,1,0
 5269,1,0,0,1
 5270,0,1,0,1
 5271,1,1,0,0
 5272,0,1,0,0
 5273,0,1,1,0
 5274,1,1,1,1
 5275,0,0,1,0
 5276,1,0,1,0
 5277,0,1,1,1
 5278,0,0,1,1
 5279,1,0,1,1
 5280,0,1,1,0
 5281,1,1,1,0
 5282,0,1,1,1
 5283,0,1,0,0
 5284,1,0,0,0
 5285,1,0,1,1
 5286,0,1,0,1
 5287,1,0,0,0
 5288,0,0,0,1
 5289,0,0,1,1
 5290,0,0,0,0
 5291,1,0,1,0
 5292,1,1,1,1
 5293,0,1,0,1
 5294,0,1,1,1
 5295,0,1,0,0
 5296,0,0,0,0
 5297,1,1,1,1
 5298,1,1,1,0
 5299,1,1,0,0
 5300,1,1,0,1
 5301,1,0,1,1
 5302,0,1,0,0
 5303,1,1,1,0
 5304,1,0,0,1
 5305,0,0,0,1
 5306,1,1,1,1
 5307,1,1,0,0
 5308,1,0,1,0
 5309,0,0,1,0
 5310,0,0,1,0
 5311,1,0,1,0
 5312,0,1,0,0
 5313,0,1,0,1
 5314,1,0,1,0
 5315,1,1,1,1
 5316,0,1,0,1
 5317,1,0,0,1
 5318,1,0,0,0
 5319,0,0,0,0
 5320,0,0,0,0
 5321,1,1,0,0
 5322,0,0,0,1
 5323,1,1,0,0
 5324,0,0,0,0
 5325,1,1,0,1
 5326,1,0,1,0
 5327,1,1,0,0
 5328,1,0,1,1
 5329,1,0,0,1
 5330,1,1,1,0
 5331,0,0,1,0
 5332,1,1,1,0
 5333,1,0,0,1
 5334,0,0,0,0
 5335,1,0,0,0
 5336,1,1,0,1
 5337,0,0,1,1
 5338,1,0,1,0
 5339,1,1,1,0
 5340,0,0,1,1
 5341,1,1,0,1
 5342,0,1,0,1
 5343,1,1,1,1
 5344,1,1,0,1
 5345,0,0,0,1
 5346,0,0,0,1
 5347,1,0,0,0
 5348,0,1,1,0
 5349,0,0,1,1
 5350,1,0,0,1
 5351,0,1,0,1
 5352,0,0,1,0
 5353,1,1,1,1
 5354,1,0,0,0
 5355,1,0,1,1
 5356,0,0,0,1
 5357,0,1,0,0
 5358,1,1,0,0
 5359,0,0,0,0
 5360,0,0,0,0
 5361,0,1,1,0
 5362,1,1,1,0
 5363,1,1,1,1
 5364,1,1,1,0
 5365,1,0,1,0
 5366,0,0,0,1
 5367,1,1,1,1
 5368,0,1,0,0
 5369,1,0,1,0
 5370,0,0,1,1
 5371,0,1,0,0
 5372,0,0,1,1
 5373,1,0,1,0
 5374,0,0,0,0
 5375,0,1,1,0
 5376,1,1,1,0
 5377,0,1,1,0
 5378,0,1,1,0
 5379,0,0,1,0
 5380,1,0,1,1
 5381,0,0,1,0
 5382,1,0,1,0
 5383,1,0,1,1
 5384,0,0,0,1
 5385,1,1,0,0
 5386,1,1,0,0
 5387,0,1,1,0
 5388,0,1,0,1
 5389,1,1,1,1
 5390,1,0,1,0
 5391,0,1,1,1
 5392,1,1,1,0
 5393,0,0,0,0
 5394,1,0,1,1
 5395,0,1,1,1
 5396,0,1,1,1
 5397,1,1,1,0
 5398,1,0,0,1
 5399,0,1,0,1
 5400,0,1,0,0
 5401,0,1,0,0
 5402,0,0,0,0
 5403,1,0,1,0
 5404,0,1,1,1
 5405,0,1,1,1
 5406,1,1,0,1
 5407,1,0,0,0
 5408,1,1,0,0
 5409,1,1,1,1
 5410,0,0,1,0
 5411,0,1,0,0
 5412,0,0,0,0
 5413,0,1,0,1
 5414,0,1,0,1
 5415,1,1,0,1
 5416,0,1,1,0
 5417,0,0,0,0
 5418,1,1,0,0
 5419,1,0,0,0
 5420,1,1,1,1
 5421,1,1,1,1
 5422,0,0,0,0
 5423,1,1,1,0
 5424,1,0,1,1
 5425,0,0,1,1
 5426,0,0,1,1
 5427,1,0,1,1
 5428,0,1,1,0
 5429,1,0,0,0
 5430,1,1,0,0
 5431,1,0,0,0
 5432,0,1,0,0
 5433,1,0,1,1
 5434,0,1,1,1
 5435,0,1,1,0
 5436,1,1,0,1
 5437,1,0,1,1
 5438,1,0,0,0
 5439,1,1,1,1
 5440,0,0,1,0
 5441,0,1,1,0
 5442,0,0,0,0
 5443,0,0,0,0
 5444,1,0,0,0
 5445,0,0,1,0
 5446,0,1,1,0
 5447,1,1,1,0
 5448,1,0,0,1
 5449,1,0,1,1
 5450,0,1,1,1
 5451,1,0,0,0
 5452,1,0,1,0
 5453,1,0,1,0
 5454,1,1,1,1
 5455,1,0,0,0
 5456,1,1,1,0
 5457,0,0,0,0
 5458,0,1,0,1
 5459,1,0,1,1
 5460,1,0,0,1
 5461,1,1,0,0
 5462,0,1,1,1
 5463,0,1,1,1
 5464,0,1,1,1
 5465,1,0,1,1
 5466,1,1,1,0
 5467,1,0,0,1
 5468,1,0,0,0
 5469,0,1,1,1
 5470,0,1,1,0
 5471,0,1,1,0
 5472,0,1,1,1
 5473,1,1,0,0
 5474,1,0,1,1
 5475,1,0,1,0
 5476,0,1,0,1
 5477,1,0,1,0
 5478,0,0,1,0
 5479,0,0,0,0
 5480,1,1,0,1
 5481,1,1,1,1
 5482,1,0,1,1
 5483,0,1,1,1
 5484,1,0,1,1
 5485,0,1,0,0
 5486,0,1,0,0
 5487,1,1,0,0
 5488,0,0,0,0
 5489,1,0,0,1
 5490,0,1,1,0
 5491,1,1,1,1
 5492,0,0,1,0
 5493,1,1,0,0
 5494,1,0,1,0
 5495,0,0,0,0
 5496,1,1,0,0
 5497,0,0,1,0
 5498,0,0,1,1
 5499,1,0,1,1
 5500,1,1,0,0
 5501,0,0,0,0
 5502,0,0,0,0
 5503,1,1,0,1
 5504,0,0,0,1
 5505,0,0,0,0
 5506,0,0,0,0
 5507,1,1,0,1
 5508,1,0,0,0
 5509,0,1,0,0
 5510,1,1,1,0
 5511,1,1,0,0
 5512,1,0,1,1
 5513,0,1,1,1
 5514,1,1,1,1
 5515,0,0,0,1
 5516,0,1,0,0
 5517,1,0,1,1
 5518,0,1,0,0
 5519,1,1,1,0
 5520,0,0,1,0
 5521,0,0,1,1
 5522,0,1,1,1
 5523,1,0,1,1
 5524,0,1,1,0
 5525,1,1,1,1
 5526,1,0,1,1
 5527,0,0,1,1
 5528,0,1,0,1
 5529,1,0,0,1
 5530,1,1,0,1
 5531,1,0,1,1
 5532,1,1,0,0
 5533,0,0,0,1
 5534,1,0,1,1
 5535,1,0,0,1
 5536,0,1,1,0
 5537,1,1,1,0
 5538,0,1,1,0
 5539,0,0,1,1
 5540,1,0,1,0
 5541,0,0,1,0
 5542,0,0,1,1
 5543,1,0,1,1
 5544,1,0,0,0
 5545,1,1,0,0
 5546,1,1,0,1
 5547,0,0,0,0
 5548,1,0,1,1
 5549,1,1,0,1
 5550,0,1,1,0
 5551,0,1,0,1
 5552,0,1,1,0
 5553,1,1,1,1
 5554,1,0,1,0
 5555,1,1,0,1
 5556,1,0,0,1
 5557,1,1,0,0
 5558,0,1,0,0
 5559,0,1,1,1
 5560,0,0,0,0
 5561,1,1,0,0
 5562,0,0,0,1
 5563,1,0,1,1
 5564,0,0,0,1
 5565,0,1,0,0
 5566,0,0,1,0
 5567,0,0,1,1
 5568,0,1,0,1
 5569,1,0,0,1
 5570,0,0,0,0
 5571,1,0,1,0
 5572,0,1,1,1
 5573,0,1,0,1
 5574,1,1,0,1
 5575,0,1,1,0
 5576,1,1,1,0
 5577,1,1,1,0
 5578,1,0,1,0
 5579,1,0,0,1
 5580,1,0,1,1
 5581,1,1,1,0
 5582,1,1,1,0
 5583,1,1,0,1
 5584,0,1,1,1
 5585,0,1,1,1
 5586,0,1,1,1
 5587,1,0,0,0
 5588,0,1,1,0
 5589,0,1,1,0
 5590,1,1,0,1
 5591,0,0,0,1
 5592,1,1,0,0
 5593,0,1,0,0
 5594,1,0,0,0
 5595,1,1,1,0
 5596,0,1,0,0
 5597,0,0,1,1
 5598,0,1,1,1
 5599,0,0,0,1
 5600,0,0,1,1
 5601,1,0,0,0
 5602,1,0,1,0
 5603,0,1,1,0
 5604,0,0,0,0
 5605,1,0,1,1
 5606,1,0,0,1
 5607,0,1,1,0
 5608,0,0,1,0
 5609,1,0,1,0
 5610,1,0,0,0
 5611,1,0,1,0
 5612,0,0,0,0
 5613,1,0,1,0
 5614,1,0,1,1
 5615,1,1,1,0
 5616,1,1,1,0
 5617,1,1,0,0
 5618,1,1,0,1
 5619,1,1,0,1
 5620,1,0,1,1
 5621,0,0,1,0
 5622,0,0,0,0
 5623,1,0,0,1
 5624,0,0,0,1
 5625,1,1,0,1
 5626,0,0,0,1
 5627,1,1,1,1
 5628,0,0,0,1
 5629,0,0,0,1
 5630,0,1,0,1
 5631,1,0,1,1
 5632,0,1,0,1
 5633,0,0,0,0
 5634,0,1,0,1
 5635,0,1,0,1
 5636,0,1,0,1
 5637,0,0,1,0
 5638,0,0,0,1
 5639,0,0,0,0
 5640,0,1,1,1
 5641,1,0,1,1
 5642,1,0,0,0
 5643,1,1,1,1
 5644,0,0,1,0
 5645,1,1,1,0
 5646,1,1,0,1
 5647,1,1,1,1
 5648,0,0,1,1
 5649,1,0,0,0
 5650,1,0,0,1
 5651,1,1,1,1
 5652,1,0,1,1
 5653,0,1,1,1
 5654,1,1,1,0
 5655,0,0,0,0
 5656,0,0,1,0
 5657,0,0,1,1
