IDOPERADOR, GANANCIA 
 3933,270957523
 3934,51242673
 3935,175081074
 3936,329065668
 3937,128071687
 3938,188497689
 3939,344788652
 3940,199528026
 3941,18260671
 3942,268701974
 3943,148359555
 3944,330374215
 3945,304237352
 3946,193715496
 3947,448221746
 3948,413910413
 3949,320846038
 3950,518873107
 3951,442615408
 3952,389999772
 3953,250831998
 3954,64831369
 3955,478936264
 3956,492558816
 3957,113818981
 3958,383476681
 3959,354587043
 3960,199887747
 3961,111897280
 3962,361142401
 3963,231813156
 3964,542602408
 3965,60972175
 3966,498062417
 3967,415684012
 3968,215652905
 3969,95624236
 3970,427102555
 3971,34676225
 3972,57253424
 3973,444182949
 3974,547969240
 3975,529029418
 3976,336759491
 3977,171010917
 3978,558513526
 3979,343246861
 3980,92389739
 3981,195841748
 3982,168699207
 3983,251956893
 3984,78662934
 3985,374075184
 3986,175508456
 3987,20538900
 3988,470429077
 3989,229880974
 3990,68990474
 3991,186775049
 3992,303238593
 3993,44472493
 3994,437832591
 3995,487410175
 3996,279234531
 3997,411109152
 3998,253168200
 3999,342027100
 4000,247498771
 4001,323360055
 4002,194489345
 4003,494463017
 4004,70113768
 4005,181508827
 4006,138340821
 4007,461044182
 4008,131294095
 4009,337087813
 4010,394790668
 4011,483886497
 4012,28251740
 4013,213103605
 4014,419537971
 4015,477671301
 4016,489588652
 4017,178432573
 4018,129373693
 4019,232042159
 4020,486358940
 4021,51680039
 4022,501404173
 4023,294604838
 4024,548061491
 4025,239185336
 4026,350118614
 4027,10117178
 4028,439310369
 4029,390094197
 4030,200088138
 4031,449738507
 4032,70624197
 4033,222036757
 4034,558661256
 4035,87724734
 4036,262541629
 4037,185494268
 4038,259784145
 4039,55710215
 4040,440802710
 4041,424722508
 4042,35883811
 4043,268248241
 4044,261920513
 4045,222374967
 4046,370608562
 4047,393305844
 4048,370144980
 4049,186047053
 4050,27998556
 4051,361074742
 4052,54725870
 4053,122068839
 4054,40211468
 4055,55795664
 4056,384705551
 4057,423127263
 4058,362852992
 4059,495824193
 4060,372987525
 4061,97265342
 4062,453935878
 4063,438213248
 4064,122083679
 4065,254736566
 4066,393599884
 4067,297653882
 4068,236048628
 4069,76326765
 4070,294749371
 4071,16440314
 4072,179500235
 4073,551636973
 4074,427366222
 4075,416948886
 4076,345196061
 4077,49165394
 4078,463816975
 4079,236841047
 4080,497270084
 4081,240440396
 4082,154805375
 4083,31383579
 4084,249693000
 4085,108461387
 4086,126826815
 4087,95179158
 4088,98428749
 4089,210560451
 4090,27621105
 4091,299736030
 4092,37965491
 4093,229201854
 4094,192596299
 4095,114484267
 4096,177380084
 4097,477061207
 4098,20009800
 4099,390552780
 4100,22309881
 4101,227221632
 4102,377063791
 4103,73956555
 4104,543280723
 4105,360559552
 4106,235856285
 4107,323210421
 4108,392688520
 4109,486550926
 4110,351162873
 4111,250491298
 4112,253182838
 4113,335137121
 4114,417311067
 4115,101603546
 4116,368824953
 4117,276740857
 4118,385044877
 4119,203230773
 4120,233399311
 4121,451672511
 4122,498736390
 4123,101787445
 4124,507536371
 4125,76346244
 4126,179335838
 4127,528555685
 4128,98831526
 4129,158703535
 4130,30478254
 4131,551267058
 4132,420591880
 4133,312980786
 4134,418231167
 4135,248263406
 4136,363551224
 4137,97513543
 4138,136952202
 4139,430316288
 4140,103569344
 4141,93411822
 4142,396591716
 4143,5088062
 4144,504019364
 4145,466718131
 4146,58074221
 4147,512599513
 4148,507262681
 4149,120606641
 4150,291303899
 4151,193523856
 4152,486554671
 4153,213570903
 4154,40299667
 4155,47703444
 4156,368956512
 4157,137122413
 4158,463557295
 4159,21403579
 4160,384519464
 4161,9953776
 4162,262977792
 4163,448137417
 4164,475577598
 4165,233694196
 4166,410915194
 4167,245294809
 4168,168420992
 4169,492375219
 4170,223895678
 4171,253175077
 4172,297711037
 4173,266449313
 4174,290032552
 4175,50103796
 4176,87980127
 4177,216320353
 4178,71150425
 4179,468792454
 4180,496880268
 4181,142208480
 4182,196351480
 4183,412076484
 4184,69071101
 4185,106475915
 4186,545016641
 4187,374461240
 4188,55217645
 4189,156810604
 4190,527464712
 4191,31132551
 4192,190259853
 4193,525309924
 4194,238672630
 4195,534378141
 4196,276094901
 4197,185300037
 4198,536999192
 4199,366251933
 4200,396758031
 4201,439817913
 4202,215852644
 4203,194507464
 4204,280506905
 4205,352570399
 4206,128004656
 4207,413775238
 4208,525018745
 4209,310415874
 4210,114274462
 4211,507694373
 4212,277490875
 4213,463220422
 4214,467410264
 4215,154705009
 4216,475075170
 4217,288704889
 4218,216934423
 4219,434354545
 4220,114263515
 4221,100455387
 4222,432342687
 4223,247357360
 4224,245102554
 4225,547346896
 4226,324925999
 4227,517253115
 4228,254525628
 4229,423809762
 4230,195475549
 4231,247685438
 4232,222935465
 4233,76310845
 4234,421925819
 4235,40941487
 4236,249884015
 4237,273836387
 4238,406300815
 4239,469139161
 4240,347622797
 4241,455885666
 4242,446745646
 4243,367083051
 4244,150053386
 4245,420539527
 4246,329987344
 4247,533254721
 4248,3605529
 4249,360299021
 4250,217289642
 4251,271201235
 4252,403154507
 4253,320082620
 4254,313177621
 4255,546769314
 4256,527272171
 4257,48701483
 4258,144208574
 4259,312878412
 4260,266050989
 4261,124811747
 4262,45329267
 4263,325861074
 4264,534694240
 4265,522271756
 4266,358903716
 4267,15952548
 4268,123774307
 4269,157620540
 4270,194188514
 4271,230779622
 4272,521798633
 4273,501012051
 4274,516037732
 4275,466113947
 4276,332973291
 4277,57292903
 4278,216900953
 4279,546552823
 4280,507074363
 4281,401296180
 4282,186397533
 4283,131809977
 4284,29998004
 4285,300627595
 4286,155734044
 4287,232856627
 4288,376622503
 4289,137862966
 4290,406666631
 4291,415108688
 4292,131684045
 4293,243598086
 4294,235083606
 4295,466215546
 4296,1093809
 4297,175862658
 4298,75152748
 4299,12041974
 4300,368369439
 4301,225509681
 4302,348472928
 4303,544979619
 4304,233493739
 4305,26589176
 4306,556675969
 4307,211107218
 4308,221832249
 4309,73825899
 4310,73136389
 4311,555666663
 4312,321867743
 4313,529686160
 4314,522230396
 4315,139967446
 4316,102434991
 4317,201834951
 4318,244354204
 4319,86646804
 4320,31052286
 4321,274255654
 4322,250653605
 4323,189629185
 4324,387738411
 4325,486153925
 4326,177171585
 4327,535191456
 4328,503957388
 4329,420349024
 4330,396606832
 4331,52853722
 4332,552165427
 4333,272899411
 4334,447918125
 4335,187384199
 4336,222728856
 4337,43549480
 4338,385055390
 4339,161095750
 4340,315841241
 4341,382482556
 4342,252440633
 4343,295213739
 4344,218268907
 4345,462050785
 4346,529097376
 4347,191063994
 4348,555299828
 4349,487767874
 4350,345265536
 4351,462818910
 4352,363753626
 4353,58731659
 4354,426661826
 4355,296543640
 4356,475938498
 4357,363927723
 4358,10374807
 4359,351440839
 4360,374277440
 4361,97988783
 4362,464512343
 4363,435503726
 4364,285230548
 4365,316208459
 4366,426196008
 4367,204732817
 4368,154799126
 4369,173173413
 4370,78198678
 4371,122199767
 4372,128550979
 4373,422612654
 4374,52414868
 4375,310455140
 4376,46655967
 4377,84154038
 4378,100937870
 4379,441974953
 4380,15092183
 4381,512219842
 4382,18762964
 4383,222706516
 4384,255093046
 4385,367327303
 4386,65179261
 4387,307736190
 4388,237628147
 4389,313659035
 4390,361932707
 4391,48745584
 4392,454064744
 4393,483390579
 4394,263512991
 4395,300351761
 4396,272532339
 4397,428289219
 4398,249348671
 4399,196034665
 4400,123473689
 4401,478773774
 4402,12004503
 4403,556833171
 4404,133040238
 4405,256953587
 4406,253793116
 4407,326643733
 4408,40860603
 4409,480568099
 4410,80154607
 4411,23324729
 4412,452013734
 4413,339813557
 4414,480957241
 4415,243989325
 4416,175961293
 4417,404154148
 4418,87367426
 4419,390069179
 4420,382533276
 4421,166243535
 4422,374614418
 4423,225864650
 4424,499687701
 4425,558930276
 4426,204303916
 4427,251292372
 4428,287592129
 4429,13469356
 4430,335272144
 4431,513027547
 4432,21716398
 4433,113666635
 4434,519487039
 4435,397772543
 4436,343524676
 4437,532790115
 4438,488878061
 4439,479383870
 4440,498809975
 4441,188200122
 4442,226237965
 4443,165245978
 4444,282258427
 4445,393663056
 4446,553190188
 4447,224386592
 4448,340901265
 4449,438480385
 4450,108724600
 4451,5420491
 4452,46575188
 4453,515583188
 4454,30131272
 4455,396737721
 4456,312887776
 4457,501742734
 4458,352720455
 4459,1895223
 4460,180285270
 4461,393967841
 4462,384934403
 4463,459622452
 4464,441441299
 4465,555045827
 4466,542455211
 4467,91439887
 4468,219299231
 4469,349860254
 4470,345815681
 4471,259585998
 4472,454181865
 4473,270056936
 4474,514754765
 4475,86260504
 4476,34522517
 4477,271658336
 4478,459995513
 4479,73381196
 4480,86638569
 4481,247080064
 4482,282340254
 4483,329032019
 4484,464561323
 4485,151972269
 4486,493217102
 4487,175651855
 4488,482542314
 4489,79843652
 4490,280685823
 4491,211319243
 4492,419112692
 4493,128051830
 4494,316270270
 4495,505283813
 4496,120035761
 4497,40181639
 4498,336808107
 4499,546965463
 4500,111170345
 4501,210913617
 4502,64647807
 4503,341147735
 4504,256942352
 4505,41345340
 4506,10077943
 4507,21153876
 4508,122141745
 4509,189763552
 4510,519289170
 4511,39094799
 4512,28760721
 4513,109710255
 4514,210491769
 4515,529878022
 4516,483525282
 4517,321128935
 4518,93022834
 4519,10417779
 4520,241031014
 4521,181410145
 4522,433515045
 4523,32413881
 4524,390269025
 4525,73626286
 4526,523869987
 4527,18435026
 4528,81485443
 4529,327229810
 4530,110661144
 4531,80357120
 4532,319623236
 4533,152347750
 4534,90056404
 4535,123559283
 4536,224700857
 4537,246541987
 4538,327673077
 4539,260862293
 4540,294338764
 4541,380531772
 4542,215787591
 4543,84224979
 4544,432743301
 4545,133754535
 4546,216459930
 4547,36393172
 4548,420913467
 4549,83649886
 4550,152483336
 4551,82218997
 4552,350069791
 4553,286190679
 4554,384850530
 4555,559917341
 4556,257882732
 4557,486642455
 4558,115287519
 4559,274288610
 4560,58399376
 4561,18982920
 4562,495184728
 4563,268349920
 4564,407723351
 4565,63754603
 4566,49256722
 4567,537822611
 4568,359604462
 4569,24163017
 4570,547777915
 4571,451987758
 4572,238357631
 4573,256010966
 4574,443263087
 4575,215063028
 4576,176126420
 4577,530626859
 4578,538651321
 4579,549889869
 4580,489406844
 4581,217172379
 4582,237916922
 4583,275313489
 4584,517436767
 4585,456144429
 4586,454122979
 4587,249196989
 4588,45630803
 4589,443953333
 4590,175227887
 4591,530981042
 4592,547131356
 4593,156976143
 4594,301407154
 4595,287186863
 4596,516781318
 4597,360336769
 4598,475853001
 4599,536055268
 4600,318996272
 4601,521637517
 4602,113500094
 4603,384758922
 4604,355357540
 4605,469009184
 4606,67955416
 4607,466860927
 4608,513910567
 4609,428084184
 4610,404885209
 4611,528990496
 4612,185800948
 4613,158000885
 4614,98284323
 4615,183314347
 4616,492812867
 4617,556602071
 4618,555430271
 4619,159419427
 4620,192363314
 4621,336989741
 4622,52059498
 4623,282319212
 4624,492700246
 4625,292796431
 4626,200536152
 4627,317770612
 4628,245607081
 4629,44921325
 4630,2722122
 4631,483653177
 4632,167153267
 4633,390271423
 4634,316065265
 4635,540128926
 4636,471009535
 4637,368274565
 4638,269216171
 4639,510913675
 4640,492718257
 4641,182630477
 4642,435069243
 4643,403113523
 4644,537310572
 4645,107383572
 4646,226752676
 4647,48673156
 4648,303770391
 4649,338921648
 4650,45923461
 4651,464145619
 4652,477637231
 4653,362853036
 4654,551067752
 4655,407231930
 4656,321693293
 4657,311432624
 4658,159735679
 4659,93690077
 4660,277025935
 4661,480717103
 4662,545965803
 4663,420993898
 4664,135435228
 4665,246374653
 4666,214383901
 4667,523727172
 4668,540166606
 4669,480132498
 4670,438985169
 4671,285145426
 4672,23652648
 4673,67583197
 4674,59730201
 4675,330132933
 4676,237373006
 4677,306103498
 4678,220948951
 4679,291865252
 4680,14823128
 4681,406320089
 4682,279526624
 4683,175555093
 4684,536726377
 4685,453607345
 4686,531046002
 4687,104378821
 4688,371277384
 4689,66870152
 4690,275865706
 4691,411859190
 4692,459151611
 4693,69416104
 4694,350868111
 4695,386212941
 4696,409484448
 4697,47960122
 4698,506830209
 4699,487953102
 4700,439583229
 4701,525271188
 4702,504582437
 4703,431695842
 4704,410375392
 4705,486840311
 4706,298945166
 4707,422985161
 4708,81173943
 4709,53699303
 4710,542491600
 4711,420829507
 4712,506258456
 4713,230361087
 4714,113683367
 4715,87322633
 4716,552109459
 4717,467171293
 4718,152686632
 4719,442004428
 4720,39821446
 4721,181945378
 4722,3729796
 4723,464311878
 4724,278261592
 4725,293126211
 4726,110106324
 4727,415085245
 4728,230029350
 4729,189248881
 4730,129069811
 4731,185539493
 4732,243233055
 4733,20498500
 4734,164314498
 4735,36228992
 4736,92138480
 4737,275867966
 4738,45460150
 4739,360205522
 4740,206368679
 4741,469674960
 4742,259208755
 4743,216867917
 4744,111736759
 4745,200092552
 4746,13285226
 4747,104990396
 4748,500740994
 4749,120566769
 4750,294241806
 4751,543152667
 4752,207512939
 4753,224564495
 4754,408292462
 4755,144364440
 4756,75610866
 4757,250978239
 4758,533952775
 4759,462002682
 4760,203301203
 4761,212449475
 4762,425124568
 4763,500495326
 4764,288283433
 4765,143934137
 4766,231535389
 4767,268778895
 4768,548610243
 4769,553987732
 4770,71028625
 4771,499371439
 4772,304501061
 4773,462974612
 4774,520657370
 4775,419588384
 4776,520917972
 4777,427496860
 4778,21345891
 4779,101039557
 4780,342971056
 4781,409537630
 4782,453346228
 4783,136475461
 4784,395395021
 4785,523453948
 4786,132626937
 4787,273388566
 4788,149760555
 4789,258453577
 4790,134083740
 4791,539469741
 4792,470936554
 4793,227850774
 4794,378273357
 4795,273530494
 4796,555212895
 4797,546271266
 4798,181620715
 4799,184338079
 4800,162574673
 4801,393442726
 4802,259215537
 4803,13796016
 4804,216636712
 4805,188322506
 4806,212591284
 4807,245892865
 4808,344456076
 4809,519657527
 4810,557618536
 4811,28006776
 4812,355880017
 4813,319570983
 4814,153351630
 4815,83415589
 4816,160726676
 4817,372661305
 4818,265434161
 4819,41384731
 4820,314301846
 4821,64008427
 4822,133148265
 4823,163258605
 4824,12740947
 4825,298088093
 4826,83069905
 4827,189232376
 4828,260286977
 4829,394110663
 4830,454178419
 4831,428941556
 4832,17147920
 4833,359271992
 4834,35616252
 4835,161477415
 4836,51629720
 4837,160162059
 4838,392101791
 4839,553689568
 4840,367674234
 4841,43314039
 4842,123620088
 4843,245837019
 4844,16769323
 4845,266306418
 4846,152536563
 4847,479784804
 4848,273174211
 4849,424399081
 4850,273808144
 4851,329869934
 4852,4417682
 4853,488224996
 4854,50032819
 4855,208622035
 4856,229122181
 4857,348640563
 4858,107036130
 4859,244669031
 4860,68183680
 4861,321280804
 4862,180573985
 4863,556565970
 4864,527844170
 4865,281335442
 4866,354062801
 4867,15766385
 4868,215374337
 4869,163179727
 4870,87881132
 4871,482077883
 4872,366213895
 4873,433577652
 4874,528499392
 4875,517183734
 4876,227108773
 4877,473229693
 4878,85706045
 4879,445509961
 4880,68056045
 4881,529263314
 4882,406409294
 4883,303710554
 4884,244259104
 4885,133622867
 4886,315836932
 4887,125361618
 4888,68464393
 4889,298208982
 4890,92006691
 4891,416838325
 4892,178752052
 4893,41081366
 4894,363780987
 4895,304715949
 4896,374858945
 4897,205105080
 4898,440651114
 4899,331845129
 4900,369625520
 4901,383905921
 4902,192413019
 4903,382151591
 4904,529423474
 4905,114297146
 4906,44938270
 4907,416343160
 4908,144034607
 4909,27473107
 4910,113549931
 4911,329458976
 4912,386278846
 4913,509208110
 4914,540624438
 4915,299503718
 4916,505674278
 4917,556928915
 4918,20782534
 4919,470659532
 4920,170052408
 4921,130824201
 4922,17207624
 4923,200799760
 4924,214827032
 4925,96364522
 4926,319200448
 4927,90671498
 4928,480787259
 4929,409632394
 4930,168515710
 4931,182730047
 4932,106470646
 4933,117502332
 4934,481699874
 4935,118527294
 4936,46863086
 4937,379118642
 4938,292874834
 4939,110155263
 4940,308430015
 4941,64955024
 4942,197748743
 4943,418305971
 4944,37405689
 4945,40657629
 4946,54250790
 4947,500714916
 4948,393781399
 4949,401397832
 4950,552751933
 4951,295474235
 4952,341458715
 4953,349212792
 4954,241454860
 4955,512641288
 4956,438631604
 4957,450527605
 4958,340992544
 4959,32891138
 4960,290662314
 4961,322883405
 4962,190166083
 4963,183604621
 4964,116087285
 4965,360438302
 4966,542148652
 4967,366993309
 4968,259763819
 4969,309341282
 4970,67367662
 4971,19176940
 4972,231336998
 4973,406318979
 4974,7758562
 4975,289246334
 4976,23857515
 4977,440868313
 4978,419536508
 4979,324980341
 4980,32014591
 4981,240841314
 4982,103889154
 4983,114951965
 4984,6461243
 4985,231854999
 4986,10400940
 4987,84968608
 4988,219094883
 4989,279459403
 4990,284279879
 4991,557358669
 4992,124153473
 4993,295167003
 4994,358688224
 4995,40809955
 4996,90271841
 4997,515767826
 4998,239105142
 4999,375986187
 5000,327856679
 5001,317505526
 5002,449807515
 5003,380518294
 5004,74107182
 5005,232384852
 5006,181103511
 5007,294132933
 5008,129741624
 5009,175520310
 5010,551968583
 5011,420067821
 5012,550683162
 5013,109029680
 5014,143646262
 5015,173172948
 5016,200070164
 5017,116826606
 5018,197599365
 5019,180814507
 5020,58278875
 5021,521725389
 5022,400248999
 5023,486851711
 5024,125094463
 5025,138602022
 5026,411030311
 5027,53370143
 5028,462298839
 5029,50540155
 5030,278791283
 5031,304592883
 5032,197361068
 5033,369526137
 5034,309550657
 5035,138143715
 5036,302172679
 5037,412256962
 5038,516956943
 5039,320088796
 5040,310698914
 5041,144309391
 5042,511726109
 5043,46326592
 5044,209051986
 5045,475620345
 5046,157640913
 5047,31377652
 5048,57642525
 5049,393352734
 5050,510450986
 5051,378406613
 5052,198288608
 5053,434626223
 5054,522881637
 5055,450978412
 5056,192609787
 5057,531532427
 5058,88261188
 5059,71247264
 5060,217815654
 5061,219583453
 5062,1873722
 5063,147895065
 5064,59828106
 5065,95030795
 5066,367552794
 5067,408587756
 5068,70141177
 5069,68197441
 5070,424945994
 5071,473603461
 5072,133169301
 5073,532982929
 5074,62264595
 5075,293063487
 5076,60681613
 5077,214146975
 5078,258240092
 5079,75734851
 5080,450218759
 5081,351321574
 5082,3690420
 5083,43443030
 5084,516802541
 5085,203664007
 5086,421220377
 5087,257459140
 5088,192585067
 5089,180300500
 5090,112820335
 5091,211216630
 5092,167422048
 5093,146081182
 5094,506881449
 5095,134989212
 5096,404648058
 5097,73748376
 5098,557994143
 5099,406718493
 5100,505841938
 5101,315299025
 5102,282964698
 5103,395536010
 5104,261949901
 5105,405777249
 5106,249821275
 5107,522421630
 5108,26337327
 5109,65129864
 5110,551371974
 5111,32127158
 5112,530065723
 5113,243271662
 5114,29456016
 5115,472801415
 5116,171286926
 5117,544523622
 5118,313462646
 5119,149840049
 5120,517909988
 5121,103605467
 5122,251076381
 5123,538793019
 5124,5051552
 5125,341453022
 5126,555326381
 5127,368368486
 5128,219625112
 5129,73949878
 5130,367839994
 5131,390067123
 5132,58565786
 5133,95693989
 5134,225800829
 5135,261704756
 5136,465112127
 5137,111082874
 5138,28757314
 5139,342096091
 5140,272779763
 5141,559941908
 5142,270309709
 5143,127617012
 5144,173023477
 5145,127809757
 5146,517688590
 5147,69107884
 5148,332004988
 5149,554334403
 5150,149697111
 5151,422577608
 5152,150610975
 5153,72365412
 5154,349207856
 5155,515997497
 5156,464351334
 5157,104424112
 5158,335032596
 5159,395679218
 5160,122462487
 5161,4554871
 5162,159359291
 5163,500045642
 5164,110383581
 5165,218260220
 5166,389821270
 5167,208095456
 5168,425320506
 5169,246852226
 5170,391731429
 5171,127315227
 5172,410673785
 5173,523366921
 5174,58165487
 5175,128253767
 5176,201151503
 5177,512106297
 5178,53853138
 5179,182068636
 5180,228855268
 5181,277851301
 5182,187285447
 5183,50339877
 5184,422813480
 5185,441913481
 5186,150042248
 5187,188825855
 5188,252872259
 5189,400438772
 5190,378279687
 5191,519118188
 5192,20958434
 5193,506327115
 5194,322180170
 5195,187561773
 5196,468378828
 5197,219722459
 5198,126447573
 5199,409826795
 5200,299531659
 5201,460816206
 5202,117157425
 5203,408787207
 5204,310874199
 5205,320743658
 5206,23154871
 5207,187157633
 5208,535303051
 5209,475301979
 5210,66323555
 5211,450517340
 5212,483747293
 5213,101478888
 5214,197855258
 5215,230140593
 5216,15603623
 5217,421976281
 5218,528016022
 5219,297192855
 5220,400403582
 5221,92116719
 5222,420062757
 5223,198901712
 5224,444126565
 5225,294615212
 5226,130694782
 5227,208581838
 5228,479949287
 5229,35318015
 5230,260757489
 5231,474637092
 5232,347311969
 5233,47891645
 5234,324379994
 5235,378917998
 5236,303905722
 5237,183586171
 5238,192335978
 5239,128379912
 5240,273464605
 5241,207146949
 5242,249084301
 5243,320169129
 5244,429207228
 5245,447651047
 5246,485387989
 5247,506404102
 5248,188775634
 5249,278405748
 5250,381141589
 5251,126285042
 5252,22131942
 5253,285065678
 5254,69976996
 5255,454547250
 5256,56119255
 5257,543235532
 5258,381688767
 5259,136490958
 5260,186429578
 5261,64153147
 5262,356875182
 5263,114488774
 5264,367706349
 5265,505676577
 5266,107925086
 5267,428757102
 5268,346060406
 5269,527452279
 5270,506064991
 5271,540772411
 5272,411564643
 5273,213183612
 5274,413727117
 5275,531093705
 5276,68895533
 5277,461214763
 5278,33495247
 5279,541549260
 5280,24022729
 5281,421587404
 5282,230504691
 5283,240838181
 5284,246174889
 5285,40322605
 5286,300935022
 5287,378228075
 5288,182165898
 5289,83933755
 5290,428723474
 5291,293051731
 5292,252497327
 5293,508112793
 5294,284089988
 5295,180102204
 5296,37733881
 5297,493600636
 5298,435114383
 5299,24797652
 5300,460921568
 5301,542665889
 5302,481774469
 5303,467096121
 5304,432397161
 5305,247395475
 5306,303754283
 5307,22810462
 5308,134234235
 5309,118072108
 5310,469701258
 5311,287422759
 5312,476105352
 5313,384228094
 5314,170182974
 5315,307166603
 5316,531213643
 5317,387691199
 5318,73460756
 5319,238492908
 5320,258554052
 5321,130957675
 5322,451039276
 5323,207214384
 5324,413909486
 5325,434360081
 5326,242849837
 5327,57027633
 5328,429134200
 5329,161503058
 5330,115519223
 5331,462753238
 5332,73848952
 5333,49694062
 5334,169738008
 5335,364904836
 5336,396337840
 5337,121876890
 5338,240137581
 5339,430379540
 5340,39686510
 5341,303533146
 5342,153168597
 5343,405067933
 5344,10682478
 5345,307492979
 5346,304452940
 5347,308700612
 5348,57228563
 5349,406823042
 5350,181508954
 5351,254290448
 5352,110029352
 5353,83599133
 5354,290887598
 5355,179183830
 5356,375206218
 5357,244327203
 5358,356709180
 5359,534565547
 5360,185344881
 5361,495961887
 5362,354567202
 5363,127911075
 5364,396432633
 5365,443351898
 5366,342752931
 5367,368879394
 5368,198373584
 5369,468038460
 5370,69638339
 5371,450845790
 5372,141986826
 5373,441201384
 5374,525932444
 5375,32445600
 5376,187473819
 5377,93569914
 5378,106108940
 5379,120404095
 5380,520294499
 5381,442391158
 5382,399665057
 5383,345701371
 5384,267022377
 5385,97762904
 5386,437033355
 5387,47854175
 5388,216300020
 5389,94138116
 5390,555477235
 5391,127295304
 5392,312437505
 5393,85590167
 5394,327718985
 5395,218185684
 5396,453384606
 5397,205382222
 5398,464660634
 5399,278028983
 5400,480909304
 5401,54997848
 5402,420382715
 5403,358716078
 5404,209189108
 5405,323205773
 5406,407513499
 5407,35964366
 5408,353869227
 5409,29899249
 5410,388342973
 5411,89195909
 5412,494517211
 5413,264393478
 5414,233756227
 5415,37145435
 5416,329337755
 5417,546869080
 5418,549124518
 5419,516740620
 5420,64682974
 5421,505482273
 5422,389587328
 5423,41184342
 5424,173633625
 5425,97826210
 5426,394417322
 5427,40429311
 5428,67683319
 5429,9738923
 5430,23276747
 5431,236851073
 5432,290351211
 5433,529701551
 5434,480202419
 5435,217097340
 5436,544676901
 5437,97475868
 5438,349222546
 5439,270632151
 5440,346205304
 5441,489745867
 5442,407157256
 5443,482010960
 5444,546544572
 5445,243210659
 5446,518816770
 5447,395209428
 5448,338105149
 5449,178647156
 5450,514934726
 5451,188182419
 5452,384119189
 5453,282413648
 5454,79392085
 5455,547089371
 5456,534012237
 5457,470174171
 5458,17785765
 5459,326512365
 5460,273179651
 5461,557657178
 5462,279421058
 5463,423034266
 5464,166486797
 5465,19535455
 5466,429031006
 5467,99834182
 5468,143812331
 5469,480525166
 5470,559498363
 5471,114520229
 5472,135912127
 5473,52358479
 5474,442399991
 5475,141200715
 5476,192886378
 5477,250077174
 5478,180503520
 5479,140853596
 5480,368262299
 5481,556332746
 5482,365250665
 5483,364821753
 5484,112096984
 5485,363775023
 5486,542742233
 5487,460152356
 5488,48647181
 5489,540119189
 5490,10888204
 5491,22453677
 5492,513624658
 5493,443180549
 5494,26748202
 5495,210583034
 5496,469749754
 5497,537031684
 5498,346473296
 5499,319361923
 5500,438693778
 5501,239065901
 5502,559023470
 5503,521673905
 5504,463710652
 5505,345445032
 5506,290815605
 5507,287105772
 5508,22620296
 5509,84258476
 5510,235703535
 5511,265581353
 5512,447267200
 5513,270355149
 5514,526958542
 5515,114553039
 5516,122974385
 5517,327406950
 5518,278469569
 5519,267631219
 5520,285399919
 5521,519441829
 5522,420061505
 5523,39602980
 5524,475616855
 5525,343107307
 5526,319564396
 5527,523382635
 5528,408395772
 5529,166847721
 5530,46056863
 5531,161483033
 5532,174908655
 5533,160850387
 5534,34765549
 5535,388224367
 5536,102115660
 5537,547071058
 5538,332749561
 5539,281739747
 5540,172600363
 5541,330702675
 5542,492300367
 5543,396388158
 5544,56657622
 5545,45495334
 5546,349967681
 5547,558591941
 5548,79886318
 5549,139360050
 5550,309203882
 5551,63580921
 5552,348142821
 5553,431470840
 5554,70037895
 5555,93773384
 5556,120239367
 5557,286546378
 5558,221568984
 5559,32404876
 5560,432836076
 5561,230664307
 5562,110439186
 5563,234192000
 5564,134221194
 5565,334736337
 5566,188048834
 5567,205135064
 5568,82382844
 5569,326135563
 5570,157635250
 5571,336104230
 5572,2222780
 5573,311840300
 5574,530757752
 5575,48712716
 5576,138515857
 5577,521816084
 5578,316538238
 5579,415234997
 5580,189526670
 5581,433047972
 5582,484504889
 5583,193434675
 5584,359605713
 5585,384399079
 5586,503602315
 5587,411774090
 5588,152278976
 5589,458903235
 5590,354037111
 5591,251450399
 5592,421582133
 5593,460580945
 5594,70656704
 5595,447019195
 5596,435750964
 5597,398531799
 5598,425763164
 5599,188898930
 5600,38166707
 5601,459648875
 5602,292455041
 5603,205388299
 5604,178109182
 5605,211788110
 5606,370017046
 5607,504208804
 5608,502644907
 5609,132831106
 5610,404918956
 5611,60728944
 5612,342693092
 5613,391002074
 5614,138982396
 5615,183826722
 5616,528068191
 5617,318939509
 5618,214780442
 5619,36773305
 5620,415036536
 5621,372688260
 5622,342367603
 5623,422017225
 5624,359074292
 5625,328666753
 5626,490818962
 5627,272331692
 5628,219382136
 5629,359693325
 5630,461977189
 5631,306244859
 5632,368480736
 5633,559588721
 5634,10225044
 5635,121782375
 5636,341216151
 5637,297579648
 5638,514699533
 5639,130813032
 5640,264627455
 5641,337799013
 5642,389413360
 5643,55609503
 5644,464961275
 5645,196625511
 5646,273078678
 5647,10854308
 5648,313405993
 5649,212947924
 5650,140061035
 5651,491340332
 5652,254195792
 5653,220033631
 5654,526337052
 5655,465744794
 5656,113507790
 5657,365941580
 5658,203604074
 5659,106380964
 5660,412360989
 5661,523358339
 5662,459734841
 5663,325612046
 5664,346920149
 5665,286017900
 5666,371559564
 5667,22956226
 5668,84117558
 5669,518812626
 5670,512907748
 5671,203972606
 5672,267032750
 5673,352818903
 5674,92266440
 5675,14362614
 5676,530094248
 5677,532298387
 5678,482946528
 5679,396244466
