PRECIO,CAPACIDAD,UBICACION,TAMANIO,NUMERO
3075444,3,ultimo piso,141,13022
4940054,1,ultimo piso,149,13023
4995847,2,ultimo piso,135,13024
4911510,4,ultimo piso,100,13025
3891916,4,primer piso,89,13026
2846536,3,ultimo piso,126,13027
2803493,4,piso intermedio,129,13028
5865089,4,primer piso,195,13029
5589991,1,piso intermedio,128,13030
1521000,3,ultimo piso,113,13031
5327235,2,piso intermedio,125,13032
1625656,2,ultimo piso,97,13033
222432,2,ultimo piso,178,13034
916746,4,primer piso,177,13035
4370061,3,primer piso,88,13036
6211023,2,primer piso,132,13037
1578140,1,piso intermedio,178,13038
1530562,1,ultimo piso,138,13039
1312675,3,piso intermedio,158,13040
1738299,2,piso intermedio,87,13041
344168,1,piso intermedio,135,13042
2612908,4,ultimo piso,162,13043
6077654,3,piso intermedio,140,13044
991268,4,ultimo piso,158,13045
300014,2,piso intermedio,193,13046
3171559,1,primer piso,108,13047
482147,4,primer piso,183,13048
4983109,4,ultimo piso,87,13049
2067483,2,primer piso,86,13050
1641977,4,ultimo piso,162,13051
3584286,4,primer piso,113,13052
4817046,1,ultimo piso,156,13053
5375947,3,piso intermedio,163,13054
5479736,4,ultimo piso,105,13055
1796250,2,piso intermedio,72,13056
5577047,4,piso intermedio,128,13057
6350121,4,primer piso,157,13058
3060465,2,primer piso,183,13059
1364624,4,ultimo piso,172,13060
4373238,4,piso intermedio,171,13061
2935607,1,ultimo piso,149,13062
4077060,2,piso intermedio,134,13063
2723700,2,ultimo piso,103,13064
547537,3,piso intermedio,119,13065
1988399,2,primer piso,149,13066
651444,3,piso intermedio,78,13067
4299957,3,ultimo piso,167,13068
2767633,1,ultimo piso,143,13069
2719417,3,ultimo piso,193,13070
2510285,1,primer piso,177,13071
3753439,3,ultimo piso,101,13072
1383323,3,piso intermedio,197,13073
5175079,1,piso intermedio,112,13074
4636785,4,ultimo piso,195,13075
675036,3,piso intermedio,117,13076
2461553,3,primer piso,197,13077
4169367,4,primer piso,150,13078
3215623,3,piso intermedio,167,13079
451787,1,primer piso,125,13080
5168906,1,primer piso,131,13081
3227618,2,piso intermedio,72,13082
2418132,4,ultimo piso,79,13083
784822,4,primer piso,103,13084
375414,2,ultimo piso,164,13085
906429,4,primer piso,190,13086
2270204,2,piso intermedio,140,13087
3723571,3,piso intermedio,154,13088
1355187,2,piso intermedio,99,13089
5710683,1,piso intermedio,163,13090
5391289,3,piso intermedio,72,13091
3545529,2,primer piso,83,13092
4728776,2,primer piso,141,13093
144820,2,primer piso,167,13094
3373792,2,primer piso,106,13095
4988066,1,primer piso,121,13096
2017858,2,primer piso,163,13097
726423,2,ultimo piso,146,13098
3661942,3,primer piso,171,13099
2001550,2,primer piso,97,13100
127221,2,primer piso,159,13101
3586500,4,ultimo piso,72,13102
1760997,1,ultimo piso,147,13103
1404454,1,primer piso,172,13104
1057026,4,ultimo piso,73,13105
3799997,4,ultimo piso,129,13106
3376153,1,ultimo piso,180,13107
4129988,1,primer piso,154,13108
4470239,2,ultimo piso,134,13109
2152458,4,primer piso,112,13110
1692487,4,primer piso,88,13111
6943254,2,piso intermedio,92,13112
2139945,3,piso intermedio,182,13113
5530624,2,primer piso,101,13114
3230822,3,piso intermedio,81,13115
2470687,3,piso intermedio,184,13116
2827107,2,ultimo piso,188,13117
1491530,2,piso intermedio,153,13118
5474255,3,primer piso,183,13119
259149,4,ultimo piso,199,13120
3945207,4,piso intermedio,138,13121
6914685,3,piso intermedio,134,13122
4308489,2,piso intermedio,93,13123
5428812,4,piso intermedio,191,13124
1787326,3,piso intermedio,189,13125
1830294,2,piso intermedio,135,13126
6847877,3,ultimo piso,198,13127
1697978,3,primer piso,178,13128
3640103,3,piso intermedio,134,13129
923337,2,piso intermedio,107,13130
362041,4,piso intermedio,107,13131
1043714,3,primer piso,77,13132
948283,1,ultimo piso,110,13133
3555913,1,ultimo piso,102,13134
3563154,1,ultimo piso,174,13135
3774316,4,ultimo piso,169,13136
1468663,1,primer piso,154,13137
1338687,3,piso intermedio,189,13138
5356650,3,primer piso,200,13139
6724391,4,ultimo piso,129,13140
1709964,2,primer piso,196,13141
2041211,1,primer piso,183,13142
2919796,1,piso intermedio,199,13143
3099437,2,primer piso,75,13144
1289716,4,piso intermedio,129,13145
6043204,2,ultimo piso,155,13146
1653998,3,ultimo piso,90,13147
6487567,1,piso intermedio,173,13148
3159798,1,primer piso,96,13149
5704514,4,ultimo piso,75,13150
1605465,4,piso intermedio,70,13151
2637128,4,primer piso,166,13152
1567474,4,ultimo piso,153,13153
3795903,4,primer piso,127,13154
1504138,2,primer piso,177,13155
5408119,3,piso intermedio,81,13156
1477274,3,primer piso,107,13157
3541915,1,primer piso,166,13158
6648526,2,piso intermedio,108,13159
6427337,2,primer piso,71,13160
2691663,1,primer piso,136,13161
2285426,1,piso intermedio,115,13162
3598252,4,primer piso,181,13163
2475506,4,primer piso,184,13164
379131,1,piso intermedio,133,13165
6435272,4,piso intermedio,169,13166
2958799,2,piso intermedio,177,13167
3776996,2,ultimo piso,103,13168
914549,2,ultimo piso,152,13169
4933336,3,piso intermedio,102,13170
417084,4,piso intermedio,192,13171
178355,3,primer piso,71,13172
5935686,1,ultimo piso,135,13173
4663457,4,ultimo piso,164,13174
3946493,4,primer piso,160,13175
1171068,3,piso intermedio,119,13176
4556626,3,primer piso,152,13177
2210398,4,piso intermedio,119,13178
5992771,4,ultimo piso,144,13179
3206257,1,ultimo piso,122,13180
1956447,3,primer piso,183,13181
5661879,1,piso intermedio,170,13182
2290178,1,piso intermedio,125,13183
3979057,1,primer piso,119,13184
4881456,4,ultimo piso,73,13185
5794449,4,primer piso,98,13186
6411911,3,piso intermedio,172,13187
516894,2,piso intermedio,72,13188
6447823,3,primer piso,183,13189
1458119,2,primer piso,114,13190
273528,3,primer piso,167,13191
165827,3,ultimo piso,81,13192
4450349,4,piso intermedio,137,13193
1662276,2,primer piso,196,13194
418873,4,primer piso,70,13195
6524335,4,primer piso,89,13196
6117846,1,ultimo piso,129,13197
3691551,3,primer piso,187,13198
6363695,4,piso intermedio,173,13199
3132509,4,ultimo piso,194,13200
2155816,1,piso intermedio,74,13201
2287765,2,ultimo piso,145,13202
3874732,4,primer piso,158,13203
6519161,2,ultimo piso,77,13204
2473547,1,piso intermedio,155,13205
6808815,3,primer piso,124,13206
6680676,1,primer piso,135,13207
3879003,1,ultimo piso,132,13208
1706460,2,piso intermedio,150,13209
2257696,2,piso intermedio,162,13210
266552,2,primer piso,154,13211
3693748,2,primer piso,131,13212
6853649,4,primer piso,120,13213
527067,3,primer piso,104,13214
3994738,1,piso intermedio,166,13215
2020231,2,primer piso,107,13216
4441006,1,primer piso,173,13217
1532993,1,primer piso,114,13218
4408215,2,piso intermedio,145,13219
5421672,1,primer piso,147,13220
2203815,4,piso intermedio,186,13221
2798151,2,ultimo piso,172,13222
3990624,4,ultimo piso,180,13223
6994679,3,ultimo piso,164,13224
5832410,1,primer piso,134,13225
6582042,4,piso intermedio,165,13226
5057384,3,primer piso,116,13227
2992953,1,piso intermedio,105,13228
3858728,2,primer piso,183,13229
3685685,2,primer piso,155,13230
6677162,2,primer piso,177,13231
6541655,2,ultimo piso,124,13232
3895636,2,primer piso,185,13233
1180390,3,primer piso,91,13234
3982152,3,piso intermedio,117,13235
5515992,2,primer piso,71,13236
4748130,3,primer piso,99,13237
5946229,3,piso intermedio,83,13238
3845376,1,ultimo piso,151,13239
1094076,2,piso intermedio,70,13240
3194762,1,primer piso,80,13241
6013779,1,piso intermedio,125,13242
6317148,2,ultimo piso,157,13243
4446483,4,piso intermedio,186,13244
6312728,1,ultimo piso,191,13245
5869258,2,primer piso,189,13246
2739844,1,ultimo piso,195,13247
3917881,1,ultimo piso,142,13248
1115476,1,primer piso,138,13249
3508667,3,ultimo piso,181,13250
1562580,3,piso intermedio,160,13251
278765,1,ultimo piso,180,13252
1815319,1,piso intermedio,71,13253
4025654,1,ultimo piso,144,13254
2719073,3,ultimo piso,141,13255
6541240,1,primer piso,79,13256
1536216,4,ultimo piso,71,13257
5653019,4,piso intermedio,176,13258
848732,2,ultimo piso,125,13259
3670104,1,piso intermedio,174,13260
2013013,1,ultimo piso,177,13261
3894249,1,primer piso,74,13262
1540610,1,primer piso,147,13263
6271973,3,primer piso,190,13264
1817813,3,ultimo piso,152,13265
6528098,4,ultimo piso,103,13266
3407064,3,primer piso,176,13267
1726376,1,piso intermedio,103,13268
2778166,2,primer piso,194,13269
4861336,1,primer piso,83,13270
6725770,3,primer piso,75,13271
2561527,1,primer piso,132,13272
6948290,2,primer piso,85,13273
2951678,3,piso intermedio,146,13274
1963293,3,piso intermedio,162,13275
5778985,3,primer piso,80,13276
3677336,4,primer piso,118,13277
3719146,3,ultimo piso,187,13278
1167727,3,piso intermedio,178,13279
3284691,3,ultimo piso,134,13280
5416732,4,primer piso,129,13281
4323495,2,piso intermedio,155,13282
2705100,2,ultimo piso,198,13283
3619630,3,piso intermedio,86,13284
6248753,3,piso intermedio,178,13285
3219437,1,ultimo piso,104,13286
4654789,1,piso intermedio,159,13287
1323876,2,ultimo piso,130,13288
3942535,1,ultimo piso,131,13289
6151278,1,ultimo piso,194,13290
4666495,3,ultimo piso,158,13291
5774748,4,primer piso,152,13292
5694411,3,ultimo piso,134,13293
1765558,4,piso intermedio,111,13294
4905266,2,piso intermedio,109,13295
183674,4,piso intermedio,137,13296
751091,3,primer piso,122,13297
6548431,4,ultimo piso,137,13298
6770027,3,primer piso,147,13299
5334223,3,piso intermedio,91,13300
6138963,4,primer piso,191,13301
2589348,1,piso intermedio,98,13302
3031503,2,piso intermedio,109,13303
517503,3,primer piso,161,13304
3410947,1,piso intermedio,177,13305
3655923,3,ultimo piso,143,13306
6560295,3,primer piso,135,13307
6631679,1,piso intermedio,187,13308
6477648,2,piso intermedio,182,13309
3854786,1,ultimo piso,178,13310
3792226,2,piso intermedio,131,13311
5651742,3,primer piso,160,13312
4159530,1,ultimo piso,94,13313
2651984,2,ultimo piso,90,13314
6774826,4,primer piso,165,13315
5603157,2,ultimo piso,100,13316
4451692,3,piso intermedio,81,13317
6995954,3,piso intermedio,82,13318
821881,4,primer piso,174,13319
6558509,2,ultimo piso,172,13320
1770829,3,piso intermedio,148,13321
1928861,1,primer piso,196,13322
5485417,2,piso intermedio,139,13323
3078201,2,ultimo piso,121,13324
4736749,3,piso intermedio,87,13325
1824076,3,primer piso,170,13326
4819905,3,piso intermedio,91,13327
4155149,4,ultimo piso,88,13328
2860284,2,piso intermedio,184,13329
1174028,2,ultimo piso,152,13330
491926,4,ultimo piso,114,13331
2182035,1,piso intermedio,107,13332
6971484,3,piso intermedio,169,13333
4514300,2,piso intermedio,178,13334
2583362,1,piso intermedio,96,13335
3849534,4,ultimo piso,190,13336
912891,4,piso intermedio,186,13337
4589711,3,piso intermedio,145,13338
5460656,3,primer piso,123,13339
1179184,1,ultimo piso,116,13340
5217761,3,primer piso,151,13341
1638932,2,piso intermedio,75,13342
4482071,2,primer piso,174,13343
4365459,1,ultimo piso,96,13344
5123455,4,ultimo piso,84,13345
1294926,3,ultimo piso,110,13346
4108650,1,primer piso,72,13347
1059993,3,piso intermedio,178,13348
1738078,1,ultimo piso,167,13349
2056696,2,piso intermedio,197,13350
6135500,4,primer piso,188,13351
4082776,2,piso intermedio,199,13352
1982663,3,piso intermedio,100,13353
5208275,1,piso intermedio,145,13354
1265680,1,piso intermedio,177,13355
4386965,4,ultimo piso,93,13356
4210956,3,ultimo piso,102,13357
2596238,2,ultimo piso,88,13358
3388499,3,piso intermedio,141,13359
6169589,4,piso intermedio,151,13360
5409644,1,piso intermedio,110,13361
3648044,1,ultimo piso,100,13362
6828020,1,ultimo piso,146,13363
3580591,3,primer piso,157,13364
6761115,2,piso intermedio,92,13365
4532083,4,primer piso,125,13366
3222332,1,primer piso,158,13367
4081250,2,ultimo piso,146,13368
5125850,2,primer piso,81,13369
239825,1,ultimo piso,140,13370
5499757,4,primer piso,79,13371
4966720,2,ultimo piso,83,13372
2875572,3,primer piso,81,13373
4949174,1,primer piso,82,13374
1367968,3,piso intermedio,154,13375
475532,2,piso intermedio,137,13376
4746348,3,ultimo piso,74,13377
3674350,1,piso intermedio,147,13378
3128909,2,piso intermedio,135,13379
3044432,1,piso intermedio,166,13380
6928143,4,piso intermedio,199,13381
3101365,4,primer piso,145,13382
1740891,1,ultimo piso,183,13383
3783222,4,ultimo piso,72,13384
105366,1,ultimo piso,109,13385
6704664,3,ultimo piso,191,13386
6215016,4,primer piso,125,13387
1450157,4,piso intermedio,109,13388
1718989,3,piso intermedio,154,13389
2366298,4,primer piso,116,13390
6869912,2,ultimo piso,106,13391
995433,2,ultimo piso,82,13392
1343536,1,piso intermedio,99,13393
6332487,4,primer piso,181,13394
342438,4,primer piso,150,13395
3735195,2,primer piso,79,13396
6228959,2,piso intermedio,113,13397
3135347,1,piso intermedio,87,13398
4796351,1,piso intermedio,176,13399
5685962,3,primer piso,108,13400
2877067,1,ultimo piso,166,13401
3088629,1,piso intermedio,119,13402
408541,4,primer piso,185,13403
2527836,3,piso intermedio,129,13404
702362,3,piso intermedio,140,13405
3359404,4,primer piso,119,13406
5835432,1,ultimo piso,189,13407
5269980,1,primer piso,174,13408
5964611,3,piso intermedio,185,13409
1746965,3,primer piso,107,13410
1992450,3,ultimo piso,97,13411
6467686,3,ultimo piso,123,13412
4322089,3,primer piso,140,13413
1773147,1,primer piso,167,13414
5125887,4,piso intermedio,70,13415
3208640,2,primer piso,87,13416
4239973,3,piso intermedio,74,13417
1307457,3,piso intermedio,167,13418
6561344,3,ultimo piso,192,13419
6314777,4,primer piso,177,13420
6723886,4,ultimo piso,75,13421
6417966,1,primer piso,100,13422
4601362,4,piso intermedio,130,13423
446803,4,piso intermedio,196,13424
551224,4,piso intermedio,159,13425
828891,3,primer piso,87,13426
1900786,1,ultimo piso,170,13427
3153321,3,piso intermedio,95,13428
1830413,2,ultimo piso,189,13429
2738633,2,primer piso,159,13430
2341780,2,primer piso,99,13431
1946915,3,ultimo piso,82,13432
817157,2,piso intermedio,135,13433
5748666,4,primer piso,86,13434
2935453,1,piso intermedio,75,13435
1793987,2,primer piso,157,13436
5241026,3,piso intermedio,86,13437
6922626,1,primer piso,120,13438
4318064,1,piso intermedio,70,13439
5890727,3,primer piso,168,13440
5352275,4,ultimo piso,141,13441
333210,3,piso intermedio,185,13442
4633282,2,ultimo piso,185,13443
799615,2,ultimo piso,135,13444
2808479,1,primer piso,115,13445
6186789,2,piso intermedio,188,13446
4661884,2,ultimo piso,104,13447
1375740,1,primer piso,184,13448
342190,1,piso intermedio,131,13449
3863531,4,ultimo piso,181,13450
3556519,2,primer piso,144,13451
5074075,4,primer piso,103,13452
978635,4,ultimo piso,140,13453
1719419,1,piso intermedio,143,13454
142274,2,primer piso,73,13455
5693885,3,ultimo piso,119,13456
5427940,3,piso intermedio,176,13457
4639222,1,ultimo piso,129,13458
2134456,3,primer piso,96,13459
3869575,2,ultimo piso,140,13460
221409,2,piso intermedio,132,13461
1040124,1,piso intermedio,114,13462
1797564,1,piso intermedio,85,13463
2953996,1,ultimo piso,143,13464
2935628,2,piso intermedio,126,13465
4370080,1,primer piso,165,13466
1736059,2,primer piso,158,13467
6318269,2,ultimo piso,189,13468
5743150,3,piso intermedio,149,13469
6926939,4,piso intermedio,110,13470
5718136,4,ultimo piso,159,13471
3211977,4,ultimo piso,80,13472
1294725,2,piso intermedio,147,13473
3406050,2,primer piso,117,13474
5917398,2,primer piso,150,13475
121074,2,primer piso,152,13476
5989739,4,primer piso,114,13477
2833871,3,piso intermedio,134,13478
6860567,1,primer piso,177,13479
4109620,4,piso intermedio,159,13480
924554,4,ultimo piso,95,13481
3800104,1,ultimo piso,110,13482
641924,4,ultimo piso,117,13483
4592331,2,piso intermedio,135,13484
4780521,4,ultimo piso,87,13485
6569145,4,ultimo piso,179,13486
4358279,2,ultimo piso,178,13487
1138573,4,ultimo piso,83,13488
934939,4,primer piso,92,13489
1300572,4,piso intermedio,117,13490
2044062,2,piso intermedio,78,13491
1262334,2,primer piso,156,13492
5598871,3,piso intermedio,194,13493
561015,3,primer piso,101,13494
3208558,2,ultimo piso,158,13495
6868932,1,piso intermedio,144,13496
181201,4,ultimo piso,188,13497
2394625,4,primer piso,94,13498
1798415,2,ultimo piso,123,13499
2618734,1,piso intermedio,108,13500
1757996,1,primer piso,94,13501
6786011,1,primer piso,198,13502
652795,2,primer piso,158,13503
3134532,1,ultimo piso,91,13504
6343881,4,piso intermedio,109,13505
1218521,1,primer piso,73,13506
2740760,1,ultimo piso,159,13507
6774700,2,primer piso,164,13508
6561351,1,piso intermedio,151,13509
4863799,4,primer piso,168,13510
4794641,1,piso intermedio,85,13511
831220,2,piso intermedio,77,13512
5200399,1,piso intermedio,134,13513
2652665,2,primer piso,89,13514
3096962,3,primer piso,186,13515
6689778,3,piso intermedio,80,13516
419182,4,ultimo piso,85,13517
4667859,1,primer piso,140,13518
6129311,4,primer piso,82,13519
3648409,4,piso intermedio,163,13520
4851920,4,primer piso,96,13521
113984,3,ultimo piso,109,13522
1303895,4,ultimo piso,184,13523
3959677,3,piso intermedio,177,13524
4921767,2,ultimo piso,172,13525
3614790,4,piso intermedio,100,13526
591458,3,primer piso,107,13527
3980933,2,ultimo piso,142,13528
6806971,1,piso intermedio,183,13529
6723031,2,piso intermedio,106,13530
4442053,1,ultimo piso,182,13531
1673610,4,ultimo piso,137,13532
1643776,3,ultimo piso,189,13533
605474,4,ultimo piso,70,13534
1437584,4,ultimo piso,97,13535
620452,2,primer piso,99,13536
5415653,1,primer piso,131,13537
5733922,4,primer piso,115,13538
6679768,3,primer piso,86,13539
6930851,4,primer piso,141,13540
2877844,3,primer piso,174,13541
1364851,4,primer piso,115,13542
4512087,4,piso intermedio,146,13543
6701259,2,primer piso,71,13544
5076008,1,piso intermedio,167,13545
3444860,3,ultimo piso,70,13546
4521730,3,primer piso,86,13547
546055,1,piso intermedio,113,13548
848962,2,piso intermedio,119,13549
2578385,4,piso intermedio,134,13550
6766632,1,primer piso,173,13551
5262037,2,ultimo piso,110,13552
2551540,1,primer piso,133,13553
1130432,4,ultimo piso,107,13554
5167365,1,ultimo piso,121,13555
5481148,1,ultimo piso,168,13556
3628495,4,piso intermedio,160,13557
5222749,1,ultimo piso,134,13558
2684082,2,piso intermedio,130,13559
3793850,1,ultimo piso,123,13560
3884883,2,primer piso,120,13561
926695,4,ultimo piso,188,13562
3448903,2,ultimo piso,190,13563
1190125,4,primer piso,169,13564
4805570,2,ultimo piso,154,13565
6881282,3,ultimo piso,93,13566
5517413,4,ultimo piso,106,13567
799233,3,piso intermedio,123,13568
3554013,4,piso intermedio,176,13569
3143308,4,primer piso,73,13570
4281280,2,ultimo piso,164,13571
3681364,2,piso intermedio,179,13572
5372134,4,ultimo piso,199,13573
4908006,1,ultimo piso,185,13574
1931344,3,piso intermedio,112,13575
6627129,3,primer piso,152,13576
5764266,1,piso intermedio,196,13577
5862191,3,primer piso,144,13578
2942781,4,piso intermedio,101,13579
6091793,4,ultimo piso,131,13580
4531058,3,piso intermedio,174,13581
3697045,4,primer piso,144,13582
6223878,3,ultimo piso,128,13583
3447116,3,piso intermedio,80,13584
5888721,3,primer piso,102,13585
4545722,3,piso intermedio,101,13586
2067579,2,piso intermedio,168,13587
5177971,4,piso intermedio,127,13588
2465876,3,ultimo piso,173,13589
112246,2,piso intermedio,186,13590
3283071,1,piso intermedio,185,13591
868864,2,primer piso,84,13592
739196,1,primer piso,106,13593
862632,3,piso intermedio,154,13594
534552,3,ultimo piso,86,13595
1341606,2,ultimo piso,140,13596
4347062,1,ultimo piso,150,13597
2985170,2,primer piso,192,13598
2044071,3,primer piso,183,13599
1206273,3,piso intermedio,151,13600
2790751,3,primer piso,97,13601
5804843,1,primer piso,143,13602
6274863,1,primer piso,133,13603
117407,2,piso intermedio,138,13604
5578011,3,ultimo piso,100,13605
5889082,2,ultimo piso,127,13606
743515,3,piso intermedio,191,13607
530033,2,primer piso,177,13608
1138197,2,primer piso,182,13609
4896989,1,ultimo piso,171,13610
2934466,3,primer piso,129,13611
6341088,2,piso intermedio,146,13612
3971421,1,piso intermedio,142,13613
204510,4,ultimo piso,175,13614
1423146,2,ultimo piso,143,13615
1087982,4,primer piso,183,13616
5565912,4,ultimo piso,182,13617
3979015,2,primer piso,88,13618
4241613,1,primer piso,128,13619
1174963,3,piso intermedio,189,13620
5080214,2,ultimo piso,165,13621
650881,2,ultimo piso,76,13622
265832,4,piso intermedio,156,13623
1624405,3,ultimo piso,88,13624
4163052,3,primer piso,134,13625
4227999,4,piso intermedio,162,13626
1147950,4,ultimo piso,118,13627
6923294,3,primer piso,79,13628
462739,4,piso intermedio,119,13629
6018929,4,piso intermedio,191,13630
3017970,4,piso intermedio,164,13631
3842195,3,primer piso,92,13632
6105813,2,primer piso,194,13633
4882183,2,piso intermedio,145,13634
2921302,3,piso intermedio,83,13635
6421581,3,piso intermedio,191,13636
4167265,3,primer piso,183,13637
2098590,1,primer piso,144,13638
3633311,1,primer piso,101,13639
6930359,4,ultimo piso,120,13640
4872559,3,piso intermedio,132,13641
4297737,1,ultimo piso,142,13642
3613224,1,primer piso,108,13643
4826854,2,ultimo piso,149,13644
4888355,3,ultimo piso,194,13645
4650628,1,primer piso,73,13646
6765770,4,piso intermedio,134,13647
5480975,1,primer piso,172,13648
814850,4,piso intermedio,200,13649
6438454,3,ultimo piso,115,13650
4673635,4,ultimo piso,124,13651
2937080,1,primer piso,108,13652
3096993,4,piso intermedio,193,13653
5025157,3,piso intermedio,121,13654
922189,4,ultimo piso,197,13655
6991011,4,primer piso,136,13656
4182353,2,piso intermedio,170,13657
4823936,1,piso intermedio,130,13658
3793774,2,ultimo piso,75,13659
6007166,3,ultimo piso,76,13660
3479396,4,ultimo piso,187,13661
5746543,3,primer piso,191,13662
546025,4,primer piso,109,13663
3903059,4,ultimo piso,101,13664
1308592,3,piso intermedio,76,13665
1332097,4,ultimo piso,157,13666
1725913,1,ultimo piso,103,13667
6927712,1,primer piso,73,13668
989881,1,primer piso,80,13669
5549396,4,piso intermedio,151,13670
2799674,2,piso intermedio,147,13671
5652729,1,piso intermedio,176,13672
5964200,1,piso intermedio,82,13673
5602531,3,ultimo piso,110,13674
2332757,4,piso intermedio,190,13675
3541615,3,ultimo piso,142,13676
5382658,4,primer piso,74,13677
3851995,2,piso intermedio,198,13678
2412418,4,ultimo piso,113,13679
1156180,2,ultimo piso,178,13680
1949670,1,piso intermedio,150,13681
2998493,3,ultimo piso,97,13682
5041340,3,piso intermedio,161,13683
3507481,4,primer piso,184,13684
6586349,3,primer piso,137,13685
5608860,4,ultimo piso,173,13686
543027,3,piso intermedio,116,13687
2342466,4,ultimo piso,116,13688
2248149,4,piso intermedio,149,13689
107563,4,primer piso,180,13690
6069321,4,primer piso,190,13691
4731295,3,primer piso,144,13692
2357258,2,primer piso,148,13693
6317378,3,ultimo piso,189,13694
2989875,1,piso intermedio,153,13695
4639657,3,ultimo piso,114,13696
3759928,1,primer piso,177,13697
4438988,2,piso intermedio,150,13698
2003377,4,primer piso,92,13699
1676630,4,piso intermedio,103,13700
3015261,1,primer piso,153,13701
3481653,3,primer piso,89,13702
2186051,2,ultimo piso,161,13703
5344045,2,piso intermedio,86,13704
1137621,1,ultimo piso,122,13705
2271788,2,primer piso,73,13706
5985207,3,primer piso,170,13707
2078591,4,ultimo piso,148,13708
1305236,4,ultimo piso,186,13709
4320826,1,piso intermedio,119,13710
4001677,2,ultimo piso,81,13711
3724587,2,primer piso,174,13712
2396178,2,primer piso,183,13713
1164433,3,primer piso,80,13714
3908714,1,piso intermedio,79,13715
1797032,1,ultimo piso,200,13716
1666626,2,piso intermedio,71,13717
2938312,3,piso intermedio,86,13718
5284655,4,primer piso,167,13719
6637572,1,primer piso,126,13720
252073,3,primer piso,164,13721
5780052,4,primer piso,101,13722
2064662,4,primer piso,165,13723
5258613,1,piso intermedio,78,13724
5730642,4,primer piso,73,13725
626778,1,ultimo piso,74,13726
770245,3,primer piso,197,13727
766571,3,primer piso,156,13728
3654557,4,ultimo piso,167,13729
1835839,4,primer piso,121,13730
1328164,4,piso intermedio,91,13731
583923,4,primer piso,174,13732
1962897,3,primer piso,180,13733
3099644,1,piso intermedio,189,13734
6455513,1,ultimo piso,118,13735
1413656,3,primer piso,134,13736
1413451,4,primer piso,70,13737
6005210,2,piso intermedio,187,13738
1034918,2,primer piso,83,13739
1360361,4,primer piso,146,13740
5152241,3,ultimo piso,89,13741
6313429,3,primer piso,101,13742
5155635,1,ultimo piso,133,13743
6979465,3,ultimo piso,86,13744
317410,1,piso intermedio,101,13745
373076,1,primer piso,132,13746
3670830,3,piso intermedio,137,13747
2183138,4,piso intermedio,200,13748
4539264,3,primer piso,121,13749
3509852,3,primer piso,181,13750
1765471,3,ultimo piso,195,13751
5143326,1,primer piso,159,13752
340573,1,ultimo piso,80,13753
5918414,2,ultimo piso,154,13754
3252797,3,ultimo piso,126,13755
1194968,2,ultimo piso,85,13756
4045105,1,piso intermedio,122,13757
3024850,2,ultimo piso,131,13758
5339578,4,ultimo piso,189,13759
5742735,4,piso intermedio,83,13760
188519,1,primer piso,164,13761
6163905,3,piso intermedio,77,13762
1333251,4,primer piso,138,13763
1088436,3,ultimo piso,140,13764
3756624,4,piso intermedio,70,13765
3987921,2,ultimo piso,181,13766
3611508,4,ultimo piso,116,13767
5190013,1,ultimo piso,99,13768
99286,1,piso intermedio,76,13769
1186821,1,primer piso,118,13770
822378,3,piso intermedio,88,13771
2786646,2,piso intermedio,116,13772
540505,2,primer piso,78,13773
1669447,4,ultimo piso,99,13774
5250171,3,primer piso,137,13775
2587730,2,ultimo piso,123,13776
1827957,2,primer piso,131,13777
1799195,2,ultimo piso,122,13778
96882,2,ultimo piso,200,13779
3210536,2,ultimo piso,145,13780
3460678,2,primer piso,126,13781
3065876,3,ultimo piso,118,13782
2108692,1,piso intermedio,160,13783
1080650,4,piso intermedio,107,13784
4260019,4,piso intermedio,200,13785
2340115,3,ultimo piso,173,13786
6757396,2,primer piso,100,13787
335897,4,primer piso,176,13788
4210070,4,piso intermedio,117,13789
2979867,2,primer piso,155,13790
219313,3,primer piso,97,13791
2393621,4,piso intermedio,175,13792
3393198,2,primer piso,144,13793
1177187,3,primer piso,171,13794
5916671,4,primer piso,100,13795
293880,2,primer piso,114,13796
687573,1,ultimo piso,159,13797
2586094,4,primer piso,165,13798
3490834,3,ultimo piso,188,13799
6913922,1,primer piso,139,13800
6028876,2,piso intermedio,127,13801
1410210,4,primer piso,106,13802
5133551,1,primer piso,102,13803
1452786,4,primer piso,84,13804
5968047,3,ultimo piso,157,13805
5020782,1,primer piso,138,13806
2000335,2,primer piso,87,13807
5051646,4,ultimo piso,134,13808
2122892,2,ultimo piso,192,13809
1451537,4,ultimo piso,89,13810
6553147,1,ultimo piso,175,13811
4835623,3,ultimo piso,177,13812
4056875,4,ultimo piso,158,13813
4848212,3,primer piso,160,13814
6760126,2,piso intermedio,85,13815
1412330,3,primer piso,191,13816
1603020,2,piso intermedio,101,13817
6288780,2,primer piso,198,13818
5516055,1,ultimo piso,181,13819
362553,2,ultimo piso,81,13820
646684,1,primer piso,132,13821
1909124,2,piso intermedio,111,13822
1814969,1,primer piso,84,13823
6985828,1,primer piso,96,13824
1286469,4,ultimo piso,148,13825
309221,3,piso intermedio,126,13826
1483330,4,piso intermedio,80,13827
971068,4,ultimo piso,76,13828
5171184,3,piso intermedio,120,13829
4645928,2,primer piso,150,13830
4595768,3,primer piso,137,13831
1700135,4,piso intermedio,123,13832
3501240,2,ultimo piso,102,13833
3954719,1,ultimo piso,123,13834
4975148,4,primer piso,110,13835
